date,donald trump health
2016-11-11,24.88986784140969
2016-11-12,16.92511013215859
2016-11-13,10.951541850220265
2016-11-14,10.951541850220265
2016-11-15,11.94713656387665
2016-11-16,6.969162995594713
2016-11-17,4.977973568281938
2016-11-18,6.969162995594713
2016-11-19,2.9867841409691627
2016-11-20,4.977973568281938
2016-11-21,5.973568281938325
2016-11-22,4.977973568281938
2016-11-23,3.9823788546255505
2016-11-24,0.9955947136563876
2016-11-25,3.9823788546255505
2016-11-26,3.9823788546255505
2016-11-27,2.9867841409691627
2016-11-28,3.9823788546255505
2016-11-29,6.969162995594713
2016-11-30,6.969162995594713
2016-12-01,3.9823788546255505
2016-12-02,4.977973568281938
2016-12-03,1.9911894273127753
2016-12-04,3.9823788546255505
2016-12-05,3.9823788546255505
2016-12-06,3.9823788546255505
2016-12-07,3.9823788546255505
2016-12-08,2.9867841409691627
2016-12-09,3.9823788546255505
2016-12-10,2.9867841409691627
2016-12-11,2.9867841409691627
2016-12-12,1.9911894273127753
2016-12-13,2.9867841409691627
2016-12-14,1.9911894273127753
2016-12-15,2.9867841409691627
2016-12-16,4.977973568281938
2016-12-17,0.9955947136563876
2016-12-18,2.9867841409691627
2016-12-19,1.9911894273127753
2016-12-20,1.9911894273127753
2016-12-21,1.9911894273127753
2016-12-22,2.9867841409691627
2016-12-23,1.9911894273127753
2016-12-24,1.9911894273127753
2016-12-25,0.9955947136563876
2016-12-26,0.9955947136563876
2016-12-27,2.9867841409691627
2016-12-28,0.9955947136563876
2016-12-29,1.9911894273127753
2016-12-30,1.9911894273127753
2016-12-31,0.9955947136563876
2017-01-01,1.9911894273127753
2017-01-02,2.9867841409691627
2017-01-03,1.9911894273127753
2017-01-04,3.9823788546255505
2017-01-05,2.9867841409691627
2017-01-06,3.9823788546255505
2017-01-07,2.9867841409691627
2017-01-08,1.9911894273127753
2017-01-09,2.9867841409691627
2017-01-10,4.977973568281938
2017-01-11,7.964757709251101
2017-01-12,4.977973568281938
2017-01-13,3.9823788546255505
2017-01-14,3.9823788546255505
2017-01-15,2.9867841409691627
2017-01-16,5.973568281938325
2017-01-17,5.973568281938325
2017-01-18,4.977973568281938
2017-01-19,5.973568281938325
2017-01-20,17.920704845814978
2017-01-21,14.933920704845814
2017-01-22,10.951541850220265
2017-01-23,11.94713656387665
2017-01-24,8.960352422907489
2017-01-25,11.94713656387665
2017-01-26,10.951541850220265
2017-01-27,7.964757709251101
2017-01-28,7.964757709251101
2017-01-29,5.973568281938325
2017-01-30,9.955947136563877
2017-01-31,7.964757709251101
2017-02-01,6.969162995594713
2017-02-02,7.964757709251101
2017-02-03,8.960352422907489
2017-02-04,4.977973568281938
2017-02-05,3.9823788546255505
2017-02-06,6.969162995594713
2017-02-07,5.973568281938325
2017-02-08,6.969162995594713
2017-02-09,3.9823788546255505
2017-02-10,4.977973568281938
2017-02-11,1.9911894273127753
2017-02-12,3.9823788546255505
2017-02-13,4.977973568281938
2017-02-14,3.9823788546255505
2017-02-15,2.9867841409691627
2017-02-16,5.973568281938325
2017-02-17,7.964757709251101
2017-02-18,4.977973568281938
2017-02-19,2.9867841409691627
2017-02-20,3.9823788546255505
2017-02-21,4.977973568281938
2017-02-22,2.9867841409691627
2017-02-23,2.9867841409691627
2017-02-24,3.9823788546255505
2017-02-25,0.9955947136563876
2017-02-26,0.9955947136563876
2017-02-27,1.9911894273127753
2017-02-28,6.969162995594713
2017-03-01,3.9911894273127753
2017-03-02,2.495594713656388
2017-03-03,2.9933920704845813
2017-03-04,1.497797356828194
2017-03-05,1.9955947136563876
2017-03-06,2.9933920704845813
2017-03-07,7.4823788546255505
2017-03-08,6.984581497797357
2017-03-09,3.9911894273127753
2017-03-10,4.98898678414097
2017-03-11,2.9933920704845813
2017-03-12,2.495594713656388
2017-03-13,4.98898678414097
2017-03-14,4.98898678414097
2017-03-15,4.48898678414097
2017-03-16,4.491189427312776
2017-03-17,2.9933920704845813
2017-03-18,2.4933920704845813
2017-03-19,1.9933920704845813
2017-03-20,3.9911894273127753
2017-03-21,4.98898678414097
2017-03-22,25.94273127753304
2017-03-23,17.462555066079297
2017-03-24,48.3942731277533
2017-03-25,99.77973568281938
2017-03-26,61.363436123348016
2017-03-27,77.82819383259911
2017-03-28,28.933920704845814
2017-03-29,3.9911894273127753
2017-03-30,3.9911894273127753
2017-03-31,2.495594713656388
2017-04-01,1.4955947136563876
2017-04-02,2.0
2017-04-03,3.0
2017-04-04,3.0
2017-04-05,3.0
2017-04-06,3.0
2017-04-07,3.0
2017-04-08,1.0
2017-04-09,1.0
2017-04-10,1.0
2017-04-11,2.0
2017-04-12,3.0
2017-04-13,3.0
2017-04-14,2.0
2017-04-15,2.0
2017-04-16,2.0
2017-04-17,3.0
2017-04-18,3.0
2017-04-19,2.0
2017-04-20,5.0
2017-04-21,2.0
2017-04-22,2.0
2017-04-23,2.0
2017-04-24,1.0
2017-04-25,2.0
2017-04-26,2.0
2017-04-27,4.0
2017-04-28,4.0
2017-04-29,2.0
2017-04-30,3.0
2017-05-01,5.0
2017-05-02,3.0
2017-05-03,4.0
2017-05-04,11.0
2017-05-05,20.0
2017-05-06,11.0
2017-05-07,5.0
2017-05-08,4.0
2017-05-09,5.0
2017-05-10,3.0
2017-05-11,2.0
2017-05-12,5.0
2017-05-13,2.0
2017-05-14,2.0
2017-05-15,2.0
2017-05-16,3.0
2017-05-17,2.0
2017-05-18,3.0
2017-05-19,2.0
2017-05-20,4.0
2017-05-21,2.0
2017-05-22,3.0
2017-05-23,2.0
2017-05-24,2.0
2017-05-25,2.0
2017-05-26,2.0
2017-05-27,1.0
2017-05-28,1.0
2017-05-29,1.0
2017-05-30,3.0
2017-05-31,3.0
2017-06-01,2.0
2017-06-02,4.0
2017-06-03,1.0
