date,vote
2016-08-21,1.0734149054505007
2016-08-22,1.2880978865406008
2016-08-23,1.2880978865406008
2016-08-24,1.5027808676307008
2016-08-25,1.5027808676307008
2016-08-26,1.5027808676307008
2016-08-27,1.2880978865406008
2016-08-28,1.2880978865406008
2016-08-29,1.2880978865406008
2016-08-30,1.717463848720801
2016-08-31,2.1468298109010013
2016-09-01,1.932146829810901
2016-09-02,1.0734149054505007
2016-09-03,1.0734149054505007
2016-09-04,1.2880978865406008
2016-09-05,1.0734149054505007
2016-09-06,1.5027808676307008
2016-09-07,2.3615127919911014
2016-09-08,2.1468298109010013
2016-09-09,1.717463848720801
2016-09-10,1.5027808676307008
2016-09-11,1.2880978865406008
2016-09-12,1.5027808676307008
2016-09-13,1.932146829810901
2016-09-14,2.7908787541713016
2016-09-15,1.932146829810901
2016-09-16,1.5027808676307008
2016-09-17,1.2880978865406008
2016-09-18,1.5027808676307008
2016-09-19,1.717463848720801
2016-09-20,2.1468298109010013
2016-09-21,2.1468298109010013
2016-09-22,2.3615127919911014
2016-09-23,3.220244716351502
2016-09-24,2.3615127919911014
2016-09-25,2.1468298109010013
2016-09-26,5.367074527252503
2016-09-27,13.095661846496107
2016-09-28,8.802002224694105
2016-09-29,5.796440489432703
2016-09-30,3.649610678531702
2016-10-01,2.895439377085651
2016-10-02,2.895439377085651
2016-10-03,3.7174638487208007
2016-10-04,3.110122358175751
2016-10-05,3.110122358175751
2016-10-06,3.002780867630701
2016-10-07,3.110122358175751
2016-10-08,3.824805339265851
2016-10-09,5.076195773081201
2016-10-10,10.045050055617352
2016-10-11,14.084538375973304
2016-10-12,8.186318131256952
2016-10-13,6.005561735261402
2016-10-14,5.790878754171302
2016-10-15,3.9321468298109012
2016-10-16,6.005561735261402
2016-10-17,6.827586206896552
2016-10-18,6.220244716351502
2016-10-19,5.183537263626251
2016-10-20,7.149610678531702
2016-10-21,4.968854282536151
2016-10-22,5.183537263626251
2016-10-23,6.112903225806452
2016-10-24,8.078976640711902
2016-10-25,7.756952169076753
2016-10-26,6.112903225806452
2016-10-27,6.827586206896552
2016-10-28,6.827586206896552
2016-10-29,4.968854282536151
2016-10-30,4.968854282536151
2016-10-31,9.115684093437153
2016-11-01,11.903781979977754
2016-11-02,16.0
2016-11-03,15.0
2016-11-04,13.0
2016-11-05,11.0
2016-11-06,24.0
2016-11-07,58.0
2016-11-08,100.0
2016-11-09,83.0
2016-11-10,31.0
2016-11-11,21.0
2016-11-12,15.0
2016-11-13,18.0
2016-11-14,13.0
2016-11-15,10.0
2016-11-16,7.0
2016-11-17,6.0
2016-11-18,5.0
2016-11-19,6.0
2016-11-20,8.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,4.0
2016-11-24,4.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,5.0
2016-11-28,4.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,3.0
2016-12-05,2.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,3.0
2016-12-18,3.0
2016-12-19,9.0
2016-12-20,4.0
2016-12-21,2.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,2.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,2.0
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,3.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,3.0
2017-01-21,3.0
2017-01-22,4.0
2017-01-23,2.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,3.0
2017-01-28,3.0
2017-01-29,3.0
2017-01-30,4.0
2017-01-31,3.0
2017-02-01,3.0
2017-02-02,3.0
2017-02-03,2.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,3.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,2.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,2.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,1.2543103448275863
2017-03-02,1.8297413793103448
2017-03-03,1.2543103448275863
2017-03-04,1.8297413793103448
2017-03-05,2.0560344827586206
2017-03-06,1.8297413793103448
2017-03-07,1.9051724137931034
2017-03-08,1.980603448275862
2017-03-09,1.9051724137931034
2017-03-10,1.980603448275862
2017-03-11,5.866379310344827
2017-03-12,3.310344827586207
2017-03-13,1.9051724137931034
2017-03-14,1.8297413793103448
2017-03-15,1.9051724137931034
2017-03-16,1.9051724137931034
2017-03-17,1.1788793103448276
2017-03-18,1.1788793103448276
2017-03-19,1.2543103448275863
2017-03-20,1.7543103448275863
2017-03-21,1.9051724137931034
2017-03-22,1.9051724137931034
2017-03-23,4.112068965517241
2017-03-24,7.045258620689655
2017-03-25,2.206896551724138
2017-03-26,1.8297413793103448
2017-03-27,1.9051724137931034
2017-03-28,2.0560344827586206
2017-03-29,2.131465517241379
2017-03-30,1.9051724137931034
2017-03-31,1.8297413793103448
2017-04-01,1.2543103448275863
2017-04-02,1.6594827586206895
2017-04-03,1.9612068965517242
2017-04-04,2.564655172413793
2017-04-05,1.9612068965517242
2017-04-06,2.112068965517241
2017-04-07,2.112068965517241
2017-04-08,1.6594827586206895
2017-04-09,1.6594827586206895
2017-04-10,1.6594827586206895
2017-04-11,1.8103448275862069
2017-04-12,1.8103448275862069
2017-04-13,1.8103448275862069
2017-04-14,1.6594827586206895
2017-04-15,1.5086206896551724
2017-04-16,2.2629310344827585
2017-04-17,2.2629310344827585
2017-04-18,3.9224137931034484
2017-04-19,3.318965517241379
2017-04-20,2.8663793103448274
2017-04-21,3.168103448275862
2017-04-22,5.581896551724138
2017-04-23,15.086206896551724
2017-04-24,5.883620689655173
2017-04-25,3.4698275862068964
2017-04-26,3.0172413793103448
2017-04-27,2.564655172413793
2017-04-28,2.413793103448276
2017-04-29,2.112068965517241
2017-04-30,2.2629310344827585
2017-05-01,3.0172413793103448
2017-05-02,3.6206896551724137
2017-05-03,3.4698275862068964
2017-05-04,6.939655172413793
2017-05-05,5.280172413793103
2017-05-06,4.375
2017-05-07,10.258620689655173
2017-05-08,4.073275862068965
2017-05-09,3.6206896551724137
2017-05-10,2.564655172413793
2017-05-11,2.2629310344827585
2017-05-12,1.9612068965517242
2017-05-13,2.413793103448276
2017-05-14,3.6206896551724137
2017-05-15,3.168103448275862
2017-05-16,3.318965517241379
2017-05-17,2.7155172413793105
2017-05-18,2.564655172413793
2017-05-19,2.564655172413793
2017-05-20,2.564655172413793
2017-05-21,5.280172413793103
2017-05-22,6.487068965517241
2017-05-23,2.7155172413793105
2017-05-24,1.6594827586206895
2017-05-25,1.3577586206896552
2017-05-26,1.3577586206896552
2017-05-27,1.3577586206896552
2017-05-28,2.413793103448276
2017-05-29,1.9612068965517242
2017-05-30,1.8103448275862069
2017-05-31,1.9612068965517242
2017-06-01,1.9612068965517242
2017-06-02,1.9612068965517242
2017-06-03,1.8103448275862069
