date,obama sick
2016-07-24,37.38947368421053
2016-07-25,8.08421052631579
2016-07-26,8.08421052631579
2016-07-27,12.126315789473685
2016-07-28,32.33684210526316
2016-07-29,8.589473684210526
2016-07-30,9.6
2016-07-31,9.6
2016-08-01,0.0
2016-08-02,8.08421052631579
2016-08-03,16.16842105263158
2016-08-04,8.08421052631579
2016-08-05,8.589473684210526
2016-08-06,0.0
2016-08-07,14.147368421052633
2016-08-08,8.08421052631579
2016-08-09,16.16842105263158
2016-08-10,8.08421052631579
2016-08-11,8.08421052631579
2016-08-12,8.08421052631579
2016-08-13,18.694736842105264
2016-08-14,19.2
2016-08-15,8.589473684210526
2016-08-16,16.16842105263158
2016-08-17,0.0
2016-08-18,16.16842105263158
2016-08-19,8.08421052631579
2016-08-20,0.0
2016-08-21,9.094736842105263
2016-08-22,8.08421052631579
2016-08-23,0.0
2016-08-24,8.08421052631579
2016-08-25,8.08421052631579
2016-08-26,24.757894736842108
2016-08-27,9.094736842105263
2016-08-28,18.189473684210526
2016-08-29,0.0
2016-08-30,15.663157894736843
2016-08-31,7.578947368421053
2016-09-01,7.578947368421053
2016-09-02,0.0
2016-09-03,9.094736842105263
2016-09-04,9.094736842105263
2016-09-05,12.126315789473685
2016-09-06,7.578947368421053
2016-09-07,19.2
2016-09-08,8.08421052631579
2016-09-09,8.08421052631579
2016-09-10,0.0
2016-09-11,31.326315789473686
2016-09-12,50.526315789473685
2016-09-13,23.242105263157896
2016-09-14,26.778947368421054
2016-09-15,11.621052631578948
2016-09-16,16.16842105263158
2016-09-17,22.231578947368423
2016-09-18,26.273684210526316
2016-09-19,15.157894736842106
2016-09-20,15.157894736842106
2016-09-21,22.736842105263158
2016-09-22,15.663157894736843
2016-09-23,16.16842105263158
2016-09-24,9.094736842105263
2016-09-25,17.68421052631579
2016-09-26,7.578947368421053
2016-09-27,11.115789473684211
2016-09-28,15.157894736842106
2016-09-29,41.93684210526316
2016-09-30,23.74736842105263
2016-10-01,10.568421052631578
2016-10-02,14.589473684210526
2016-10-03,16.11578947368421
2016-10-04,23.405263157894737
2016-10-05,7.2894736842105265
2016-10-06,8.789473684210527
2016-10-07,15.1
2016-10-08,20.842105263157897
2016-10-09,16.863157894736844
2016-10-10,14.578947368421053
2016-10-11,19.578947368421055
2016-10-12,0.0
2016-10-13,5.0
2016-10-14,22.33157894736842
2016-10-15,12.294736842105262
2016-10-16,16.589473684210525
2016-10-17,8.789473684210527
2016-10-18,22.847368421052632
2016-10-19,12.326315789473686
2016-10-20,10.789473684210527
2016-10-21,14.578947368421053
2016-10-22,12.0
2016-10-23,12.589473684210526
2016-10-24,7.2894736842105265
2016-10-25,23.11578947368421
2016-10-26,15.594736842105263
2016-10-27,24.847368421052632
2016-10-28,9.289473684210527
2016-10-29,14.842105263157896
2016-10-30,4.294736842105263
2016-10-31,14.868421052631579
2016-11-01,0.0
2016-11-02,28.0
2016-11-03,17.0
2016-11-04,7.0
2016-11-05,8.0
2016-11-06,19.0
2016-11-07,10.0
2016-11-08,27.0
2016-11-09,34.0
2016-11-10,27.0
2016-11-11,36.0
2016-11-12,0.0
2016-11-13,19.0
2016-11-14,27.0
2016-11-15,17.0
2016-11-16,17.0
2016-11-17,17.0
2016-11-18,18.0
2016-11-19,12.0
2016-11-20,19.0
2016-11-21,7.0
2016-11-22,13.0
2016-11-23,7.0
2016-11-24,14.0
2016-11-25,14.0
2016-11-26,12.0
2016-11-27,30.0
2016-11-28,10.0
2016-11-29,0.0
2016-11-30,20.0
2016-12-01,10.0
2016-12-02,14.0
2016-12-03,8.0
2016-12-04,31.0
2016-12-05,7.0
2016-12-06,7.0
2016-12-07,13.0
2016-12-08,21.0
2016-12-09,11.0
2016-12-10,0.0
2016-12-11,16.0
2016-12-12,7.0
2016-12-13,10.0
2016-12-14,13.0
2016-12-15,0.0
2016-12-16,94.0
2016-12-17,100.0
2016-12-18,20.0
2016-12-19,7.0
2016-12-20,14.0
2016-12-21,7.0
2016-12-22,7.0
2016-12-23,8.0
2016-12-24,17.0
2016-12-25,13.0
2016-12-26,11.0
2016-12-27,21.0
2016-12-28,14.0
2016-12-29,7.0
2016-12-30,11.0
2016-12-31,13.0
2017-01-01,13.0
2017-01-02,7.0
2017-01-03,7.0
2017-01-04,7.0
2017-01-05,10.0
2017-01-06,21.0
2017-01-07,15.0
2017-01-08,7.0
2017-01-09,10.0
2017-01-10,7.0
2017-01-11,85.0
2017-01-12,16.0
2017-01-13,24.0
2017-01-14,11.0
2017-01-15,15.0
2017-01-16,7.0
2017-01-17,16.0
2017-01-18,10.0
2017-01-19,30.0
2017-01-20,50.0
2017-01-21,60.0
2017-01-22,26.0
2017-01-23,10.0
2017-01-24,16.0
2017-01-25,19.0
2017-01-26,23.0
2017-01-27,7.0
2017-01-28,12.0
2017-01-29,30.0
2017-01-30,26.0
2017-01-31,20.0
2017-02-01,10.0
2017-02-02,20.0
2017-02-03,7.0
2017-02-04,15.0
2017-02-05,7.0
2017-02-06,13.0
2017-02-07,10.0
2017-02-08,19.0
2017-02-09,7.0
2017-02-10,7.0
2017-02-11,8.0
2017-02-12,7.0
2017-02-13,0.0
2017-02-14,6.0
2017-02-15,7.0
2017-02-16,13.0
2017-02-17,7.0
2017-02-18,15.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,6.0
2017-02-22,13.0
2017-02-23,13.0
2017-02-24,0.0
2017-02-25,8.0
2017-02-26,7.0
2017-02-27,10.0
2017-02-28,16.0
2017-03-01,13.314720812182742
2017-03-02,17.06281725888325
2017-03-03,10.248096446700508
2017-03-04,65.57360406091371
2017-03-05,43.84771573604061
2017-03-06,47.692258883248726
2017-03-07,33.9257614213198
2017-03-08,18.018401015228427
2017-03-09,3.4073604060913705
2017-03-10,13.655456852791879
2017-03-11,11.588832487309645
2017-03-12,9.29251269035533
2017-03-13,23.47017766497462
2017-03-14,6.407360406091371
2017-03-15,19.814720812182742
2017-03-16,30.518401015228427
2017-03-17,19.403553299492387
2017-03-18,17.381345177664976
2017-03-19,11.588832487309645
2017-03-20,13.314720812182742
2017-03-21,6.5
2017-03-22,9.907360406091371
2017-03-23,26.97017766497462
2017-03-24,3.7480964467005076
2017-03-25,12.177664974619288
2017-03-26,4.088832487309644
2017-03-27,9.907360406091371
2017-03-28,3.0
2017-03-29,6.5
2017-03-30,7.248096446700508
2017-03-31,3.7480964467005076
2017-04-01,13.677664974619288
2017-04-02,0.0
2017-04-03,14.310913705583756
2017-04-04,10.222081218274111
2017-04-05,6.814720812182741
2017-04-06,0.0
2017-04-07,7.496192893401015
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,7.496192893401015
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,7.496192893401015
2017-04-14,8.177664974619288
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,6.814720812182741
2017-04-19,6.814720812182741
2017-04-20,6.814720812182741
2017-04-21,7.496192893401015
2017-04-22,8.177664974619288
2017-04-23,0.0
2017-04-24,6.814720812182741
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,6.814720812182741
2017-04-28,14.310913705583756
2017-04-29,8.177664974619288
2017-04-30,0.0
2017-05-01,19.081218274111674
2017-05-02,10.222081218274111
2017-05-03,10.222081218274111
2017-05-04,10.222081218274111
2017-05-05,0.0
2017-05-06,16.355329949238577
2017-05-07,8.177664974619288
2017-05-08,10.903553299492385
2017-05-09,14.310913705583756
2017-05-10,10.222081218274111
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,8.177664974619288
2017-05-14,0.0
2017-05-15,6.814720812182741
2017-05-16,14.310913705583756
2017-05-17,6.814720812182741
2017-05-18,14.310913705583756
2017-05-19,14.99238578680203
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,21.125634517766496
2017-05-23,6.814720812182741
2017-05-24,6.814720812182741
2017-05-25,7.496192893401015
2017-05-26,7.496192893401015
2017-05-27,8.859137055837563
2017-05-28,8.859137055837563
2017-05-29,0.0
2017-05-30,14.310913705583756
2017-05-31,14.310913705583756
2017-06-01,14.310913705583756
2017-06-02,14.99238578680203
2017-06-03,0.0
