date,obama mafia
2016-08-03,21.658950105639526
2016-08-04,22.60064358849342
2016-08-05,22.60064358849342
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,44.259593694132946
2016-08-11,22.60064358849342
2016-08-12,45.20128717698684
2016-08-13,51.79314155696408
2016-08-14,26.367417519908987
2016-08-15,0.0
2016-08-16,21.658950105639526
2016-08-17,21.658950105639526
2016-08-18,0.0
2016-08-19,22.60064358849342
2016-08-20,25.425724037055094
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,21.658950105639526
2016-08-25,22.60064358849342
2016-08-26,22.60064358849342
2016-08-27,50.85144807411019
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,21.658950105639526
2016-09-01,21.658950105639526
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,21.658950105639526
2016-09-06,20.717256622785634
2016-09-07,42.37620672842516
2016-09-08,0.0
2016-09-09,21.658950105639526
2016-09-10,24.484030554201205
2016-09-11,36.7260458313018
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,42.37620672842516
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,24.484030554201205
2016-09-18,0.0
2016-09-19,20.717256622785634
2016-09-20,0.0
2016-09-21,62.1517698683569
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,48.96806110840241
2016-09-25,24.484030554201205
2016-09-26,20.717256622785634
2016-09-27,20.717256622785634
2016-09-28,41.43451324557127
2016-09-29,41.43451324557127
2016-09-30,21.658950105639526
2016-10-01,0.0
2016-10-02,22.62831139281651
2016-10-03,19.91291402567853
2016-10-04,19.478628311392818
2016-10-05,19.91291402567853
2016-10-06,10.358628311392817
2016-10-07,40.73096050706972
2016-10-08,22.582857142857144
2016-10-09,40.040747602795385
2016-10-10,39.82582805135706
2016-10-11,58.50011376564278
2016-10-12,29.90148545424996
2016-10-13,29.869371038517798
2016-10-14,14.765714285714285
2016-10-15,10.857142857142858
2016-10-16,22.62831139281651
2016-10-17,48.04069559564441
2016-10-18,0.0
2016-10-19,29.8006955956444
2016-10-20,0.0
2016-10-21,19.91291402567853
2016-10-22,79.6561027141232
2016-10-23,34.399479928490166
2016-10-24,29.36640988135869
2016-10-25,0.0
2016-10-26,38.44984885421746
2016-10-27,19.91291402567853
2016-10-28,30.77450349423046
2016-10-29,22.62831139281651
2016-10-30,22.62831139281651
2016-10-31,19.91291402567853
2016-11-01,30.271542337071345
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,19.10857142857143
2016-11-05,21.714285714285715
2016-11-06,0.0
2016-11-07,18.240000000000002
2016-11-08,18.240000000000002
2016-11-09,42.56
2016-11-10,65.14285714285714
2016-11-11,29.53142857142857
2016-11-12,86.85714285714286
2016-11-13,32.137142857142855
2016-11-14,18.240000000000002
2016-11-15,18.240000000000002
2016-11-16,54.720000000000006
2016-11-17,19.10857142857143
2016-11-18,0.0
2016-11-19,0.0
2016-11-20,42.56
2016-11-21,36.480000000000004
2016-11-22,18.240000000000002
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,19.10857142857143
2016-11-26,42.56
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,26.92571428571429
2016-11-30,0.0
2016-12-01,18.240000000000002
2016-12-02,57.325714285714284
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,19.10857142857143
2016-12-09,0.0
2016-12-10,36.480000000000004
2016-12-11,44.29714285714286
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,18.240000000000002
2016-12-15,37.34857142857143
2016-12-16,19.97714285714286
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,18.240000000000002
2016-12-20,19.10857142857143
2016-12-21,19.10857142857143
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,23.451428571428572
2016-12-25,24.32
2016-12-26,31.26857142857143
2016-12-27,39.08571428571429
2016-12-28,19.97714285714286
2016-12-29,0.0
2016-12-30,20.845714285714287
2016-12-31,46.034285714285716
2017-01-01,23.451428571428572
2017-01-02,39.08571428571429
2017-01-03,0.0
2017-01-04,18.240000000000002
2017-01-05,18.240000000000002
2017-01-06,0.0
2017-01-07,20.845714285714287
2017-01-08,30.400000000000002
2017-01-09,0.0
2017-01-10,18.240000000000002
2017-01-11,36.480000000000004
2017-01-12,18.240000000000002
2017-01-13,37.34857142857143
2017-01-14,41.691428571428574
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,18.240000000000002
2017-01-18,18.240000000000002
2017-01-19,35.61142857142857
2017-01-20,18.240000000000002
2017-01-21,31.26857142857143
2017-01-22,20.845714285714287
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,26.92571428571429
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,20.845714285714287
2017-02-05,39.95428571428572
2017-02-06,17.37142857142857
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,18.240000000000002
2017-02-10,18.240000000000002
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,17.37142857142857
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,18.240000000000002
2017-02-17,18.240000000000002
2017-02-18,0.0
2017-02-19,20.845714285714287
2017-02-20,17.37142857142857
2017-02-21,0.0
2017-02-22,17.37142857142857
2017-02-23,17.37142857142857
2017-02-24,18.240000000000002
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,19.185714285714283
2017-03-02,8.685714285714285
2017-03-03,20.12
2017-03-04,45.41142857142857
2017-03-05,21.98857142857143
2017-03-06,57.557142857142864
2017-03-07,8.685714285714285
2017-03-08,8.685714285714285
2017-03-09,27.87142857142857
2017-03-10,11.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,8.685714285714285
2017-03-14,0.0
2017-03-15,8.685714285714285
2017-03-16,10.5
2017-03-17,20.12
2017-03-18,9.98857142857143
2017-03-19,12.0
2017-03-20,8.685714285714285
2017-03-21,8.685714285714285
2017-03-22,19.185714285714283
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,70.84571428571428
2017-03-27,8.685714285714285
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,20.12
2017-03-31,20.62
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,22.0
2017-04-04,22.0
2017-04-05,0.0
2017-04-06,22.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,26.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,27.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,23.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,22.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,22.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,26.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,22.0
2017-05-05,0.0
2017-05-06,25.0
2017-05-07,0.0
2017-05-08,22.0
2017-05-09,22.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,22.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,23.0
2017-05-20,26.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,22.0
2017-05-25,46.0
2017-05-26,24.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,23.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
