date,donald trump narcissism
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,16.07015457788347
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,16.07015457788347
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,14.179548156956004
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,16.700356718192626
2017-05-29,0.0
2017-05-30,13.864447086801427
2017-05-31,13.54934601664685
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
