date,donald trump hand
2017-02-19,7.552816901408451
2017-02-20,9.295774647887324
2017-02-21,5.22887323943662
2017-02-22,7.552816901408451
2017-02-23,4.066901408450704
2017-02-24,4.647887323943662
2017-02-25,4.647887323943662
2017-02-26,8.714788732394366
2017-02-27,7.552816901408451
2017-02-28,6.390845070422535
2017-03-01,4.695422535211268
2017-03-02,4.452464788732394
2017-03-03,5.242957746478873
2017-03-04,3.742957746478873
2017-03-05,3.742957746478873
2017-03-06,4.61443661971831
2017-03-07,2.6619718309859155
2017-03-08,2.4524647887323945
2017-03-09,2.9524647887323945
2017-03-10,3.6619718309859155
2017-03-11,4.61443661971831
2017-03-12,2.742957746478873
2017-03-13,2.1619718309859155
2017-03-14,2.8714788732394365
2017-03-15,3.1619718309859155
2017-03-16,3.823943661971831
2017-03-17,11.809859154929578
2017-03-18,23.910211267605632
2017-03-19,9.72887323943662
2017-03-20,7.485915492957746
2017-03-21,6.985915492957746
2017-03-22,4.242957746478873
2017-03-23,5.695422535211268
2017-03-24,5.11443661971831
2017-03-25,4.033450704225352
2017-03-26,6.357394366197183
2017-03-27,4.033450704225352
2017-03-28,4.323943661971831
2017-03-29,5.11443661971831
2017-03-30,3.242957746478873
2017-03-31,2.1619718309859155
2017-04-01,3.1619718309859155
2017-04-02,2.0
2017-04-03,1.0
2017-04-04,3.0
2017-04-05,2.0
2017-04-06,3.0
2017-04-07,5.0
2017-04-08,5.0
2017-04-09,2.0
2017-04-10,2.0
2017-04-11,2.0
2017-04-12,2.0
2017-04-13,3.0
2017-04-14,2.0
2017-04-15,3.0
2017-04-16,2.0
2017-04-17,5.0
2017-04-18,9.0
2017-04-19,5.0
2017-04-20,6.0
2017-04-21,4.0
2017-04-22,2.0
2017-04-23,1.0
2017-04-24,3.0
2017-04-25,4.0
2017-04-26,3.0
2017-04-27,3.0
2017-04-28,4.0
2017-04-29,1.0
2017-04-30,1.0
2017-05-01,4.0
2017-05-02,3.0
2017-05-03,2.0
2017-05-04,5.0
2017-05-05,3.0
2017-05-06,1.0
2017-05-07,2.0
2017-05-08,2.0
2017-05-09,3.0
2017-05-10,2.0
2017-05-11,2.0
2017-05-12,2.0
2017-05-13,4.0
2017-05-14,3.0
2017-05-15,2.0
2017-05-16,3.0
2017-05-17,2.0
2017-05-18,3.0
2017-05-19,2.0
2017-05-20,3.0
2017-05-21,3.0
2017-05-22,32.0
2017-05-23,61.0
2017-05-24,54.0
2017-05-25,60.0
2017-05-26,100.0
2017-05-27,58.0
2017-05-28,34.0
2017-05-29,20.0
2017-05-30,15.0
2017-05-31,12.0
2017-06-01,11.0
2017-06-02,7.0
2017-06-03,9.0
