date,obama traitor
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,3.8354271356783918
2016-10-18,0.0
2016-10-19,4.796482412060302
2016-10-20,1.2964824120603016
2016-10-21,4.850502512562814
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,1.2964824120603016
2016-10-28,2.6469849246231156
2016-10-29,1.5125628140703518
2016-10-30,1.5125628140703518
2016-10-31,1.2964824120603016
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,7.0
2016-11-04,7.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,6.0
2016-11-10,13.0
2016-11-11,14.0
2016-11-12,0.0
2016-11-13,7.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,13.0
2016-11-18,0.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,6.0
2016-11-22,0.0
2016-11-23,13.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,19.0
2016-11-30,6.0
2016-12-01,6.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,7.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,6.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,6.0
2016-12-15,7.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,7.0
2016-12-24,0.0
2016-12-25,17.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,14.0
2016-12-29,28.0
2016-12-30,7.0
2016-12-31,16.0
2017-01-01,24.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,13.0
2017-01-05,0.0
2017-01-06,7.0
2017-01-07,7.0
2017-01-08,14.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,19.0
2017-01-12,0.0
2017-01-13,6.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,25.0
2017-01-18,100.0
2017-01-19,32.0
2017-01-20,13.0
2017-01-21,29.0
2017-01-22,14.0
2017-01-23,12.0
2017-01-24,6.0
2017-01-25,6.0
2017-01-26,63.0
2017-01-27,13.0
2017-01-28,0.0
2017-01-29,15.0
2017-01-30,0.0
2017-01-31,6.0
2017-02-01,0.0
2017-02-02,6.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,7.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,6.0
2017-02-15,6.0
2017-02-16,19.0
2017-02-17,7.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,6.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,7.0
2017-02-26,22.0
2017-02-27,6.0
2017-02-28,0.0
2017-03-01,5.3212435233160615
2017-03-02,3.481865284974093
2017-03-03,2.466321243523316
2017-03-04,15.867875647668393
2017-03-05,7.417098445595855
2017-03-06,5.3212435233160615
2017-03-07,9.409326424870466
2017-03-08,5.3212435233160615
2017-03-09,5.3212435233160615
2017-03-10,4.860103626943005
2017-03-11,0.0
2017-03-12,2.61139896373057
2017-03-13,3.0
2017-03-14,5.3212435233160615
2017-03-15,7.642487046632124
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,6.183937823834197
2017-03-19,0.0
2017-03-20,5.3212435233160615
2017-03-21,5.3212435233160615
2017-03-22,3.0
2017-03-23,2.321243523316062
2017-03-24,14.932642487046632
2017-03-25,6.256476683937823
2017-03-26,5.4404145077720205
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,5.393782383419689
2017-03-31,2.466321243523316
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,7.10880829015544
2017-04-05,4.642487046632124
2017-04-06,0.0
2017-04-07,9.865284974093264
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,4.7875647668393775
2017-04-11,4.7875647668393775
2017-04-12,4.932642487046632
2017-04-13,10.010362694300518
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,5.077720207253885
2017-04-18,4.642487046632124
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,5.512953367875647
2017-04-24,0.0
2017-04-25,4.642487046632124
2017-04-26,0.0
2017-04-27,4.7875647668393775
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,5.22279792746114
2017-05-02,4.7875647668393775
2017-05-03,0.0
2017-05-04,7.10880829015544
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,4.7875647668393775
2017-05-09,4.7875647668393775
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,4.7875647668393775
2017-05-16,0.0
2017-05-17,9.430051813471502
2017-05-18,14.507772020725387
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,4.932642487046632
2017-05-26,5.22279792746114
2017-05-27,5.803108808290155
2017-05-28,0.0
2017-05-29,5.077720207253885
2017-05-30,4.7875647668393775
2017-05-31,4.7875647668393775
2017-06-01,0.0
2017-06-02,5.077720207253885
2017-06-03,0.0
