date,hearth
2016-09-11,61.804339830820155
2016-09-12,80.43030525928651
2016-09-13,61.804339830820155
2016-09-14,70.27068775285032
2016-09-15,74.50386171386539
2016-09-16,80.43030525928651
2016-09-17,59.26443545421111
2016-09-18,59.26443545421111
2016-09-19,60.11107024641412
2016-09-20,55.03126149319603
2016-09-21,69.4240529606473
2016-09-22,59.26443545421111
2016-09-23,67.73078337624126
2016-09-24,66.03751379183524
2016-09-25,81.27694005148952
2016-09-26,68.57741816844428
2016-09-27,70.27068775285032
2016-09-28,77.04376609047445
2016-09-29,62.650974623023174
2016-09-30,77.04376609047445
2016-10-01,73.25193085693269
2016-10-02,77.90842221404928
2016-10-03,66.24880470761309
2016-10-04,71.32861346083119
2016-10-05,69.05866127252666
2016-10-06,69.71202648032366
2016-10-07,64.1721221037146
2016-10-08,70.36539168812064
2016-10-09,70.05866127252666
2016-10-10,70.86539168812064
2016-10-11,71.36539168812064
2016-10-12,75.1752482530342
2016-10-13,70.40529606472968
2016-10-14,73.1752482530342
2016-10-15,68.1721221037146
2016-10-16,68.51875689591762
2016-10-17,68.86539168812064
2016-10-18,68.59543949981611
2016-10-19,66.44207429201913
2016-10-20,67.48197866862817
2016-10-21,66.74880470761309
2016-10-22,76.52188304523722
2016-10-23,74.86851783744024
2016-10-24,68.71202648032366
2016-10-25,71.05866127252666
2016-10-26,81.33173961015079
2016-10-27,82.79183523354175
2016-10-28,67.24880470761309
2016-10-29,76.09856564913571
2016-10-30,74.86851783744024
2016-10-31,80.44520044133873
2016-11-01,80.13847002574477
2016-11-02,78.0
2016-11-03,73.0
2016-11-04,75.0
2016-11-05,83.0
2016-11-06,91.0
2016-11-07,81.0
2016-11-08,77.0
2016-11-09,65.0
2016-11-10,75.0
2016-11-11,83.0
2016-11-12,91.0
2016-11-13,93.0
2016-11-14,85.0
2016-11-15,83.0
2016-11-16,81.0
2016-11-17,85.0
2016-11-18,81.0
2016-11-19,92.0
2016-11-20,91.0
2016-11-21,82.0
2016-11-22,81.0
2016-11-23,84.0
2016-11-24,64.0
2016-11-25,76.0
2016-11-26,92.0
2016-11-27,91.0
2016-11-28,100.0
2016-11-29,93.0
2016-11-30,82.0
2016-12-01,78.0
2016-12-02,90.0
2016-12-03,95.0
2016-12-04,92.0
2016-12-05,97.0
2016-12-06,85.0
2016-12-07,86.0
2016-12-08,86.0
2016-12-09,80.0
2016-12-10,82.0
2016-12-11,97.0
2016-12-12,82.0
2016-12-13,78.0
2016-12-14,81.0
2016-12-15,76.0
2016-12-16,92.0
2016-12-17,89.0
2016-12-18,83.0
2016-12-19,77.0
2016-12-20,74.0
2016-12-21,80.0
2016-12-22,72.0
2016-12-23,62.0
2016-12-24,68.0
2016-12-25,52.0
2016-12-26,70.0
2016-12-27,74.0
2016-12-28,67.0
2016-12-29,69.0
2016-12-30,89.0
2016-12-31,80.0
2017-01-01,84.0
2017-01-02,77.0
2017-01-03,68.0
2017-01-04,66.0
2017-01-05,70.0
2017-01-06,69.0
2017-01-07,87.0
2017-01-08,83.0
2017-01-09,77.0
2017-01-10,68.0
2017-01-11,69.0
2017-01-12,73.0
2017-01-13,69.0
2017-01-14,67.0
2017-01-15,77.0
2017-01-16,64.0
2017-01-17,66.0
2017-01-18,70.0
2017-01-19,65.0
2017-01-20,64.0
2017-01-21,69.0
2017-01-22,63.0
2017-01-23,71.0
2017-01-24,69.0
2017-01-25,66.0
2017-01-26,88.0
2017-01-27,74.0
2017-01-28,77.0
2017-01-29,67.0
2017-01-30,64.0
2017-01-31,66.0
2017-02-01,65.0
2017-02-02,66.0
2017-02-03,67.0
2017-02-04,72.0
2017-02-05,63.0
2017-02-06,60.0
2017-02-07,64.0
2017-02-08,58.0
2017-02-09,63.0
2017-02-10,60.0
2017-02-11,75.0
2017-02-12,64.0
2017-02-13,66.0
2017-02-14,69.0
2017-02-15,60.0
2017-02-16,66.0
2017-02-17,63.0
2017-02-18,68.0
2017-02-19,70.0
2017-02-20,55.0
2017-02-21,62.0
2017-02-22,58.0
2017-02-23,58.0
2017-02-24,61.0
2017-02-25,68.0
2017-02-26,69.0
2017-02-27,63.0
2017-02-28,64.0
2017-03-01,60.66059225512528
2017-03-02,60.27733485193622
2017-03-03,64.19362186788155
2017-03-04,66.72665148063781
2017-03-05,60.42710706150341
2017-03-06,64.19362186788155
2017-03-07,69.376423690205
2017-03-08,57.094533029612755
2017-03-09,65.46013667425967
2017-03-10,59.394077448747154
2017-03-11,66.96013667425967
2017-03-12,67.46013667425967
2017-03-13,61.510820045558084
2017-03-14,62.42710706150341
2017-03-15,59.27733485193622
2017-03-16,61.77733485193622
2017-03-17,62.81036446469248
2017-03-18,62.46013667425968
2017-03-19,68.10990888382688
2017-03-20,62.42710706150341
2017-03-21,68.22665148063781
2017-03-22,58.510820045558084
2017-03-23,65.46013667425967
2017-03-24,57.977790432801825
2017-03-25,68.64293849658314
2017-03-26,61.394077448747154
2017-03-27,62.81036446469248
2017-03-28,60.77733485193622
2017-03-29,62.04384965831435
2017-03-30,61.394077448747154
2017-03-31,63.16059225512528
2017-04-01,65.57687927107062
2017-04-02,61.32118451025057
2017-04-03,66.68678815489749
2017-04-04,62.0876993166287
2017-04-05,65.92027334851936
2017-04-06,65.92027334851936
2017-04-07,76.65148063781321
2017-04-08,72.05239179954441
2017-04-09,68.98633257403189
2017-04-10,72.05239179954441
2017-04-11,69.75284738041002
2017-04-12,67.45330296127563
2017-04-13,59.02164009111617
2017-04-14,60.554669703872435
2017-04-15,67.45330296127563
2017-04-16,63.62072892938496
2017-04-17,58.255125284738035
2017-04-18,62.85421412300683
2017-04-19,61.32118451025057
2017-04-20,66.68678815489749
2017-04-21,65.15375854214123
2017-04-22,63.62072892938496
2017-04-23,67.45330296127563
2017-04-24,63.62072892938496
2017-04-25,63.62072892938496
2017-04-26,62.0876993166287
2017-04-27,61.32118451025057
2017-04-28,62.0876993166287
2017-04-29,72.05239179954441
2017-04-30,67.45330296127563
2017-05-01,71.28587699316628
2017-05-02,71.28587699316628
2017-05-03,69.75284738041002
2017-05-04,66.68678815489749
2017-05-05,61.32118451025057
2017-05-06,65.15375854214123
2017-05-07,71.28587699316628
2017-05-08,65.92027334851936
2017-05-09,62.0876993166287
2017-05-10,64.3872437357631
2017-05-11,64.3872437357631
2017-05-12,56.722095671981776
2017-05-13,64.3872437357631
2017-05-14,63.62072892938496
2017-05-15,62.85421412300683
2017-05-16,62.0876993166287
2017-05-17,62.0876993166287
2017-05-18,62.0876993166287
2017-05-19,62.0876993166287
2017-05-20,63.62072892938496
2017-05-21,62.0876993166287
2017-05-22,59.02164009111617
2017-05-23,55.18906605922551
2017-05-24,59.02164009111617
2017-05-25,59.02164009111617
2017-05-26,56.722095671981776
2017-05-27,63.62072892938496
2017-05-28,62.85421412300683
2017-05-29,55.95558086560364
2017-05-30,62.85421412300683
2017-05-31,59.02164009111617
2017-06-01,55.95558086560364
2017-06-02,59.02164009111617
2017-06-03,58.255125284738035
