date,medicaid
2016-11-17,73.90275952693824
2016-11-18,68.0683311432326
2016-11-19,27.227332457293038
2016-11-20,27.227332457293038
2016-11-21,72.93035479632063
2016-11-22,69.0407358738502
2016-11-23,49.59264126149803
2016-11-24,15.558475689881735
2016-11-25,28.199737187910646
2016-11-26,22.365308804204993
2016-11-27,29.172141918528254
2016-11-28,82.65440210249672
2016-11-29,82.65440210249672
2016-11-30,84.59921156373194
2016-12-01,84.59921156373194
2016-12-02,73.90275952693824
2016-12-03,29.172141918528254
2016-12-04,33.06176084099869
2016-12-05,82.65440210249672
2016-12-06,84.59921156373194
2016-12-07,74.87516425755585
2016-12-08,72.93035479632063
2016-12-09,62.23390275952694
2016-12-10,30.144546649145862
2016-12-11,25.28252299605782
2016-12-12,80.70959264126151
2016-12-13,78.76478318002628
2016-12-14,78.76478318002628
2016-12-15,74.87516425755585
2016-12-16,63.20630749014455
2016-12-17,25.28252299605782
2016-12-18,26.25492772667543
2016-12-19,69.0407358738502
2016-12-20,62.23390275952694
2016-12-21,66.12352168199737
2016-12-22,58.34428383705651
2016-12-23,39.86859395532195
2016-12-24,17.503285151116952
2016-12-25,12.64126149802891
2016-12-26,31.11695137976347
2016-12-27,63.20630749014455
2016-12-28,70.98554533508542
2016-12-29,66.12352168199737
2016-12-30,56.39947437582129
2016-12-31,28.199737187910646
2017-01-01,21.392904073587385
2017-01-02,46.67542706964521
2017-01-03,76.81997371879106
2017-01-04,87.51642575558476
2017-01-05,86.54402102496715
2017-01-06,70.98554533508542
2017-01-07,35.006570302233904
2017-01-08,30.144546649145862
2017-01-09,84.59921156373194
2017-01-10,82.65440210249672
2017-01-11,84.59921156373194
2017-01-12,81.6819973718791
2017-01-13,80.70959264126151
2017-01-14,43.75821287779238
2017-01-15,35.006570302233904
2017-01-16,64.17871222076216
2017-01-17,86.54402102496715
2017-01-18,87.51642575558476
2017-01-19,88.48883048620237
2017-01-20,75.84756898817346
2017-01-21,39.86859395532195
2017-01-22,35.978975032851515
2017-01-23,90.43363994743758
2017-01-24,97.24047306176085
2017-01-25,91.4060446780552
2017-01-26,83.62680683311433
2017-01-27,80.70959264126151
2017-01-28,43.75821287779238
2017-01-29,35.006570302233904
2017-01-30,90.43363994743758
2017-01-31,97.24047306176085
2017-02-01,92.37844940867281
2017-02-02,82.65440210249672
2017-02-03,75.84756898817346
2017-02-04,36.95137976346912
2017-02-05,29.172141918528254
2017-02-06,79.7371879106439
2017-02-07,85.57161629434954
2017-02-08,82.65440210249672
2017-02-09,73.90275952693824
2017-02-10,67.09592641261499
2017-02-11,34.0341655716163
2017-02-12,25.28252299605782
2017-02-13,75.84756898817346
2017-02-14,66.12352168199737
2017-02-15,73.90275952693824
2017-02-16,72.93035479632063
2017-02-17,69.0407358738502
2017-02-18,31.11695137976347
2017-02-19,29.172141918528254
2017-02-20,68.0683311432326
2017-02-21,80.70959264126151
2017-02-22,76.81997371879106
2017-02-23,74.87516425755585
2017-02-24,69.0407358738502
2017-02-25,33.06176084099869
2017-02-26,33.06176084099869
2017-02-27,79.7371879106439
2017-02-28,84.59921156373194
2017-03-01,85.78580814717478
2017-03-02,76.45137976346912
2017-03-03,67.5203679369251
2017-03-04,33.044678055190545
2017-03-05,27.61366622864652
2017-03-06,77.88239159001314
2017-03-07,98.62023653088042
2017-03-08,93.17542706964521
2017-03-09,85.77201051248358
2017-03-10,82.84099868593955
2017-03-11,44.37910643889619
2017-03-12,37.47568988173456
2017-03-13,85.25821287779237
2017-03-14,88.74441524310119
2017-03-15,81.84099868593955
2017-03-16,79.38239159001314
2017-03-17,71.46517739816031
2017-03-18,38.448094612352165
2017-03-19,35.003285151116955
2017-03-20,89.24441524310119
2017-03-21,88.73061760840999
2017-03-22,85.28580814717478
2017-03-23,81.35479632063075
2017-03-24,81.32720105124835
2017-03-25,38.948094612352165
2017-03-26,35.489487516425754
2017-03-27,82.31340341655716
2017-03-28,91.23061760840999
2017-03-29,79.86859395532196
2017-03-30,78.38239159001314
2017-03-31,65.56176084099869
2017-04-01,31.558475689881735
2017-04-02,30.0
2017-04-03,73.0
2017-04-04,75.0
2017-04-05,78.0
2017-04-06,74.0
2017-04-07,65.0
2017-04-08,26.0
2017-04-09,27.0
2017-04-10,73.0
2017-04-11,72.0
2017-04-12,73.0
2017-04-13,71.0
2017-04-14,64.0
2017-04-15,27.0
2017-04-16,23.0
2017-04-17,76.0
2017-04-18,75.0
2017-04-19,74.0
2017-04-20,70.0
2017-04-21,61.0
2017-04-22,29.0
2017-04-23,26.0
2017-04-24,77.0
2017-04-25,75.0
2017-04-26,73.0
2017-04-27,72.0
2017-04-28,64.0
2017-04-29,29.0
2017-04-30,29.0
2017-05-01,84.0
2017-05-02,78.0
2017-05-03,76.0
2017-05-04,89.0
2017-05-05,87.0
2017-05-06,39.0
2017-05-07,38.0
2017-05-08,84.0
2017-05-09,78.0
2017-05-10,75.0
2017-05-11,70.0
2017-05-12,61.0
2017-05-13,27.0
2017-05-14,26.0
2017-05-15,72.0
2017-05-16,69.0
2017-05-17,72.0
2017-05-18,64.0
2017-05-19,56.0
2017-05-20,24.0
2017-05-21,27.0
2017-05-22,92.0
2017-05-23,91.0
2017-05-24,83.0
2017-05-25,72.0
2017-05-26,61.0
2017-05-27,24.0
2017-05-28,21.0
2017-05-29,23.0
2017-05-30,71.0
2017-05-31,76.0
2017-06-01,65.0
2017-06-02,65.0
2017-06-03,31.0
