date,melissa mccarthy
2017-04-27,2.7540983606557377
2017-04-28,2.7540983606557377
2017-04-29,3.1475409836065573
2017-04-30,4.327868852459016
2017-05-01,3.1475409836065573
2017-05-02,2.360655737704918
2017-05-03,3.1475409836065573
2017-05-04,2.7540983606557377
2017-05-05,2.7540983606557377
2017-05-06,3.1475409836065573
2017-05-07,3.9344262295081966
2017-05-08,2.7540983606557377
2017-05-09,2.7540983606557377
2017-05-10,3.1475409836065573
2017-05-11,5.508196721311475
2017-05-12,21.24590163934426
2017-05-13,18.885245901639344
2017-05-14,39.34426229508197
2017-05-15,13.770491803278688
2017-05-16,7.081967213114754
2017-05-17,5.508196721311475
2017-05-18,5.114754098360656
2017-05-19,3.540983606557377
2017-05-20,4.721311475409836
2017-05-21,4.721311475409836
2017-05-22,3.1475409836065573
2017-05-23,2.360655737704918
2017-05-24,2.7540983606557377
2017-05-25,2.360655737704918
2017-05-26,2.360655737704918
2017-05-27,3.1475409836065573
2017-05-28,3.540983606557377
2017-05-29,3.1475409836065573
2017-05-30,2.360655737704918
2017-05-31,1.9672131147540983
2017-06-01,2.360655737704918
2017-06-02,2.7540983606557377
2017-06-03,3.1475409836065573
