date,donald trump hair
2016-11-11,38.0
2016-11-12,32.0
2016-11-13,19.0
2016-11-14,21.0
2016-11-15,14.0
2016-11-16,13.0
2016-11-17,13.0
2016-11-18,13.0
2016-11-19,11.0
2016-11-20,7.0
2016-11-21,10.0
2016-11-22,7.0
2016-11-23,5.0
2016-11-24,7.0
2016-11-25,5.0
2016-11-26,6.0
2016-11-27,5.0
2016-11-28,6.0
2016-11-29,6.0
2016-11-30,5.0
2016-12-01,7.0
2016-12-02,9.0
2016-12-03,5.0
2016-12-04,6.0
2016-12-05,5.0
2016-12-06,5.0
2016-12-07,6.0
2016-12-08,6.0
2016-12-09,6.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,4.0
2016-12-13,8.0
2016-12-14,7.0
2016-12-15,5.0
2016-12-16,4.0
2016-12-17,3.0
2016-12-18,6.0
2016-12-19,4.0
2016-12-20,3.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,5.0
2016-12-24,6.0
2016-12-25,4.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,6.0
2016-12-29,4.0
2016-12-30,1.0
2016-12-31,4.0
2017-01-01,6.0
2017-01-02,3.0
2017-01-03,4.0
2017-01-04,7.0
2017-01-05,6.0
2017-01-06,5.0
2017-01-07,5.0
2017-01-08,4.0
2017-01-09,8.0
2017-01-10,6.0
2017-01-11,8.0
2017-01-12,8.0
2017-01-13,3.0
2017-01-14,8.0
2017-01-15,5.0
2017-01-16,7.0
2017-01-17,6.0
2017-01-18,5.0
2017-01-19,10.0
2017-01-20,43.0
2017-01-21,29.0
2017-01-22,21.0
2017-01-23,12.0
2017-01-24,12.0
2017-01-25,12.0
2017-01-26,13.0
2017-01-27,14.0
2017-01-28,13.0
2017-01-29,10.0
2017-01-30,11.0
2017-01-31,12.0
2017-02-01,11.0
2017-02-02,16.0
2017-02-03,17.0
2017-02-04,11.0
2017-02-05,12.0
2017-02-06,11.0
2017-02-07,5.0
2017-02-08,6.0
2017-02-09,7.0
2017-02-10,6.0
2017-02-11,9.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,9.0
2017-02-15,6.0
2017-02-16,11.0
2017-02-17,12.0
2017-02-18,9.0
2017-02-19,10.0
2017-02-20,7.0
2017-02-21,5.0
2017-02-22,7.0
2017-02-23,6.0
2017-02-24,5.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,5.0
2017-02-28,4.0
2017-03-01,6.657234383342232
2017-03-02,4.304057661505606
2017-03-03,4.194340630005339
2017-03-04,3.9137746930058728
2017-03-05,5.04805125467165
2017-03-06,3.438334223171383
2017-03-07,4.194340630005339
2017-03-08,4.913774693005873
2017-03-09,4.852642819006941
2017-03-10,4.036038441003737
2017-03-11,3.2920448478376936
2017-03-12,3.9017618793379603
2017-03-13,4.04805125467165
2017-03-14,3.767485317672184
2017-03-15,4.036038441003737
2017-03-16,5.04805125467165
2017-03-17,4.328617191671116
2017-03-18,4.54805125467165
2017-03-19,3.4017618793379603
2017-03-20,2.682327816337427
2017-03-21,4.084623598505072
2017-03-22,4.3772023491724505
2017-03-23,5.060064068339562
2017-03-24,5.54805125467165
2017-03-25,5.279498131340096
2017-03-26,5.560064068339562
2017-03-27,3.9017618793379603
2017-03-28,4.413774693005873
2017-03-29,3.2920448478376936
2017-03-30,2.6457554725040042
2017-03-31,3.8166043780032037
2017-04-01,4.413774693005873
2017-04-02,2.9257875066737853
2017-04-03,4.681260010678057
2017-04-04,3.3646556326748533
2017-04-05,2.852642819006941
2017-04-06,3.0720768820074746
2017-04-07,4.754404698344901
2017-04-08,3.584089695675387
2017-04-09,3.5109450080085427
2017-04-10,2.9257875066737853
2017-04-11,3.0720768820074746
2017-04-12,2.99893219434063
2017-04-13,3.0720768820074746
2017-04-14,4.973838761345435
2017-04-15,2.9257875066737853
2017-04-16,2.267485317672184
2017-04-17,2.0480512546716496
2017-04-18,2.3406300053390283
2017-04-19,2.0480512546716496
2017-04-20,3.0720768820074746
2017-04-21,3.145221569674319
2017-04-22,2.4869193806727177
2017-04-23,2.194340630005339
2017-04-24,2.779498131340096
2017-04-25,2.99893219434063
2017-04-26,2.1211959423384945
2017-04-27,2.560064068339562
2017-04-28,3.9498131340096103
2017-04-29,2.7063534436732515
2017-04-30,4.388681260010678
2017-05-01,3.2915109450080084
2017-05-02,3.5109450080085427
2017-05-03,2.3406300053390283
2017-05-04,2.633208756006407
2017-05-05,4.388681260010678
2017-05-06,2.4869193806727177
2017-05-07,2.9257875066737853
2017-05-08,1.9017618793379605
2017-05-09,2.779498131340096
2017-05-10,2.9257875066737853
2017-05-11,3.2915109450080084
2017-05-12,3.9498131340096103
2017-05-13,2.9257875066737853
2017-05-14,4.096102509343299
2017-05-15,3.803523758675921
2017-05-16,2.4869193806727177
2017-05-17,3.803523758675921
2017-05-18,3.2915109450080084
2017-05-19,3.803523758675921
2017-05-20,3.437800320341698
2017-05-21,4.169247197010145
2017-05-22,4.461825947677522
2017-05-23,3.145221569674319
2017-05-24,4.754404698344901
2017-05-25,4.388681260010678
2017-05-26,4.169247197010145
2017-05-27,4.754404698344901
2017-05-28,2.633208756006407
2017-05-29,2.9257875066737853
2017-05-30,3.218366257341164
2017-05-31,4.242391884676989
2017-06-01,4.900694073678591
2017-06-02,4.169247197010145
2017-06-03,2.560064068339562
