date,trump car
2017-02-17,17.0
2017-02-18,16.0
2017-02-19,16.0
2017-02-20,15.0
2017-02-21,13.0
2017-02-22,10.0
2017-02-23,11.0
2017-02-24,11.0
2017-02-25,9.0
2017-02-26,15.0
2017-02-27,14.0
2017-02-28,12.0
2017-03-01,18.681890389197775
2017-03-02,9.725972994440031
2017-03-03,9.861000794281175
2017-03-04,12.616362192216044
2017-03-05,14.791501191421764
2017-03-06,13.251389992057188
2017-03-07,9.90111199364575
2017-03-08,10.766084193804607
2017-03-09,7.375694996028594
2017-03-10,9.185861795075457
2017-03-11,9.631056393963464
2017-03-12,8.3208895949166
2017-03-13,8.8208895949166
2017-03-14,7.7807783955520256
2017-03-15,12.07625099285147
2017-03-16,11.441223193010327
2017-03-17,10.266084193804607
2017-03-18,11.941223193010327
2017-03-19,9.225972994440031
2017-03-20,11.806195393169183
2017-03-21,9.861000794281175
2017-03-22,9.725972994440031
2017-03-23,10.036139793486894
2017-03-24,14.156473391580619
2017-03-25,14.021445591739475
2017-03-26,12.036139793486894
2017-03-27,8.955917394757744
2017-03-28,9.496028594122318
2017-03-29,9.455917394757744
2017-03-30,9.050833995234314
2017-03-31,7.145750595710882
2017-04-01,8.590945194598888
2017-04-02,9.722001588562351
2017-04-03,8.641779189833201
2017-04-04,7.291501191421764
2017-04-05,7.831612390786338
2017-04-06,7.291501191421764
2017-04-07,14.583002382843528
2017-04-08,9.451945988880064
2017-04-09,7.831612390786338
2017-04-10,8.641779189833201
2017-04-11,8.641779189833201
2017-04-12,8.911834789515488
2017-04-13,8.641779189833201
2017-04-14,9.451945988880064
2017-04-15,10.262112787926927
2017-04-16,16.47339158061954
2017-04-17,7.831612390786338
2017-04-18,8.101667990468627
2017-04-19,6.481334392374901
2017-04-20,8.371723590150914
2017-04-21,8.371723590150914
2017-04-22,8.101667990468627
2017-04-23,7.291501191421764
2017-04-24,7.291501191421764
2017-04-25,5.941223193010326
2017-04-26,7.831612390786338
2017-04-27,7.561556791104051
2017-04-28,9.181890389197775
2017-04-29,7.021445591739476
2017-04-30,7.561556791104051
2017-05-01,9.451945988880064
2017-05-02,7.831612390786338
2017-05-03,6.481334392374901
2017-05-04,8.641779189833201
2017-05-05,5.941223193010326
2017-05-06,6.481334392374901
2017-05-07,5.131056393963464
2017-05-08,6.211278792692614
2017-05-09,9.722001588562351
2017-05-10,12.422557585385228
2017-05-11,8.101667990468627
2017-05-12,10.802223987291502
2017-05-13,7.291501191421764
2017-05-14,6.751389992057188
2017-05-15,7.291501191421764
2017-05-16,10.262112787926927
2017-05-17,13.232724384432089
2017-05-18,22.144559173947577
2017-05-19,27.005559968228752
2017-05-20,14.31294678316124
2017-05-21,9.992057188244639
2017-05-22,11.072279586973789
2017-05-23,11.072279586973789
2017-05-24,11.342335186656076
2017-05-25,12.692613185067515
2017-05-26,19.444003177124703
2017-05-27,13.772835583796665
2017-05-28,12.962668784749802
2017-05-29,8.371723590150914
2017-05-30,15.933280381254965
2017-05-31,19.71405877680699
2017-06-01,11.342335186656076
2017-06-02,15.663224781572676
2017-06-03,10.532168387609214
