date,barack obama car
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,37.875
2016-08-02,9.302631578947368
2016-08-03,18.605263157894736
2016-08-04,37.875
2016-08-05,9.967105263157896
2016-08-06,56.48026315789474
2016-08-07,21.92763157894737
2016-08-08,9.302631578947368
2016-08-09,18.605263157894736
2016-08-10,0.0
2016-08-11,47.8421052631579
2016-08-12,19.269736842105264
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,9.967105263157896
2016-08-16,9.302631578947368
2016-08-17,0.0
2016-08-18,28.572368421052634
2016-08-19,9.967105263157896
2016-08-20,0.0
2016-08-21,10.631578947368421
2016-08-22,0.0
2016-08-23,9.302631578947368
2016-08-24,18.605263157894736
2016-08-25,28.572368421052634
2016-08-26,9.967105263157896
2016-08-27,0.0
2016-08-28,10.631578947368421
2016-08-29,17.940789473684212
2016-08-30,17.940789473684212
2016-08-31,26.578947368421055
2016-09-01,9.302631578947368
2016-09-02,9.302631578947368
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,27.907894736842106
2016-09-06,17.940789473684212
2016-09-07,27.24342105263158
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,21.263157894736842
2016-09-11,41.86184210526316
2016-09-12,9.302631578947368
2016-09-13,9.302631578947368
2016-09-14,17.940789473684212
2016-09-15,18.605263157894736
2016-09-16,9.302631578947368
2016-09-17,21.263157894736842
2016-09-18,20.598684210526315
2016-09-19,17.940789473684212
2016-09-20,0.0
2016-09-21,8.638157894736842
2016-09-22,35.881578947368425
2016-09-23,9.302631578947368
2016-09-24,21.263157894736842
2016-09-25,31.230263157894736
2016-09-26,8.638157894736842
2016-09-27,17.276315789473685
2016-09-28,9.302631578947368
2016-09-29,27.24342105263158
2016-09-30,9.302631578947368
2016-10-01,8.983552631578949
2016-10-02,13.967105263157896
2016-10-03,9.319078947368421
2016-10-04,19.457236842105264
2016-10-05,39.246710526315795
2016-10-06,7.819078947368421
2016-10-07,27.121710526315788
2016-10-08,4.0
2016-10-09,8.983552631578949
2016-10-10,6.5
2016-10-11,17.81907894736842
2016-10-12,3.5
2016-10-13,19.789473684210527
2016-10-14,6.5
2016-10-15,14.81578947368421
2016-10-16,12.483552631578949
2016-10-17,6.5
2016-10-18,0.0
2016-10-19,17.957236842105264
2016-10-20,6.5
2016-10-21,15.470394736842106
2016-10-22,14.299342105263158
2016-10-23,9.5
2016-10-24,7.819078947368421
2016-10-25,13.638157894736842
2016-10-26,6.5
2016-10-27,7.819078947368421
2016-10-28,20.621710526315788
2016-10-29,21.799342105263158
2016-10-30,17.799342105263158
2016-10-31,12.819078947368421
2016-11-01,4.651315789473684
2016-11-02,13.0
2016-11-03,6.0
2016-11-04,13.0
2016-11-05,11.0
2016-11-06,15.0
2016-11-07,38.0
2016-11-08,19.0
2016-11-09,87.0
2016-11-10,42.0
2016-11-11,44.0
2016-11-12,8.0
2016-11-13,22.0
2016-11-14,22.0
2016-11-15,10.0
2016-11-16,19.0
2016-11-17,20.0
2016-11-18,20.0
2016-11-19,22.0
2016-11-20,30.0
2016-11-21,10.0
2016-11-22,13.0
2016-11-23,13.0
2016-11-24,10.0
2016-11-25,10.0
2016-11-26,11.0
2016-11-27,22.0
2016-11-28,0.0
2016-11-29,19.0
2016-11-30,10.0
2016-12-01,6.0
2016-12-02,10.0
2016-12-03,22.0
2016-12-04,18.0
2016-12-05,13.0
2016-12-06,13.0
2016-12-07,10.0
2016-12-08,20.0
2016-12-09,10.0
2016-12-10,34.0
2016-12-11,11.0
2016-12-12,25.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,8.0
2016-12-18,8.0
2016-12-19,10.0
2016-12-20,17.0
2016-12-21,14.0
2016-12-22,10.0
2016-12-23,7.0
2016-12-24,16.0
2016-12-25,8.0
2016-12-26,29.0
2016-12-27,10.0
2016-12-28,14.0
2016-12-29,21.0
2016-12-30,7.0
2016-12-31,12.0
2017-01-01,21.0
2017-01-02,10.0
2017-01-03,6.0
2017-01-04,10.0
2017-01-05,7.0
2017-01-06,10.0
2017-01-07,7.0
2017-01-08,0.0
2017-01-09,16.0
2017-01-10,9.0
2017-01-11,47.0
2017-01-12,16.0
2017-01-13,29.0
2017-01-14,14.0
2017-01-15,14.0
2017-01-16,16.0
2017-01-17,25.0
2017-01-18,25.0
2017-01-19,13.0
2017-01-20,100.0
2017-01-21,62.0
2017-01-22,47.0
2017-01-23,34.0
2017-01-24,28.0
2017-01-25,22.0
2017-01-26,22.0
2017-01-27,10.0
2017-01-28,22.0
2017-01-29,14.0
2017-01-30,19.0
2017-01-31,9.0
2017-02-01,12.0
2017-02-02,16.0
2017-02-03,13.0
2017-02-04,7.0
2017-02-05,10.0
2017-02-06,18.0
2017-02-07,21.0
2017-02-08,18.0
2017-02-09,6.0
2017-02-10,13.0
2017-02-11,14.0
2017-02-12,25.0
2017-02-13,0.0
2017-02-14,12.0
2017-02-15,19.0
2017-02-16,12.0
2017-02-17,10.0
2017-02-18,7.0
2017-02-19,11.0
2017-02-20,12.0
2017-02-21,15.0
2017-02-22,6.0
2017-02-23,12.0
2017-02-24,10.0
2017-02-25,7.0
2017-02-26,11.0
2017-02-27,19.0
2017-02-28,13.0
2017-03-01,11.69291338582677
2017-03-02,13.090551181102363
2017-03-03,0.0
2017-03-04,9.929133858267717
2017-03-05,23.358267716535433
2017-03-06,15.503937007874017
2017-03-07,11.590551181102363
2017-03-08,14.590551181102363
2017-03-09,14.385826771653543
2017-03-10,5.7952755905511815
2017-03-11,6.574803149606299
2017-03-12,5.5
2017-03-13,10.19291338582677
2017-03-14,2.795275590551181
2017-03-15,8.590551181102363
2017-03-16,13.090551181102363
2017-03-17,5.7952755905511815
2017-03-18,3.074803149606299
2017-03-19,3.074803149606299
2017-03-20,10.19291338582677
2017-03-21,8.590551181102363
2017-03-22,5.7952755905511815
2017-03-23,8.590551181102363
2017-03-24,6.074803149606299
2017-03-25,8.854330708661418
2017-03-26,10.354330708661418
2017-03-27,8.795275590551181
2017-03-28,7.192913385826771
2017-03-29,10.69291338582677
2017-03-30,0.0
2017-03-31,16.740157480314963
2017-04-01,3.5
2017-04-02,12.858267716535433
2017-04-03,0.0
2017-04-04,11.181102362204724
2017-04-05,0.0
2017-04-06,5.590551181102362
2017-04-07,6.149606299212598
2017-04-08,13.41732283464567
2017-04-09,13.976377952755906
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,11.740157480314961
2017-04-13,6.149606299212598
2017-04-14,6.708661417322835
2017-04-15,6.708661417322835
2017-04-16,0.0
2017-04-17,12.299212598425196
2017-04-18,11.181102362204724
2017-04-19,11.181102362204724
2017-04-20,5.590551181102362
2017-04-21,6.149606299212598
2017-04-22,6.708661417322835
2017-04-23,6.708661417322835
2017-04-24,5.590551181102362
2017-04-25,19.566929133858267
2017-04-26,22.362204724409448
2017-04-27,11.181102362204724
2017-04-28,6.149606299212598
2017-04-29,13.41732283464567
2017-04-30,6.708661417322835
2017-05-01,6.149606299212598
2017-05-02,5.590551181102362
2017-05-03,55.90551181102362
2017-05-04,42.488188976377955
2017-05-05,8.94488188976378
2017-05-06,6.708661417322835
2017-05-07,10.062992125984252
2017-05-08,5.590551181102362
2017-05-09,5.590551181102362
2017-05-10,20.125984251968504
2017-05-11,5.590551181102362
2017-05-12,6.149606299212598
2017-05-13,13.41732283464567
2017-05-14,13.41732283464567
2017-05-15,0.0
2017-05-16,5.590551181102362
2017-05-17,8.385826771653543
2017-05-18,11.181102362204724
2017-05-19,11.740157480314961
2017-05-20,0.0
2017-05-21,6.708661417322835
2017-05-22,5.590551181102362
2017-05-23,11.181102362204724
2017-05-24,5.590551181102362
2017-05-25,11.740157480314961
2017-05-26,6.149606299212598
2017-05-27,6.708661417322835
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,5.590551181102362
2017-05-31,11.740157480314961
2017-06-01,5.590551181102362
2017-06-02,11.740157480314961
2017-06-03,10.062992125984252
