date,trump
2016-09-17,2.596658711217184
2016-09-18,2.2911694510739857
2016-09-19,2.1384248210023866
2016-09-20,2.443914081145585
2016-09-21,2.443914081145585
2016-09-22,2.443914081145585
2016-09-23,2.443914081145585
2016-09-24,2.1384248210023866
2016-09-25,2.443914081145585
2016-09-26,3.9713603818615755
2016-09-27,12.83054892601432
2016-09-28,5.040572792362768
2016-09-29,3.9713603818615755
2016-09-30,4.124105011933175
2016-10-01,3.909307875894988
2016-10-02,4.138424821002387
2016-10-03,4.062052505966587
2016-10-04,3.1801909307875897
2016-10-05,3.8329355608591884
2016-10-06,3.10381861575179
2016-10-07,3.909307875894988
2016-10-08,12.762529832935561
2016-10-09,12.186157517899762
2016-10-10,15.137231503579953
2016-10-11,8.853221957040573
2016-10-12,6.936754176610979
2016-10-13,7.013126491646778
2016-10-14,6.78400954653938
2016-10-15,5.825775656324582
2016-10-16,5.902147971360382
2016-10-17,5.096658711217184
2016-10-18,5.749403341288783
2016-10-19,5.096658711217184
2016-10-20,11.727923627684964
2016-10-21,6.131264916467781
2016-10-22,5.020286396181384
2016-10-23,5.020286396181384
2016-10-24,4.791169451073985
2016-10-25,4.214797136038186
2016-10-26,4.8675417661097855
2016-10-27,4.8675417661097855
2016-10-28,4.291169451073985
2016-10-29,4.138424821002387
2016-10-30,4.138424821002387
2016-10-31,4.291169451073985
2016-11-01,5.020286396181384
2016-11-02,6.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,6.0
2016-11-06,10.0
2016-11-07,9.0
2016-11-08,18.0
2016-11-09,100.0
2016-11-10,44.0
2016-11-11,30.0
2016-11-12,21.0
2016-11-13,16.0
2016-11-14,15.0
2016-11-15,11.0
2016-11-16,10.0
2016-11-17,8.0
2016-11-18,7.0
2016-11-19,7.0
2016-11-20,7.0
2016-11-21,6.0
2016-11-22,6.0
2016-11-23,5.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,4.0
2016-12-01,3.0
2016-12-02,4.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,4.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,3.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,3.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,5.0
2017-01-10,4.0
2017-01-11,10.0
2017-01-12,7.0
2017-01-13,5.0
2017-01-14,4.0
2017-01-15,5.0
2017-01-16,5.0
2017-01-17,6.0
2017-01-18,5.0
2017-01-19,7.0
2017-01-20,32.0
2017-01-21,29.0
2017-01-22,17.0
2017-01-23,13.0
2017-01-24,13.0
2017-01-25,13.0
2017-01-26,12.0
2017-01-27,10.0
2017-01-28,11.0
2017-01-29,14.0
2017-01-30,13.0
2017-01-31,13.0
2017-02-01,9.0
2017-02-02,10.0
2017-02-03,9.0
2017-02-04,8.0
2017-02-05,8.0
2017-02-06,7.0
2017-02-07,6.0
2017-02-08,6.0
2017-02-09,7.0
2017-02-10,7.0
2017-02-11,6.0
2017-02-12,6.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,6.0
2017-02-16,7.0
2017-02-17,7.0
2017-02-18,6.0
2017-02-19,6.0
2017-02-20,6.0
2017-02-21,5.0
2017-02-22,4.0
2017-02-23,4.0
2017-02-24,4.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,5.0
2017-02-28,5.0
2017-03-01,6.948275862068965
2017-03-02,3.9310344827586206
2017-03-03,3.2241379310344827
2017-03-04,4.068965517241379
2017-03-05,4.137931034482758
2017-03-06,4.068965517241379
2017-03-07,3.8275862068965516
2017-03-08,3.189655172413793
2017-03-09,3.1206896551724137
2017-03-10,2.9482758620689653
2017-03-11,2.913793103448276
2017-03-12,3.0172413793103448
2017-03-13,2.9482758620689653
2017-03-14,2.8793103448275863
2017-03-15,4.068965517241379
2017-03-16,3.9655172413793105
2017-03-17,4.0
2017-03-18,4.172413793103448
2017-03-19,3.7241379310344827
2017-03-20,3.9310344827586206
2017-03-21,3.9655172413793105
2017-03-22,3.8275862068965516
2017-03-23,3.862068965517241
2017-03-24,4.0344827586206895
2017-03-25,4.0
2017-03-26,3.086206896551724
2017-03-27,2.9827586206896552
2017-03-28,3.0172413793103448
2017-03-29,2.9827586206896552
2017-03-30,3.086206896551724
2017-03-31,3.0172413793103448
2017-04-01,3.0517241379310347
2017-04-02,2.7586206896551726
2017-04-03,2.896551724137931
2017-04-04,3.0344827586206895
2017-04-05,3.0344827586206895
2017-04-06,3.0344827586206895
2017-04-07,6.482758620689655
2017-04-08,3.586206896551724
2017-04-09,3.0344827586206895
2017-04-10,2.7586206896551726
2017-04-11,2.689655172413793
2017-04-12,2.9655172413793105
2017-04-13,3.655172413793103
2017-04-14,3.7241379310344827
2017-04-15,3.1724137931034484
2017-04-16,2.9655172413793105
2017-04-17,2.7586206896551726
2017-04-18,3.0344827586206895
2017-04-19,2.689655172413793
2017-04-20,2.5517241379310343
2017-04-21,2.413793103448276
2017-04-22,2.3448275862068964
2017-04-23,2.2758620689655173
2017-04-24,2.6206896551724137
2017-04-25,3.103448275862069
2017-04-26,3.2413793103448274
2017-04-27,2.896551724137931
2017-04-28,3.103448275862069
2017-04-29,2.6206896551724137
2017-04-30,2.896551724137931
2017-05-01,3.0344827586206895
2017-05-02,2.896551724137931
2017-05-03,2.4827586206896552
2017-05-04,2.689655172413793
2017-05-05,2.8275862068965516
2017-05-06,2.2758620689655173
2017-05-07,2.0
2017-05-08,2.2758620689655173
2017-05-09,2.6206896551724137
2017-05-10,3.655172413793103
2017-05-11,3.1724137931034484
2017-05-12,3.586206896551724
2017-05-13,2.9655172413793105
2017-05-14,2.896551724137931
2017-05-15,2.9655172413793105
2017-05-16,4.482758620689655
2017-05-17,5.241379310344827
2017-05-18,4.827586206896552
2017-05-19,3.793103448275862
2017-05-20,4.344827586206897
2017-05-21,4.206896551724138
2017-05-22,4.206896551724138
2017-05-23,4.344827586206897
2017-05-24,4.758620689655173
2017-05-25,5.1034482758620685
2017-05-26,5.931034482758621
2017-05-27,4.689655172413793
2017-05-28,3.9310344827586206
2017-05-29,3.3793103448275863
2017-05-30,3.2413793103448274
2017-05-31,6.0
2017-06-01,5.931034482758621
2017-06-02,5.793103448275862
2017-06-03,4.137931034482759
