date,barack obama bus
2017-02-03,17.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,32.0
2017-02-07,16.0
2017-02-08,16.0
2017-02-09,16.0
2017-02-10,17.0
2017-02-11,0.0
2017-02-12,27.0
2017-02-13,16.0
2017-02-14,16.0
2017-02-15,24.0
2017-02-16,24.0
2017-02-17,17.0
2017-02-18,19.0
2017-02-19,37.0
2017-02-20,16.0
2017-02-21,24.0
2017-02-22,16.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,19.0
2017-02-26,18.0
2017-02-27,16.0
2017-02-28,0.0
2017-03-01,19.986863711001643
2017-03-02,15.986863711001643
2017-03-03,0.0
2017-03-04,18.23481116584565
2017-03-05,17.985221674876847
2017-03-06,0.0
2017-03-07,15.986863711001643
2017-03-08,19.980295566502463
2017-03-09,15.986863711001643
2017-03-10,8.236453201970443
2017-03-11,0.0
2017-03-12,18.23481116584565
2017-03-13,23.986863711001643
2017-03-14,8.0
2017-03-15,15.986863711001643
2017-03-16,0.0
2017-03-17,8.5
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,7.986863711001642
2017-03-22,15.986863711001643
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,47.960591133004925
2017-03-28,7.986863711001642
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,16.986042692939243
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,16.472906403940886
2017-04-05,16.472906403940886
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,19.467980295566502
2017-04-10,0.0
2017-04-11,49.917898193760266
2017-04-12,16.97208538587849
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,19.967159277504106
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,15.973727422003284
2017-04-19,0.0
2017-04-20,16.472906403940886
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,18.9688013136289
2017-04-24,16.472906403940886
2017-04-25,16.472906403940886
2017-04-26,15.973727422003284
2017-04-27,16.472906403940886
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,15.973727422003284
2017-05-04,16.472906403940886
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,16.472906403940886
2017-05-09,16.472906403940886
2017-05-10,16.472906403940886
2017-05-11,16.472906403940886
2017-05-12,0.0
2017-05-13,18.9688013136289
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,16.472906403940886
2017-05-19,16.97208538587849
2017-05-20,19.467980295566502
2017-05-21,19.467980295566502
2017-05-22,32.94581280788177
2017-05-23,16.472906403940886
2017-05-24,16.472906403940886
2017-05-25,17.471264367816094
2017-05-26,17.970443349753694
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,34.94252873563219
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,17.471264367816094
2017-06-03,0.0
