date,dumb
2016-10-12,62.488285608032726
2016-10-13,57.98940126441056
2016-10-14,65.48716995165489
2016-10-15,64.23800669393827
2016-10-16,64.98828560803273
2016-10-17,57.48940126441056
2016-10-18,67.11230940870212
2016-10-19,61.238564522127184
2016-10-20,64.23800669393827
2016-10-21,62.738564522127184
2016-10-22,61.488285608032726
2016-10-23,68.36258832279657
2016-10-24,58.364261807363334
2016-10-25,59.86370397917442
2016-10-26,67.86258832279657
2016-10-27,68.86203049460767
2016-10-28,65.3631461509855
2016-10-29,68.98716995165489
2016-10-30,68.23689103756044
2016-10-31,60.36370397917442
2016-11-01,60.738564522127184
2016-11-02,65.0
2016-11-03,63.0
2016-11-04,64.0
2016-11-05,60.0
2016-11-06,65.0
2016-11-07,62.0
2016-11-08,66.0
2016-11-09,100.0
2016-11-10,81.0
2016-11-11,76.0
2016-11-12,82.0
2016-11-13,70.0
2016-11-14,60.0
2016-11-15,63.0
2016-11-16,69.0
2016-11-17,66.0
2016-11-18,64.0
2016-11-19,64.0
2016-11-20,64.0
2016-11-21,58.0
2016-11-22,59.0
2016-11-23,63.0
2016-11-24,56.0
2016-11-25,59.0
2016-11-26,71.0
2016-11-27,59.0
2016-11-28,57.0
2016-11-29,60.0
2016-11-30,62.0
2016-12-01,61.0
2016-12-02,68.0
2016-12-03,62.0
2016-12-04,64.0
2016-12-05,61.0
2016-12-06,58.0
2016-12-07,55.0
2016-12-08,70.0
2016-12-09,59.0
2016-12-10,56.0
2016-12-11,59.0
2016-12-12,63.0
2016-12-13,66.0
2016-12-14,65.0
2016-12-15,61.0
2016-12-16,67.0
2016-12-17,66.0
2016-12-18,70.0
2016-12-19,61.0
2016-12-20,65.0
2016-12-21,65.0
2016-12-22,65.0
2016-12-23,67.0
2016-12-24,73.0
2016-12-25,77.0
2016-12-26,71.0
2016-12-27,65.0
2016-12-28,66.0
2016-12-29,72.0
2016-12-30,71.0
2016-12-31,72.0
2017-01-01,74.0
2017-01-02,55.0
2017-01-03,57.0
2017-01-04,58.0
2017-01-05,60.0
2017-01-06,67.0
2017-01-07,70.0
2017-01-08,68.0
2017-01-09,60.0
2017-01-10,59.0
2017-01-11,65.0
2017-01-12,64.0
2017-01-13,62.0
2017-01-14,67.0
2017-01-15,64.0
2017-01-16,60.0
2017-01-17,58.0
2017-01-18,63.0
2017-01-19,64.0
2017-01-20,67.0
2017-01-21,72.0
2017-01-22,73.0
2017-01-23,60.0
2017-01-24,56.0
2017-01-25,66.0
2017-01-26,67.0
2017-01-27,68.0
2017-01-28,68.0
2017-01-29,63.0
2017-01-30,62.0
2017-01-31,61.0
2017-02-01,59.0
2017-02-02,71.0
2017-02-03,73.0
2017-02-04,67.0
2017-02-05,60.0
2017-02-06,62.0
2017-02-07,60.0
2017-02-08,62.0
2017-02-09,66.0
2017-02-10,69.0
2017-02-11,71.0
2017-02-12,65.0
2017-02-13,66.0
2017-02-14,61.0
2017-02-15,62.0
2017-02-16,70.0
2017-02-17,66.0
2017-02-18,58.0
2017-02-19,71.0
2017-02-20,59.0
2017-02-21,58.0
2017-02-22,58.0
2017-02-23,66.0
2017-02-24,63.0
2017-02-25,63.0
2017-02-26,63.0
2017-02-27,58.0
2017-02-28,65.0
2017-03-01,56.76013928717738
2017-03-02,60.38570258090947
2017-03-03,62.6984842277755
2017-03-04,63.60487505120852
2017-03-05,63.29209340434248
2017-03-06,59.66653011061041
2017-03-07,63.10487505120852
2017-03-08,63.60487505120852
2017-03-09,62.79209340434248
2017-03-10,63.6984842277755
2017-03-11,65.10487505120852
2017-03-12,65.79209340434248
2017-03-13,57.35374846374437
2017-03-14,58.35374846374437
2017-03-15,61.29209340434248
2017-03-16,59.072920934043424
2017-03-17,64.69848422777551
2017-03-18,61.572920934043424
2017-03-19,63.51126587464154
2017-03-20,59.47931175747644
2017-03-21,57.76013928717738
2017-03-22,59.85374846374437
2017-03-23,67.63682916837362
2017-03-24,64.60487505120852
2017-03-25,65.01126587464154
2017-03-26,64.51126587464154
2017-03-27,58.26013928717738
2017-03-28,58.35374846374437
2017-03-29,60.97931175747644
2017-03-30,61.47931175747644
2017-03-31,64.19848422777551
2017-04-01,65.51126587464154
2017-04-02,63.396968455551004
2017-04-03,57.707496927488734
2017-04-04,56.081933633756655
2017-04-05,57.707496927488734
2017-04-06,62.58418680868496
2017-04-07,60.95862351495288
2017-04-08,65.83531339614912
2017-04-09,60.14584186808685
2017-04-10,56.89471528062269
2017-04-11,60.95862351495288
2017-04-12,60.14584186808685
2017-04-13,61.771405161818926
2017-04-14,60.95862351495288
2017-04-15,60.14584186808685
2017-04-16,61.771405161818926
2017-04-17,59.33306022122081
2017-04-18,56.89471528062269
2017-04-19,56.081933633756655
2017-04-20,60.95862351495288
2017-04-21,60.95862351495288
2017-04-22,64.20975010241705
2017-04-23,62.58418680868496
2017-04-24,58.52027857435477
2017-04-25,60.14584186808685
2017-04-26,57.707496927488734
2017-04-27,57.707496927488734
2017-04-28,63.396968455551004
2017-04-29,61.771405161818926
2017-04-30,81.27816468660384
2017-05-01,69.08643998361327
2017-05-02,58.52027857435477
2017-05-03,60.95862351495288
2017-05-04,56.081933633756655
2017-05-05,61.771405161818926
2017-05-06,62.58418680868496
2017-05-07,65.02253174928308
2017-05-08,59.33306022122081
2017-05-09,59.33306022122081
2017-05-10,59.33306022122081
2017-05-11,60.95862351495288
2017-05-12,60.95862351495288
2017-05-13,61.771405161818926
2017-05-14,58.52027857435477
2017-05-15,57.707496927488734
2017-05-16,56.081933633756655
2017-05-17,58.52027857435477
2017-05-18,60.14584186808685
2017-05-19,60.95862351495288
2017-05-20,63.396968455551004
2017-05-21,64.20975010241705
2017-05-22,56.081933633756655
2017-05-23,60.95862351495288
2017-05-24,65.02253174928308
2017-05-25,63.396968455551004
2017-05-26,62.58418680868496
2017-05-27,61.771405161818926
2017-05-28,60.95862351495288
2017-05-29,53.64358869315854
2017-05-30,60.95862351495288
2017-05-31,60.95862351495288
2017-06-01,60.95862351495288
2017-06-02,62.58418680868496
2017-06-03,61.771405161818926
