date,hillary clinton protest
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,3.0
2017-01-20,26.0
2017-01-21,13.0
2017-01-22,7.0
2017-01-23,9.0
2017-01-24,2.0
2017-01-25,2.0
2017-01-26,0.0
2017-01-27,3.0
2017-01-28,2.0
2017-01-29,8.0
2017-01-30,5.0
2017-01-31,2.0
2017-02-01,2.0
2017-02-02,2.0
2017-02-03,2.0
2017-02-04,6.0
2017-02-05,2.0
2017-02-06,0.0
2017-02-07,2.0
2017-02-08,0.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,3.0
2017-02-17,2.0
2017-02-18,0.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,0.0
2017-02-24,3.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,3.0
2017-03-01,3.168269230769231
2017-03-02,3.168269230769231
2017-03-03,1.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,4.5625
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,1.0
2017-03-14,1.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,3.4326923076923075
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,3.168269230769231
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,1.5
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,10.576923076923077
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,4.230769230769231
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,4.336538461538462
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,4.336538461538462
2017-05-04,0.0
2017-05-05,4.4423076923076925
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,4.336538461538462
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,4.336538461538462
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,4.336538461538462
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,4.759615384615384
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,4.653846153846154
2017-05-30,0.0
2017-05-31,4.4423076923076925
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
