date,pizza
2017-04-12,53.544973544973544
2017-04-13,60.68430335097001
2017-04-14,78.53262786596119
2017-04-15,79.42504409171076
2017-04-16,71.39329805996472
2017-04-17,58.007054673721335
2017-04-18,47.298059964726626
2017-04-19,49.08289241622575
2017-04-20,53.544973544973544
2017-04-21,69.60846560846561
2017-04-22,84.77954144620811
2017-04-23,76.74779541446208
2017-04-24,47.298059964726626
2017-04-25,48.19047619047619
2017-04-26,49.08289241622575
2017-04-27,52.65255731922398
2017-04-28,68.71604938271605
2017-04-29,85.67195767195767
2017-04-30,82.99470899470899
2017-05-01,66.93121693121692
2017-05-02,49.08289241622575
2017-05-03,49.9753086419753
2017-05-04,51.760141093474424
2017-05-05,67.82363315696648
2017-05-06,83.88712522045854
2017-05-07,81.20987654320987
2017-05-08,49.08289241622575
2017-05-09,48.19047619047619
2017-05-10,50.86772486772487
2017-05-11,52.65255731922398
2017-05-12,67.82363315696648
2017-05-13,82.10229276895943
2017-05-14,76.74779541446208
2017-05-15,46.40564373897707
2017-05-16,46.40564373897707
2017-05-17,47.298059964726626
2017-05-18,51.760141093474424
2017-05-19,69.60846560846561
2017-05-20,81.20987654320987
2017-05-21,77.64021164021163
2017-05-22,49.08289241622575
2017-05-23,47.298059964726626
2017-05-24,51.760141093474424
2017-05-25,58.007054673721335
2017-05-26,66.93121693121692
2017-05-27,81.20987654320987
2017-05-28,77.64021164021163
2017-05-29,57.11463844797178
2017-05-30,49.9753086419753
2017-05-31,51.760141093474424
2017-06-01,57.11463844797178
2017-06-02,71.39329805996472
2017-06-03,84.77954144620811
