date,trump intelligent
2017-04-10,0.0
2017-04-11,6.739278420694349
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,10.296119809394146
2017-04-15,5.428863172226004
2017-04-16,0.0
2017-04-17,4.680054458815521
2017-04-18,15.350578624914908
2017-04-19,4.305650102110278
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,5.241660993873383
2017-04-23,0.0
2017-04-24,13.478556841388698
2017-04-25,6.5520762423417285
2017-04-26,6.5520762423417285
2017-04-27,6.739278420694349
2017-04-28,13.85296119809394
2017-04-29,5.241660993873383
2017-04-30,0.0
2017-05-01,4.867256637168142
2017-05-02,4.4928522804629
2017-05-03,4.305650102110278
2017-05-04,8.798502382573178
2017-05-05,4.680054458815521
2017-05-06,15.537780803267529
2017-05-07,5.241660993873383
2017-05-08,8.9857045609258
2017-05-09,0.0
2017-05-10,6.5520762423417285
2017-05-11,4.4928522804629
2017-05-12,4.680054458815521
2017-05-13,5.241660993873383
2017-05-14,5.241660993873383
2017-05-15,8.798502382573178
2017-05-16,6.739278420694349
2017-05-17,13.291354663036078
2017-05-18,8.9857045609258
2017-05-19,4.680054458815521
2017-05-20,5.241660993873383
2017-05-21,5.241660993873383
2017-05-22,8.798502382573178
2017-05-23,8.798502382573178
2017-05-24,8.9857045609258
2017-05-25,4.680054458815521
2017-05-26,7.3008849557522115
2017-05-27,5.428863172226004
2017-05-28,8.236895847515315
2017-05-29,18.720217835262083
2017-05-30,4.4928522804629
2017-05-31,13.478556841388698
2017-06-01,9.172906739278421
2017-06-02,11.793737236215112
2017-06-03,10.670524166099387
