date,donald trump hate
2017-02-07,6.0
2017-02-08,4.0
2017-02-09,5.0
2017-02-10,6.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,5.0
2017-02-14,4.0
2017-02-15,3.0
2017-02-16,4.0
2017-02-17,6.0
2017-02-18,5.0
2017-02-19,3.0
2017-02-20,4.0
2017-02-21,1.0
2017-02-22,2.0
2017-02-23,3.0
2017-02-24,5.0
2017-02-25,4.0
2017-02-26,3.0
2017-02-27,5.0
2017-02-28,4.0
2017-03-01,5.308105206655931
2017-03-02,3.1849168008588298
2017-03-03,2.7925389157273215
2017-03-04,2.4310252281266775
2017-03-05,3.823403113258186
2017-03-06,2.7232957595276437
2017-03-07,3.5080515297906603
2017-03-08,2.33870101986044
2017-03-09,2.615673644659152
2017-03-10,3.1618357487922704
2017-03-11,1.9232420826623724
2017-03-12,2.2232957595276437
2017-03-13,3.2541599570585076
2017-03-14,2.469404186795491
2017-03-15,2.0617283950617282
2017-03-16,3.6849168008588298
2017-03-17,2.569511540526033
2017-03-18,2.01556629092861
2017-03-19,3.231078904991948
2017-03-20,2.4310252281266775
2017-03-21,2.907944176060118
2017-03-22,3.938808373590982
2017-03-23,2.246376811594203
2017-03-24,2.3539989264626944
2017-03-25,1.4154589371980677
2017-03-26,1.738593666129898
2017-03-27,2.33870101986044
2017-03-28,2.407944176060118
2017-03-29,1.807836822329576
2017-03-30,2.769457863660762
2017-03-31,1.5770263016639827
2017-04-01,2.746376811594203
2017-04-02,1.477187332259796
2017-04-03,1.2463768115942029
2017-04-04,1.4310252281266773
2017-04-05,1.6156736446591518
2017-04-06,1.477187332259796
2017-04-07,2.446591519055287
2017-04-08,1.477187332259796
2017-04-09,3.2775093934514223
2017-04-10,2.0311325818572192
2017-04-11,1.107890499194847
2017-04-12,1.477187332259796
2017-04-13,1.5233494363929145
2017-04-14,0.8309178743961352
2017-04-15,1.33870101986044
2017-04-16,2.1696188942565753
2017-04-17,1.5233494363929145
2017-04-18,2.4927536231884058
2017-04-19,2.3542673107890497
2017-04-20,1.8464841653247448
2017-04-21,1.33870101986044
2017-04-22,1.477187332259796
2017-04-23,1.2463768115942029
2017-04-24,1.8003220611916262
2017-04-25,1.0617283950617282
2017-04-26,1.4310252281266773
2017-04-27,2.1696188942565753
2017-04-28,1.2925389157273215
2017-04-29,2.3542673107890497
2017-04-30,1.9388083735909822
2017-05-01,1.5695115405260331
2017-05-02,1.6156736446591518
2017-05-03,1.8003220611916262
2017-05-04,2.3542673107890497
2017-05-05,1.8464841653247448
2017-05-06,1.477187332259796
2017-05-07,1.0617283950617282
2017-05-08,1.107890499194847
2017-05-09,2.3542673107890497
2017-05-10,2.538915727321524
2017-05-11,2.7235641438539986
2017-05-12,2.077294685990338
2017-05-13,0.8309178743961352
2017-05-14,1.0617283950617282
2017-05-15,1.0617283950617282
2017-05-16,1.9849704777241008
2017-05-17,0.9232420826623724
2017-05-18,1.8003220611916262
2017-05-19,1.107890499194847
2017-05-20,2.1696188942565753
2017-05-21,1.9388083735909822
2017-05-22,3.092860976918948
2017-05-23,1.6156736446591518
2017-05-24,1.2925389157273215
2017-05-25,2.67740203972088
2017-05-26,1.8003220611916262
2017-05-27,1.7541599570585076
2017-05-28,3.7852925389157273
2017-05-29,1.5233494363929145
2017-05-30,1.6618357487922704
2017-05-31,2.4004294149221685
2017-06-01,2.0311325818572192
2017-06-02,3.2775093934514223
2017-06-03,1.0617283950617282
