date,fox news
2017-03-17,9.034351145038169
2017-03-18,7.778625954198473
2017-03-19,6.900763358778626
2017-03-20,10.790076335877863
2017-03-21,9.817748091603054
2017-03-22,11.951335877862595
2017-03-23,11.856870229007633
2017-03-24,12.923664122137405
2017-03-25,9.12881679389313
2017-03-26,7.9675572519083975
2017-03-27,9.034351145038169
2017-03-28,9.034351145038169
2017-03-29,9.12881679389313
2017-03-30,9.223282442748092
2017-03-31,9.817748091603054
2017-04-01,6.995229007633588
2017-04-02,6.801526717557252
2017-04-03,9.446564885496183
2017-04-04,9.82442748091603
2017-04-05,10.958015267175574
2017-04-06,10.013358778625955
2017-04-07,18.893129770992367
2017-04-08,9.446564885496183
2017-04-09,8.69083969465649
2017-04-10,10.580152671755727
2017-04-11,10.013358778625955
2017-04-12,10.202290076335878
2017-04-13,14.169847328244275
2017-04-14,11.524809160305344
2017-04-15,9.25763358778626
2017-04-16,8.69083969465649
2017-04-17,10.958015267175574
2017-04-18,10.202290076335878
2017-04-19,13.980916030534353
2017-04-20,12.84732824427481
2017-04-21,10.013358778625955
2017-04-22,7.935114503816794
2017-04-23,7.368320610687023
2017-04-24,10.013358778625955
2017-04-25,10.391221374045802
2017-04-26,10.013358778625955
2017-04-27,9.82442748091603
2017-04-28,9.25763358778626
2017-04-29,7.557251908396947
2017-04-30,7.7461832061068705
2017-05-01,10.76908396946565
2017-05-02,9.635496183206108
2017-05-03,9.068702290076336
2017-05-04,10.013358778625955
2017-05-05,9.25763358778626
2017-05-06,6.801526717557252
2017-05-07,6.801526717557252
2017-05-08,8.312977099236642
2017-05-09,9.25763358778626
2017-05-10,11.524809160305344
2017-05-11,9.82442748091603
2017-05-12,9.82442748091603
2017-05-13,7.368320610687023
2017-05-14,6.801526717557252
2017-05-15,10.013358778625955
2017-05-16,12.469465648854962
2017-05-17,12.84732824427481
2017-05-18,13.225190839694656
2017-05-19,10.580152671755727
2017-05-20,8.312977099236642
2017-05-21,7.935114503816794
2017-05-22,9.635496183206108
2017-05-23,13.225190839694656
2017-05-24,10.202290076335878
2017-05-25,10.202290076335878
2017-05-26,9.068702290076336
2017-05-27,7.557251908396947
2017-05-28,7.368320610687023
2017-05-29,6.990458015267176
2017-05-30,8.879770992366412
2017-05-31,9.25763358778626
2017-06-01,10.013358778625955
2017-06-02,10.013358778625955
2017-06-03,8.501908396946565
