date,trump dementia
2016-12-29,7.472353870458135
2016-12-30,0.0
2016-12-31,4.075829383886256
2017-01-01,0.0
2017-01-02,4.075829383886256
2017-01-03,3.3965244865718796
2017-01-04,0.0
2017-01-05,10.868878357030015
2017-01-06,3.3965244865718796
2017-01-07,0.0
2017-01-08,11.54818325434439
2017-01-09,3.3965244865718796
2017-01-10,3.3965244865718796
2017-01-11,6.793048973143759
2017-01-12,20.379146919431278
2017-01-13,14.265402843601894
2017-01-14,4.075829383886256
2017-01-15,8.151658767772512
2017-01-16,3.3965244865718796
2017-01-17,10.189573459715639
2017-01-18,16.982622432859397
2017-01-19,6.793048973143759
2017-01-20,17.661927330173775
2017-01-21,23.77567140600316
2017-01-22,27.851500789889414
2017-01-23,23.77567140600316
2017-01-24,30.568720379146917
2017-01-25,30.568720379146917
2017-01-26,38.04107424960505
2017-01-27,42.796208530805686
2017-01-28,16.303317535545023
2017-01-29,15.624012638230646
2017-01-30,13.586097946287518
2017-01-31,13.586097946287518
2017-02-01,27.172195892575036
2017-02-02,10.189573459715639
2017-02-03,10.868878357030015
2017-02-04,19.6998420221169
2017-02-05,23.09636650868878
2017-02-06,13.586097946287518
2017-02-07,10.189573459715639
2017-02-08,30.568720379146917
2017-02-09,27.172195892575036
2017-02-10,21.058451816745652
2017-02-11,15.624012638230646
2017-02-12,11.54818325434439
2017-02-13,10.189573459715639
2017-02-14,10.189573459715639
2017-02-15,30.568720379146917
2017-02-16,13.586097946287518
2017-02-17,31.92733017377567
2017-02-18,23.77567140600316
2017-02-19,23.77567140600316
2017-02-20,16.982622432859397
2017-02-21,67.93048973143759
2017-02-22,27.172195892575036
2017-02-23,16.982622432859397
2017-02-24,14.265402843601894
2017-02-25,23.77567140600316
2017-02-26,15.624012638230646
2017-02-27,10.189573459715639
2017-02-28,6.793048973143759
2017-03-01,15.189573459715639
2017-03-02,5.6982622432859396
2017-03-03,8.59478672985782
2017-03-04,13.312006319115323
2017-03-05,18.774091627172197
2017-03-06,33.737756714060026
2017-03-07,17.09478672985782
2017-03-08,13.293048973143758
2017-03-09,10.293048973143758
2017-03-10,4.1982622432859396
2017-03-11,8.075829383886255
2017-03-12,9.236176935229068
2017-03-13,3.5
2017-03-14,8.59478672985782
2017-03-15,6.896524486571879
2017-03-16,12.59478672985782
2017-03-17,11.632701421800947
2017-03-18,15.34992101105845
2017-03-19,20.010268562401265
2017-03-20,17.4913112164297
2017-03-21,15.09478672985782
2017-03-22,19.04818325434439
2017-03-23,4.1982622432859396
2017-03-24,8.736176935229068
2017-03-25,10.113744075829384
2017-03-26,11.113744075829384
2017-03-27,11.59478672985782
2017-03-28,5.6982622432859396
2017-03-29,8.59478672985782
2017-03-30,8.396524486571879
2017-03-31,29.265402843601894
2017-04-01,44.57740916271722
2017-04-02,31.0
2017-04-03,30.0
2017-04-04,23.0
2017-04-05,27.0
2017-04-06,5.0
2017-04-07,16.0
2017-04-08,8.0
2017-04-09,10.0
2017-04-10,10.0
2017-04-11,5.0
2017-04-12,7.0
2017-04-13,18.0
2017-04-14,14.0
2017-04-15,4.0
2017-04-16,12.0
2017-04-17,9.0
2017-04-18,23.0
2017-04-19,30.0
2017-04-20,24.0
2017-04-21,27.0
2017-04-22,20.0
2017-04-23,12.0
2017-04-24,29.0
2017-04-25,32.0
2017-04-26,8.0
2017-04-27,13.0
2017-04-28,12.0
2017-04-29,12.0
2017-04-30,20.0
2017-05-01,13.0
2017-05-02,100.0
2017-05-03,98.0
2017-05-04,52.0
2017-05-05,33.0
2017-05-06,24.0
2017-05-07,12.0
2017-05-08,10.0
2017-05-09,13.0
2017-05-10,12.0
2017-05-11,22.0
2017-05-12,37.0
2017-05-13,20.0
2017-05-14,18.0
2017-05-15,13.0
2017-05-16,47.0
2017-05-17,47.0
2017-05-18,41.0
2017-05-19,21.0
2017-05-20,12.0
2017-05-21,10.0
2017-05-22,53.0
2017-05-23,27.0
2017-05-24,34.0
2017-05-25,21.0
2017-05-26,33.0
2017-05-27,41.0
2017-05-28,41.0
2017-05-29,28.0
2017-05-30,58.0
2017-05-31,41.0
2017-06-01,29.0
2017-06-02,25.0
2017-06-03,16.0
