date,putin hate
2017-01-06,31.952104499274316
2017-01-07,42.31494920174166
2017-01-08,20.72568940493469
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,36.26995645863571
2017-01-12,12.089985486211903
2017-01-13,12.089985486211903
2017-01-14,20.72568940493469
2017-01-15,20.72568940493469
2017-01-16,24.179970972423806
2017-01-17,30.224963715529757
2017-01-18,24.179970972423806
2017-01-19,18.134978229317856
2017-01-20,37.13352685050799
2017-01-21,48.35994194484761
2017-01-22,27.63425253991292
2017-01-23,30.224963715529757
2017-01-24,24.179970972423806
2017-01-25,35.406386066763424
2017-01-26,18.134978229317856
2017-01-27,37.13352685050799
2017-01-28,42.31494920174166
2017-01-29,0.0
2017-01-30,18.134978229317856
2017-01-31,12.089985486211903
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,13.81712626995646
2017-02-06,0.0
2017-02-07,12.089985486211903
2017-02-08,23.31640058055153
2017-02-09,0.0
2017-02-10,37.13352685050799
2017-02-11,13.81712626995646
2017-02-12,0.0
2017-02-13,12.089985486211903
2017-02-14,12.089985486211903
2017-02-15,24.179970972423806
2017-02-16,48.35994194484761
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,20.72568940493469
2017-02-20,23.31640058055153
2017-02-21,24.179970972423806
2017-02-22,29.361393323657477
2017-02-23,24.179970972423806
2017-02-24,25.043541364296086
2017-02-25,13.81712626995646
2017-02-26,13.81712626995646
2017-02-27,12.089985486211903
2017-02-28,12.089985486211903
2017-03-01,22.54499274310595
2017-03-02,25.703193033381712
2017-03-03,23.04499274310595
2017-03-04,29.362844702467346
2017-03-05,22.38534107402032
2017-03-06,27.658200290275765
2017-03-07,0.0
2017-03-08,6.044992743105952
2017-03-09,6.044992743105952
2017-03-10,29.0899854862119
2017-03-11,16.40856313497823
2017-03-12,6.476777939042091
2017-03-13,14.04499274310595
2017-03-14,6.044992743105952
2017-03-15,11.658200290275765
2017-03-16,27.658200290275765
2017-03-17,26.067489114658926
2017-03-18,16.40856313497823
2017-03-19,9.5
2017-03-20,42.838896952104506
2017-03-21,16.63570391872279
2017-03-22,30.68069666182874
2017-03-23,22.54499274310595
2017-03-24,17.5
2017-03-25,10.362844702467346
2017-03-26,13.81712626995646
2017-03-27,31.31640058055153
2017-03-28,14.04499274310595
2017-03-29,9.067489114658928
2017-03-30,29.0899854862119
2017-03-31,14.54499274310595
2017-04-01,16.40856313497823
2017-04-02,0.0
2017-04-03,17.0
2017-04-04,17.0
2017-04-05,0.0
2017-04-06,17.0
2017-04-07,17.0
2017-04-08,20.0
2017-04-09,20.0
2017-04-10,51.0
2017-04-11,34.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,19.0
2017-04-15,21.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,16.0
2017-04-19,0.0
2017-04-20,17.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,17.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,69.0
2017-04-29,0.0
2017-04-30,20.0
2017-05-01,18.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,33.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,17.0
2017-05-11,17.0
2017-05-12,35.0
2017-05-13,20.0
2017-05-14,0.0
2017-05-15,17.0
2017-05-16,17.0
2017-05-17,100.0
2017-05-18,67.0
2017-05-19,17.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,17.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,21.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,40.0
