date,crook
2016-08-11,65.77321656934035
2016-08-12,56.59555844338588
2016-08-13,48.94751000509049
2016-08-14,58.12516813104497
2016-08-15,61.18438750636312
2016-08-16,50.477119692749575
2016-08-17,57.36036328721543
2016-08-18,55.06594875572681
2016-08-19,56.59555844338588
2016-08-20,61.18438750636312
2016-08-21,54.30114391189727
2016-08-22,64.24360688168127
2016-08-23,61.18438750636312
2016-08-24,54.30114391189727
2016-08-25,60.41958266253358
2016-08-26,54.30114391189727
2016-08-27,61.949192350192654
2016-08-28,56.59555844338588
2016-08-29,49.71231484892004
2016-08-30,55.06594875572681
2016-08-31,59.65477781870405
2016-09-01,55.83075359955635
2016-09-02,52.00672938040866
2016-09-03,60.41958266253358
2016-09-04,56.59555844338588
2016-09-05,45.1234857859428
2016-09-06,52.771534224238195
2016-09-07,56.59555844338588
2016-09-08,54.30114391189727
2016-09-09,61.18438750636312
2016-09-10,55.06594875572681
2016-09-11,55.83075359955635
2016-09-12,52.771534224238195
2016-09-13,60.41958266253358
2016-09-14,76.4804843829539
2016-09-15,73.42126500763574
2016-09-16,61.18438750636312
2016-09-17,55.83075359955635
2016-09-18,48.94751000509049
2016-09-19,54.30114391189727
2016-09-20,56.59555844338588
2016-09-21,55.83075359955635
2016-09-22,58.12516813104497
2016-09-23,57.36036328721543
2016-09-24,60.41958266253358
2016-09-25,50.477119692749575
2016-09-26,63.47880203785174
2016-09-27,57.36036328721543
2016-09-28,62.7139971940222
2016-09-29,54.30114391189727
2016-09-30,62.7139971940222
2016-10-01,52.722277863538984
2016-10-02,48.35526883033215
2016-10-03,63.178604488184966
2016-10-04,66.2729356611637
2016-10-05,60.4696710563527
2016-10-06,54.98757123583044
2016-10-07,54.95545475740156
2016-10-08,57.82497058137819
2016-10-09,53.99795104299879
2016-10-10,60.4696710563527
2016-10-11,59.45092970432388
2016-10-12,65.72995084710456
2016-10-13,62.92466797998569
2016-10-14,65.60148493338907
2016-10-15,59.672749734094296
2016-10-16,54.44458642177131
2016-10-17,62.86043502312794
2016-10-18,55.97419610943037
2016-10-19,57.2177528104613
2016-10-20,58.9721778471225
2016-10-21,69.17157264433749
2016-10-22,56.23112793686136
2016-10-23,48.06921584370401
2016-10-24,61.99928074401178
2016-10-25,57.28198576731906
2016-10-26,59.35458026903727
2016-10-27,61.29870885703998
2016-10-28,54.3161205080558
2016-10-29,64.51851062450251
2016-10-30,61.488412408381514
2016-10-31,68.91763613613821
2016-11-01,66.39840625564749
2016-11-02,63.835910652920965
2016-11-03,72.12628865979381
2016-11-04,80.41666666666667
2016-11-05,62.177835051546396
2016-11-06,53.887457044673546
2016-11-07,80.41666666666667
2016-11-08,80.41666666666667
2016-11-09,78.7585910652921
2016-11-10,72.9553264604811
2016-11-11,49.74226804123712
2016-11-12,48.91323024054983
2016-11-13,55.545532646048116
2016-11-14,54.71649484536083
2016-11-15,63.006872852233684
2016-11-16,64.66494845360825
2016-11-17,65.49398625429554
2016-11-18,64.66494845360825
2016-11-19,58.861683848797256
2016-11-20,62.177835051546396
2016-11-21,67.15206185567011
2016-11-22,61.34879725085911
2016-11-23,63.006872852233684
2016-11-24,54.71649484536083
2016-11-25,52.22938144329897
2016-11-26,55.545532646048116
2016-11-27,51.40034364261169
2016-11-28,52.22938144329897
2016-11-29,62.177835051546396
2016-11-30,59.69072164948454
2016-12-01,49.74226804123712
2016-12-02,69.63917525773196
2016-12-03,49.74226804123712
2016-12-04,57.203608247422686
2016-12-05,51.40034364261169
2016-12-06,58.03264604810997
2016-12-07,53.05841924398626
2016-12-08,57.203608247422686
2016-12-09,55.545532646048116
2016-12-10,48.08419243986255
2016-12-11,53.05841924398626
2016-12-12,59.69072164948454
2016-12-13,54.71649484536083
2016-12-14,62.177835051546396
2016-12-15,50.5713058419244
2016-12-16,58.03264604810997
2016-12-17,52.22938144329897
2016-12-18,58.03264604810997
2016-12-19,45.59707903780069
2016-12-20,48.91323024054983
2016-12-21,55.545532646048116
2016-12-22,44.76804123711341
2016-12-23,56.3745704467354
2016-12-24,47.25515463917526
2016-12-25,36.47766323024055
2016-12-26,54.71649484536083
2016-12-27,54.71649484536083
2016-12-28,52.22938144329897
2016-12-29,53.05841924398626
2016-12-30,54.71649484536083
2016-12-31,48.91323024054983
2017-01-01,58.03264604810997
2017-01-02,58.861683848797256
2017-01-03,62.177835051546396
2017-01-04,61.34879725085911
2017-01-05,68.81013745704468
2017-01-06,59.69072164948454
2017-01-07,66.32302405498282
2017-01-08,56.3745704467354
2017-01-09,68.81013745704468
2017-01-10,65.49398625429554
2017-01-11,54.71649484536083
2017-01-12,67.98109965635739
2017-01-13,58.861683848797256
2017-01-14,50.5713058419244
2017-01-15,55.545532646048116
2017-01-16,53.887457044673546
2017-01-17,57.203608247422686
2017-01-18,48.91323024054983
2017-01-19,72.12628865979381
2017-01-20,58.03264604810997
2017-01-21,51.40034364261169
2017-01-22,48.08419243986255
2017-01-23,45.59707903780069
2017-01-24,60.519759450171826
2017-01-25,60.519759450171826
2017-01-26,58.03264604810997
2017-01-27,62.177835051546396
2017-01-28,49.74226804123712
2017-01-29,51.40034364261169
2017-01-30,55.545532646048116
2017-01-31,55.545532646048116
2017-02-01,57.203608247422686
2017-02-02,58.03264604810997
2017-02-03,49.74226804123712
2017-02-04,48.08419243986255
2017-02-05,48.08419243986255
2017-02-06,55.545532646048116
2017-02-07,65.49398625429554
2017-02-08,60.519759450171826
2017-02-09,63.835910652920965
2017-02-10,52.22938144329897
2017-02-11,49.74226804123712
2017-02-12,50.5713058419244
2017-02-13,54.71649484536083
2017-02-14,57.203608247422686
2017-02-15,57.203608247422686
2017-02-16,52.22938144329897
2017-02-17,58.861683848797256
2017-02-18,60.519759450171826
2017-02-19,82.90378006872852
2017-02-20,56.3745704467354
2017-02-21,53.05841924398626
2017-02-22,56.3745704467354
2017-02-23,53.05841924398626
2017-02-24,63.835910652920965
2017-02-25,62.177835051546396
2017-02-26,67.98109965635739
2017-02-27,64.66494845360825
2017-02-28,54.71649484536083
2017-03-01,73.23410652920963
2017-03-02,68.81958762886597
2017-03-03,62.99054982817869
2017-03-04,57.93084192439863
2017-03-05,74.13573883161513
2017-03-06,68.72121993127148
2017-03-07,51.94372852233677
2017-03-08,58.44372852233677
2017-03-09,57.016323024054984
2017-03-10,61.50343642611684
2017-03-11,57.516323024054984
2017-03-12,61.17439862542955
2017-03-13,59.75987972508591
2017-03-14,61.84536082474227
2017-03-15,58.27276632302406
2017-03-16,67.23410652920963
2017-03-17,55.200171821305844
2017-03-18,46.884020618556704
2017-03-19,51.12757731958763
2017-03-20,51.200171821305844
2017-03-21,73.29381443298969
2017-03-22,59.60180412371135
2017-03-23,59.516323024054984
2017-03-24,61.25987972508591
2017-03-25,63.5889175257732
2017-03-26,57.516323024054984
2017-03-27,57.358247422680414
2017-03-28,60.0889175257732
2017-03-29,57.358247422680414
2017-03-30,58.358247422680414
2017-03-31,61.74699312714777
2017-04-01,55.358247422680414
2017-04-02,58.0
2017-04-03,55.0
2017-04-04,63.0
2017-04-05,65.0
2017-04-06,67.0
2017-04-07,53.0
2017-04-08,54.0
2017-04-09,63.0
2017-04-10,54.0
2017-04-11,60.0
2017-04-12,59.0
2017-04-13,51.0
2017-04-14,55.0
2017-04-15,54.0
2017-04-16,60.0
2017-04-17,58.0
2017-04-18,52.0
2017-04-19,59.0
2017-04-20,60.0
2017-04-21,58.0
2017-04-22,59.0
2017-04-23,54.0
2017-04-24,61.0
2017-04-25,57.0
2017-04-26,64.0
2017-04-27,52.0
2017-04-28,58.0
2017-04-29,52.0
2017-04-30,56.0
2017-05-01,55.0
2017-05-02,61.0
2017-05-03,56.0
2017-05-04,63.0
2017-05-05,58.0
2017-05-06,57.0
2017-05-07,58.0
2017-05-08,58.0
2017-05-09,64.0
2017-05-10,72.0
2017-05-11,63.0
2017-05-12,63.0
2017-05-13,62.0
2017-05-14,62.0
2017-05-15,64.0
2017-05-16,57.0
2017-05-17,80.0
2017-05-18,75.0
2017-05-19,81.0
2017-05-20,69.0
2017-05-21,53.0
2017-05-22,100.0
2017-05-23,67.0
2017-05-24,64.0
2017-05-25,52.0
2017-05-26,65.0
2017-05-27,63.0
2017-05-28,57.0
2017-05-29,56.0
2017-05-30,56.0
2017-05-31,57.0
2017-06-01,61.0
2017-06-02,69.0
2017-06-03,59.0
