date,limo
2016-11-20,37.0
2016-11-21,39.0
2016-11-22,34.0
2016-11-23,35.0
2016-11-24,32.0
2016-11-25,31.0
2016-11-26,34.0
2016-11-27,35.0
2016-11-28,39.0
2016-11-29,34.0
2016-11-30,38.0
2016-12-01,38.0
2016-12-02,36.0
2016-12-03,34.0
2016-12-04,35.0
2016-12-05,37.0
2016-12-06,40.0
2016-12-07,39.0
2016-12-08,39.0
2016-12-09,38.0
2016-12-10,35.0
2016-12-11,34.0
2016-12-12,37.0
2016-12-13,35.0
2016-12-14,37.0
2016-12-15,36.0
2016-12-16,36.0
2016-12-17,38.0
2016-12-18,33.0
2016-12-19,35.0
2016-12-20,37.0
2016-12-21,35.0
2016-12-22,36.0
2016-12-23,32.0
2016-12-24,32.0
2016-12-25,28.0
2016-12-26,32.0
2016-12-27,35.0
2016-12-28,38.0
2016-12-29,35.0
2016-12-30,35.0
2016-12-31,33.0
2017-01-01,32.0
2017-01-02,35.0
2017-01-03,38.0
2017-01-04,39.0
2017-01-05,36.0
2017-01-06,38.0
2017-01-07,40.0
2017-01-08,38.0
2017-01-09,39.0
2017-01-10,43.0
2017-01-11,39.0
2017-01-12,44.0
2017-01-13,39.0
2017-01-14,43.0
2017-01-15,41.0
2017-01-16,41.0
2017-01-17,41.0
2017-01-18,42.0
2017-01-19,41.0
2017-01-20,90.0
2017-01-21,100.0
2017-01-22,52.0
2017-01-23,47.0
2017-01-24,48.0
2017-01-25,46.0
2017-01-26,44.0
2017-01-27,43.0
2017-01-28,38.0
2017-01-29,39.0
2017-01-30,43.0
2017-01-31,41.0
2017-02-01,39.0
2017-02-02,40.0
2017-02-03,43.0
2017-02-04,41.0
2017-02-05,37.0
2017-02-06,40.0
2017-02-07,42.0
2017-02-08,43.0
2017-02-09,38.0
2017-02-10,40.0
2017-02-11,39.0
2017-02-12,38.0
2017-02-13,40.0
2017-02-14,39.0
2017-02-15,40.0
2017-02-16,40.0
2017-02-17,38.0
2017-02-18,40.0
2017-02-19,39.0
2017-02-20,37.0
2017-02-21,41.0
2017-02-22,40.0
2017-02-23,39.0
2017-02-24,40.0
2017-02-25,41.0
2017-02-26,38.0
2017-02-27,44.0
2017-02-28,43.0
2017-03-01,45.0490045941807
2017-03-02,41.429555895865235
2017-03-03,42.19448698315467
2017-03-04,39.5750382848392
2017-03-05,39.634762633996935
2017-03-06,44.519142419601835
2017-03-07,45.25421133231241
2017-03-08,44.25421133231241
2017-03-09,43.48928024502297
2017-03-10,45.07886676875957
2017-03-11,41.339969372128635
2017-03-12,42.89969372128637
2017-03-13,45.519142419601835
2017-03-14,46.519142419601835
2017-03-15,42.98928024502297
2017-03-16,42.69448698315467
2017-03-17,44.284073506891275
2017-03-18,41.929555895865235
2017-03-19,41.9594180704441
2017-03-20,45.81393568147014
2017-03-21,45.519142419601835
2017-03-22,42.4594180704441
2017-03-23,44.519142419601835
2017-03-24,43.48928024502297
2017-03-25,41.634762633996935
2017-03-26,38.8698315467075
2017-03-27,45.784073506891275
2017-03-28,46.81393568147014
2017-03-29,43.19448698315467
2017-03-30,40.60490045941807
2017-03-31,42.72434915773354
2017-04-01,41.9594180704441
2017-04-02,39.739663093415004
2017-04-03,50.86676875957121
2017-04-04,47.68759571209801
2017-04-05,44.50842266462481
2017-04-06,42.38897396630934
2017-04-07,48.217457886676875
2017-04-08,43.44869831546708
2017-04-09,40.26952526799387
2017-04-10,43.97856049004594
2017-04-11,41.85911179173047
2017-04-12,43.97856049004594
2017-04-13,43.97856049004594
2017-04-14,42.38897396630934
2017-04-15,37.62021439509954
2017-04-16,37.09035222052067
2017-04-17,45.038284839203676
2017-04-18,44.50842266462481
2017-04-19,47.68759571209801
2017-04-20,45.038284839203676
2017-04-21,45.56814701378254
2017-04-22,48.74732006125574
2017-04-23,39.20980091883614
2017-04-24,48.74732006125574
2017-04-25,49.27718223583461
2017-04-26,47.15773353751914
2017-04-27,43.97856049004594
2017-04-28,41.85911179173047
2017-04-29,41.3292496171516
2017-04-30,41.85911179173047
2017-05-01,52.986217457886674
2017-05-02,47.68759571209801
2017-05-03,47.15773353751914
2017-05-04,45.56814701378254
2017-05-05,47.68759571209801
2017-05-06,44.50842266462481
2017-05-07,42.91883614088821
2017-05-08,47.68759571209801
2017-05-09,47.68759571209801
2017-05-10,47.15773353751914
2017-05-11,48.217457886676875
2017-05-12,43.44869831546708
2017-05-13,41.3292496171516
2017-05-14,40.26952526799387
2017-05-15,43.44869831546708
2017-05-16,43.97856049004594
2017-05-17,41.3292496171516
2017-05-18,44.50842266462481
2017-05-19,45.038284839203676
2017-05-20,41.3292496171516
2017-05-21,38.67993874425727
2017-05-22,40.26952526799387
2017-05-23,43.97856049004594
2017-05-24,37.09035222052067
2017-05-25,40.79938744257274
2017-05-26,39.739663093415004
2017-05-27,39.739663093415004
2017-05-28,35.50076569678407
2017-05-29,34.44104134762634
2017-05-30,42.91883614088821
2017-05-31,43.97856049004594
2017-06-01,41.85911179173047
2017-06-02,40.26952526799387
2017-06-03,43.44869831546708
