date,donald trump nazi
2017-03-04,3.399866041527127
2017-03-05,7.163094440723376
2017-03-06,9.108506363027463
2017-03-07,3.981580709979906
2017-03-08,4.272605492297387
2017-03-09,4.981580709979906
2017-03-10,7.608841259209646
2017-03-11,2.9634963161419963
2017-03-12,4.363362357669123
2017-03-13,5.981580709979906
2017-03-14,7.463161419959812
2017-03-15,6.0452109845947755
2017-03-16,7.463161419959812
2017-03-17,5.108841259209646
2017-03-18,8.363362357669123
2017-03-19,8.363362357669123
2017-03-20,10.29939718687207
2017-03-21,6.5
2017-03-22,12.963161419959812
2017-03-23,1.0
2017-03-24,7.508707300736772
2017-03-25,4.490622906898862
2017-03-26,3.9634963161419963
2017-03-27,5.0452109845947755
2017-03-28,3.481580709979906
2017-03-29,4.608841259209646
2017-03-30,5.108841259209646
2017-03-31,3.8362357669122575
2017-04-01,2.5
2017-04-02,2.926992632283992
2017-04-03,5.090421969189551
2017-04-04,0.0
2017-04-05,7.635632953784327
2017-04-06,7.762893503014066
2017-04-07,5.344943067649029
2017-04-08,0.0
2017-04-09,3.054253181513731
2017-04-10,7.762893503014066
2017-04-11,2.5452109845947755
2017-04-12,0.0
2017-04-13,2.6724715338245146
2017-04-14,0.0
2017-04-15,6.2357669122572
2017-04-16,6.2357669122572
2017-04-17,2.7997320830542534
2017-04-18,7.5083724045545885
2017-04-19,12.726054922973878
2017-04-20,5.2176825184192905
2017-04-21,2.6724715338245146
2017-04-22,3.054253181513731
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,10.053583389149363
2017-04-26,5.090421969189551
2017-04-27,5.090421969189551
2017-04-28,5.344943067649029
2017-04-29,0.0
2017-04-30,12.217012726054923
2017-05-01,8.39919624916276
2017-05-02,2.5452109845947755
2017-05-03,0.0
2017-05-04,7.635632953784327
2017-05-05,0.0
2017-05-06,2.926992632283992
2017-05-07,2.926992632283992
2017-05-08,2.5452109845947755
2017-05-09,5.090421969189551
2017-05-10,5.090421969189551
2017-05-11,5.090421969189551
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,2.5452109845947755
2017-05-16,2.5452109845947755
2017-05-17,2.5452109845947755
2017-05-18,2.5452109845947755
2017-05-19,5.344943067649029
2017-05-20,6.108506363027462
2017-05-21,12.089752176825185
2017-05-22,7.762893503014066
2017-05-23,12.59879437374414
2017-05-24,7.762893503014066
2017-05-25,2.6724715338245146
2017-05-26,11.198928332217013
2017-05-27,6.2357669122572
2017-05-28,3.1815137307434695
2017-05-29,8.144675150703282
2017-05-30,0.0
2017-05-31,5.2176825184192905
2017-06-01,2.6724715338245146
2017-06-02,8.144675150703282
2017-06-03,0.0
