date,donald trump benghazi
2016-08-16,2.423076923076923
2016-08-17,2.423076923076923
2016-08-18,0.0
2016-08-19,2.423076923076923
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,2.423076923076923
2016-08-23,2.423076923076923
2016-08-24,4.240384615384615
2016-08-25,2.423076923076923
2016-08-26,2.423076923076923
2016-08-27,0.0
2016-08-28,4.846153846153846
2016-08-29,1.817307692307692
2016-08-30,0.0
2016-08-31,4.240384615384615
2016-09-01,4.240384615384615
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,2.423076923076923
2016-09-05,6.663461538461538
2016-09-06,1.817307692307692
2016-09-07,2.423076923076923
2016-09-08,4.240384615384615
2016-09-09,2.423076923076923
2016-09-10,0.0
2016-09-11,7.269230769230768
2016-09-12,2.423076923076923
2016-09-13,4.240384615384615
2016-09-14,6.0576923076923075
2016-09-15,6.663461538461538
2016-09-16,4.240384615384615
2016-09-17,2.423076923076923
2016-09-18,0.0
2016-09-19,6.0576923076923075
2016-09-20,6.0576923076923075
2016-09-21,6.0576923076923075
2016-09-22,1.817307692307692
2016-09-23,4.240384615384615
2016-09-24,4.846153846153846
2016-09-25,0.0
2016-09-26,14.538461538461537
2016-09-27,45.43269230769231
2016-09-28,18.778846153846153
2016-09-29,0.0
2016-09-30,13.326923076923077
2016-10-01,3.7115384615384617
2016-10-02,4.423076923076923
2016-10-03,10.14903846153846
2016-10-04,4.6201923076923075
2016-10-05,6.528846153846153
2016-10-06,4.908653846153846
2016-10-07,7.240384615384615
2016-10-08,24.326923076923077
2016-10-09,22.269230769230766
2016-10-10,50.28846153846153
2016-10-11,24.326923076923077
2016-10-12,13.572115384615383
2016-10-13,23.326923076923077
2016-10-14,15.48076923076923
2016-10-15,9.057692307692307
2016-10-16,6.423076923076923
2016-10-17,4.528846153846153
2016-10-18,12.057692307692307
2016-10-19,10.528846153846153
2016-10-20,36.44711538461539
2016-10-21,10.64903846153846
2016-10-22,3.5
2016-10-23,9.254807692307692
2016-10-24,2.908653846153846
2016-10-25,10.057692307692307
2016-10-26,10.466346153846153
2016-10-27,5.028846153846153
2016-10-28,5.6201923076923075
2016-10-29,7.423076923076923
2016-10-30,9.346153846153847
2016-10-31,2.5
2016-11-01,7.028846153846153
2016-11-02,12.0
2016-11-03,12.0
2016-11-04,8.0
2016-11-05,23.0
2016-11-06,7.0
2016-11-07,23.0
2016-11-08,32.0
2016-11-09,100.0
2016-11-10,33.0
2016-11-11,11.0
2016-11-12,11.0
2016-11-13,9.0
2016-11-14,5.0
2016-11-15,4.0
2016-11-16,3.0
2016-11-17,3.0
2016-11-18,4.0
2016-11-19,3.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,2.0
2016-11-23,4.0
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,4.0
2016-11-27,2.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,2.0
2016-12-03,2.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,4.0
2016-12-07,4.0
2016-12-08,2.0
2016-12-09,4.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,2.0
2016-12-13,3.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,2.0
2016-12-18,0.0
2016-12-19,2.0
2016-12-20,3.0
2016-12-21,0.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,2.0
2016-12-28,0.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,2.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,4.0
2017-01-06,2.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,2.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,2.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,2.0
2017-01-20,4.0
2017-01-21,0.0
2017-01-22,3.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,4.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,4.0
2017-01-29,2.0
2017-01-30,0.0
2017-01-31,2.0
2017-02-01,4.0
2017-02-02,2.0
2017-02-03,4.0
2017-02-04,2.0
2017-02-05,3.0
2017-02-06,0.0
2017-02-07,4.0
2017-02-08,0.0
2017-02-09,2.0
2017-02-10,0.0
2017-02-11,2.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,3.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,0.0
2017-02-20,4.0
2017-02-21,2.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,2.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,4.0
2017-02-28,0.0
2017-03-01,1.0
2017-03-02,3.1510204081632653
2017-03-03,1.0
2017-03-04,2.2979591836734694
2017-03-05,2.3224489795918366
2017-03-06,1.126530612244898
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,1.1755102040816325
2017-03-11,0.0
2017-03-12,1.3224489795918366
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,1.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,1.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,2.1510204081632653
2017-03-22,1.126530612244898
2017-03-23,1.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,2.1510204081632653
2017-03-29,2.1755102040816325
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,2.3020408163265307
2017-04-05,0.0
2017-04-06,2.351020408163265
2017-04-07,2.4489795918367347
2017-04-08,0.0
2017-04-09,2.7918367346938773
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,2.742857142857143
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,2.351020408163265
2017-04-21,4.8979591836734695
2017-04-22,2.742857142857143
2017-04-23,0.0
2017-04-24,2.351020408163265
2017-04-25,0.0
2017-04-26,2.3020408163265307
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,2.351020408163265
2017-05-09,0.0
2017-05-10,2.351020408163265
2017-05-11,2.3020408163265307
2017-05-12,0.0
2017-05-13,2.742857142857143
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,2.351020408163265
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,2.840816326530612
2017-05-29,2.497959183673469
2017-05-30,4.751020408163265
2017-05-31,0.0
2017-06-01,2.4
2017-06-02,0.0
2017-06-03,0.0
