date,trump campaign
2017-05-06,2.8546824542518836
2017-05-07,1.4273412271259418
2017-05-08,2.744886975242196
2017-05-09,2.1959095801937565
2017-05-10,3.0742734122712596
2017-05-11,4.06243272335845
2017-05-12,2.8546824542518836
2017-05-13,1.317545748116254
2017-05-14,1.5371367061356298
2017-05-15,1.5371367061356298
2017-05-16,6.368137782561894
2017-05-17,2.1959095801937565
2017-05-18,4.06243272335845
2017-05-19,2.9644779332615716
2017-05-20,1.8665231431646931
2017-05-21,1.7567276641550054
2017-05-22,1.976318622174381
2017-05-23,2.635091496232508
2017-05-24,1.976318622174381
2017-05-25,1.976318622174381
2017-05-26,1.976318622174381
2017-05-27,2.52529601722282
2017-05-28,0.7685683530678149
2017-05-29,0.9881593110871905
2017-05-30,1.976318622174381
2017-05-31,1.976318622174381
2017-06-01,2.52529601722282
2017-06-02,2.4155005382131325
2017-06-03,1.4273412271259418
