date,hillary clinton russia
2017-03-31,12.772727272727273
2017-04-01,13.672727272727272
2017-04-02,6.6909090909090905
2017-04-03,4.945454545454545
2017-04-04,4.072727272727272
2017-04-05,4.072727272727272
2017-04-06,0.8727272727272727
2017-04-07,18.909090909090907
2017-04-08,5.818181818181818
2017-04-09,0.8727272727272727
2017-04-10,12.509090909090908
2017-04-11,5.818181818181818
2017-04-12,3.1999999999999997
2017-04-13,5.236363636363636
2017-04-14,3.7818181818181817
2017-04-15,0.8727272727272727
2017-04-16,6.1090909090909085
2017-04-17,3.4909090909090907
2017-04-18,0.8727272727272727
2017-04-19,1.7454545454545454
2017-04-20,2.327272727272727
2017-04-21,2.618181818181818
2017-04-22,0.0
2017-04-23,0.8727272727272727
2017-04-24,0.8727272727272727
2017-04-25,3.1999999999999997
2017-04-26,2.327272727272727
2017-04-27,1.7454545454545454
2017-04-28,0.8727272727272727
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,1.7454545454545454
2017-05-02,1.7454545454545454
2017-05-03,7.2727272727272725
2017-05-04,0.8727272727272727
2017-05-05,0.8727272727272727
2017-05-06,2.909090909090909
2017-05-07,0.0
2017-05-08,3.1999999999999997
2017-05-09,2.327272727272727
2017-05-10,9.018181818181818
2017-05-11,3.1999999999999997
2017-05-12,8.436363636363636
2017-05-13,2.909090909090909
2017-05-14,0.8727272727272727
2017-05-15,3.1999999999999997
2017-05-16,29.09090909090909
2017-05-17,3.1999999999999997
2017-05-18,12.218181818181817
2017-05-19,11.054545454545455
2017-05-20,6.6909090909090905
2017-05-21,5.818181818181818
2017-05-22,5.818181818181818
2017-05-23,2.327272727272727
2017-05-24,0.8727272727272727
2017-05-25,2.618181818181818
2017-05-26,10.763636363636364
2017-05-27,16.87272727272727
2017-05-28,4.072727272727272
2017-05-29,6.9818181818181815
2017-05-30,1.7454545454545454
2017-05-31,4.072727272727272
2017-06-01,11.636363636363637
2017-06-02,13.963636363636363
2017-06-03,0.0
