date,donald trump stupid
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,4.0
2017-01-07,5.0
2017-01-08,4.0
2017-01-09,6.0
2017-01-10,3.0
2017-01-11,6.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,3.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,3.0
2017-01-18,4.0
2017-01-19,6.0
2017-01-20,11.0
2017-01-21,9.0
2017-01-22,11.0
2017-01-23,8.0
2017-01-24,5.0
2017-01-25,7.0
2017-01-26,4.0
2017-01-27,5.0
2017-01-28,3.0
2017-01-29,8.0
2017-01-30,5.0
2017-01-31,4.0
2017-02-01,4.0
2017-02-02,4.0
2017-02-03,6.0
2017-02-04,4.0
2017-02-05,5.0
2017-02-06,3.0
2017-02-07,2.0
2017-02-08,5.0
2017-02-09,7.0
2017-02-10,6.0
2017-02-11,3.0
2017-02-12,4.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,2.0
2017-02-16,3.0
2017-02-17,7.0
2017-02-18,2.0
2017-02-19,4.0
2017-02-20,4.0
2017-02-21,3.0
2017-02-22,4.0
2017-02-23,1.0
2017-02-24,4.0
2017-02-25,5.0
2017-02-26,3.0
2017-02-27,3.0
2017-02-28,2.0
2017-03-01,3.169287696577243
2017-03-02,0.7789084181313599
2017-03-03,2.3367252543940795
2017-03-04,2.7395929694727106
2017-03-05,1.4296947271045328
2017-03-06,3.053654024051804
2017-03-07,2.3057354301572617
2017-03-08,4.975023126734506
2017-03-09,1.026827012025902
2017-03-10,2.1156336725254397
2017-03-11,1.1197964847363553
2017-03-12,3.3593894542090657
2017-03-13,1.526827012025902
2017-03-14,1.526827012025902
2017-03-15,1.27890841813136
2017-03-16,2.0846438482886214
2017-03-17,1.5578168362627198
2017-03-18,2.2395929694727106
2017-03-19,1.9296947271045328
2017-03-20,1.3057354301572617
2017-03-21,2.5846438482886214
2017-03-22,1.8057354301572617
2017-03-23,1.8057354301572617
2017-03-24,2.646623496762257
2017-03-25,1.4606845513413507
2017-03-26,1.3098982423681775
2017-03-27,2.8903792784458835
2017-03-28,3.669287696577243
2017-03-29,2.673450508788159
2017-03-30,2.3367252543940795
2017-03-31,1.6466234967622573
2017-04-01,0.30989824236817765
2017-04-02,3.222941720629047
2017-04-03,1.6734505087881593
2017-04-04,0.5578168362627197
2017-04-05,3.284921369102683
2017-04-06,0.5578168362627197
2017-04-07,2.9130434782608696
2017-04-08,3.904717853839038
2017-04-09,1.9833487511563368
2017-04-10,1.6734505087881593
2017-04-11,2.7890841813135987
2017-04-12,0.5578168362627197
2017-04-13,2.35522664199815
2017-04-14,1.301572617946346
2017-04-15,3.3469010175763185
2017-04-16,0.6817761332099908
2017-04-17,1.7974098057354302
2017-04-18,1.053654024051804
2017-04-19,1.1156336725254394
2017-04-20,1.1156336725254394
2017-04-21,3.4708603145235895
2017-04-22,1.9213691026827013
2017-04-23,1.9213691026827013
2017-04-24,2.7890841813135987
2017-04-25,2.169287696577243
2017-04-26,1.1156336725254394
2017-04-27,0.5578168362627197
2017-04-28,1.177613320999075
2017-04-29,1.9833487511563368
2017-04-30,1.301572617946346
2017-05-01,3.0370027752081405
2017-05-02,1.6114708603145236
2017-05-03,0.5578168362627197
2017-05-04,1.6734505087881593
2017-05-05,0.5578168362627197
2017-05-06,0.0
2017-05-07,1.9213691026827013
2017-05-08,0.0
2017-05-09,1.1156336725254394
2017-05-10,2.7890841813135987
2017-05-11,6.135985198889917
2017-05-12,1.177613320999075
2017-05-13,2.603145235892692
2017-05-14,1.301572617946346
2017-05-15,2.727104532839963
2017-05-16,1.6114708603145236
2017-05-17,2.231267345050879
2017-05-18,1.1156336725254394
2017-05-19,4.586493987049029
2017-05-20,0.6817761332099908
2017-05-21,2.603145235892692
2017-05-22,2.231267345050879
2017-05-23,2.727104532839963
2017-05-24,3.904717853839038
2017-05-25,1.177613320999075
2017-05-26,2.4172062904717855
2017-05-27,2.0453283996299723
2017-05-28,0.6817761332099908
2017-05-29,2.35522664199815
2017-05-30,1.6734505087881593
2017-05-31,4.524514338575393
2017-06-01,6.1979648473635525
2017-06-02,2.9130434782608696
2017-06-03,1.301572617946346
