date,putin speech
2016-10-05,9.512853470437017
2016-10-06,7.638174807197943
2016-10-07,7.262210796915166
2016-10-08,2.877249357326478
2016-10-09,4.255784061696658
2016-10-10,5.005141388174807
2016-10-11,4.627892030848329
2016-10-12,7.5089974293059125
2016-10-13,9.512853470437017
2016-10-14,7.634318766066838
2016-10-15,11.268637532133676
2016-10-16,8.008997429305913
2016-10-17,7.512853470437017
2016-10-18,5.755784061696658
2016-10-19,5.631748071979434
2016-10-20,9.13688946015424
2016-10-21,6.25706940874036
2016-10-22,5.255784061696658
2016-10-23,4.755784061696658
2016-10-24,7.384961439588689
2016-10-25,3.127892030848329
2016-10-26,2.627892030848329
2016-10-27,8.755784061696659
2016-10-28,14.896529562982005
2016-10-29,5.255784061696658
2016-10-30,3.37853470437018
2016-10-31,3.881105398457583
2016-11-01,5.5089974293059125
2016-11-02,6.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,4.0
2016-11-06,4.0
2016-11-07,4.0
2016-11-08,4.0
2016-11-09,100.0
2016-11-10,43.0
2016-11-11,23.0
2016-11-12,9.0
2016-11-13,5.0
2016-11-14,7.0
2016-11-15,5.0
2016-11-16,6.0
2016-11-17,3.0
2016-11-18,3.0
2016-11-19,4.0
2016-11-20,3.0
2016-11-21,8.0
2016-11-22,3.0
2016-11-23,3.0
2016-11-24,6.0
2016-11-25,2.0
2016-11-26,4.0
2016-11-27,3.0
2016-11-28,2.0
2016-11-29,4.0
2016-11-30,5.0
2016-12-01,10.0
2016-12-02,2.0
2016-12-03,7.0
2016-12-04,5.0
2016-12-05,5.0
2016-12-06,2.0
2016-12-07,4.0
2016-12-08,4.0
2016-12-09,3.0
2016-12-10,4.0
2016-12-11,3.0
2016-12-12,5.0
2016-12-13,7.0
2016-12-14,5.0
2016-12-15,3.0
2016-12-16,11.0
2016-12-17,11.0
2016-12-18,6.0
2016-12-19,3.0
2016-12-20,9.0
2016-12-21,6.0
2016-12-22,4.0
2016-12-23,15.0
2016-12-24,8.0
2016-12-25,5.0
2016-12-26,4.0
2016-12-27,2.0
2016-12-28,7.0
2016-12-29,4.0
2016-12-30,3.0
2016-12-31,29.0
2017-01-01,16.0
2017-01-02,8.0
2017-01-03,3.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,4.0
2017-01-10,6.0
2017-01-11,11.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,3.0
2017-01-15,8.0
2017-01-16,16.0
2017-01-17,10.0
2017-01-18,9.0
2017-01-19,7.0
2017-01-20,21.0
2017-01-21,12.0
2017-01-22,13.0
2017-01-23,10.0
2017-01-24,10.0
2017-01-25,2.0
2017-01-26,7.0
2017-01-27,5.0
2017-01-28,4.0
2017-01-29,2.0
2017-01-30,4.0
2017-01-31,2.0
2017-02-01,3.0
2017-02-02,5.0
2017-02-03,8.0
2017-02-04,2.0
2017-02-05,5.0
2017-02-06,2.0
2017-02-07,1.0
2017-02-08,3.0
2017-02-09,6.0
2017-02-10,5.0
2017-02-11,5.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,3.0
2017-02-15,3.0
2017-02-16,6.0
2017-02-17,3.0
2017-02-18,2.0
2017-02-19,7.0
2017-02-20,4.0
2017-02-21,4.0
2017-02-22,3.0
2017-02-23,2.0
2017-02-24,2.0
2017-02-25,2.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,5.174334140435835
2017-03-02,1.7397094430992737
2017-03-03,4.389830508474576
2017-03-04,3.8087167070217918
2017-03-05,2.8087167070217918
2017-03-06,3.37772397094431
2017-03-07,1.2397094430992737
2017-03-08,3.37772397094431
2017-03-09,3.536319612590799
2017-03-10,3.491525423728813
2017-03-11,2.410411622276029
2017-03-12,2.353510895883777
2017-03-13,2.138014527845036
2017-03-14,3.7760290556900724
2017-03-15,1.2397094430992737
2017-03-16,3.036319612590799
2017-03-17,4.491525423728813
2017-03-18,2.353510895883777
2017-03-19,1.8535108958837772
2017-03-20,2.036319612590799
2017-03-21,3.7760290556900724
2017-03-22,3.37772397094431
2017-03-23,3.036319612590799
2017-03-24,2.194915254237288
2017-03-25,1.910411622276029
2017-03-26,2.3656174334140436
2017-03-27,3.7760290556900724
2017-03-28,1.2397094430992737
2017-03-29,3.036319612590799
2017-03-30,5.991525423728813
2017-03-31,1.7966101694915255
2017-04-01,2.8656174334140436
2017-04-02,1.820823244552058
2017-04-03,1.5932203389830508
2017-04-04,3.8692493946731235
2017-04-05,2.2760290556900724
2017-04-06,4.779661016949152
2017-04-07,11.380145278450362
2017-04-08,4.552058111380145
2017-04-09,5.576271186440677
2017-04-10,1.5932203389830508
2017-04-11,2.389830508474576
2017-04-12,3.9830508474576267
2017-04-13,3.3002421307506054
2017-04-14,2.7312348668280872
2017-04-15,3.7554479418886197
2017-04-16,1.9346246973365617
2017-04-17,2.50363196125908
2017-04-18,3.072639225181598
2017-04-19,3.8692493946731235
2017-04-20,1.5932203389830508
2017-04-21,2.50363196125908
2017-04-22,0.0
2017-04-23,2.7312348668280872
2017-04-24,1.5932203389830508
2017-04-25,3.072639225181598
2017-04-26,1.4794188861985471
2017-04-27,3.072639225181598
2017-04-28,1.5932203389830508
2017-04-29,1.820823244552058
2017-04-30,2.8450363196125905
2017-05-01,3.4140435835351086
2017-05-02,1.5932203389830508
2017-05-03,3.072639225181598
2017-05-04,1.5932203389830508
2017-05-05,3.1864406779661016
2017-05-06,3.641646489104116
2017-05-07,1.820823244552058
2017-05-08,1.5932203389830508
2017-05-09,2.389830508474576
2017-05-10,6.941888619854721
2017-05-11,1.5932203389830508
2017-05-12,2.389830508474576
2017-05-13,5.4624697336561745
2017-05-14,1.820823244552058
2017-05-15,1.5932203389830508
2017-05-16,1.5932203389830508
2017-05-17,1.5932203389830508
2017-05-18,5.4624697336561745
2017-05-19,2.389830508474576
2017-05-20,3.641646489104116
2017-05-21,4.552058111380145
2017-05-22,3.8692493946731235
2017-05-23,3.072639225181598
2017-05-24,1.5932203389830508
2017-05-25,1.5932203389830508
2017-05-26,3.4140435835351086
2017-05-27,2.8450363196125905
2017-05-28,4.779661016949152
2017-05-29,1.5932203389830508
2017-05-30,4.779661016949152
2017-05-31,2.389830508474576
2017-06-01,3.1864406779661016
2017-06-02,7.397094430992736
2017-06-03,5.576271186440677
