date,suit
2017-04-17,86.0
2017-04-18,82.0
2017-04-19,86.0
2017-04-20,85.0
2017-04-21,88.0
2017-04-22,97.0
2017-04-23,98.0
2017-04-24,89.0
2017-04-25,87.0
2017-04-26,84.0
2017-04-27,85.0
2017-04-28,87.0
2017-04-29,97.0
2017-04-30,100.0
2017-05-01,94.0
2017-05-02,87.0
2017-05-03,91.0
2017-05-04,90.0
2017-05-05,88.0
2017-05-06,96.0
2017-05-07,99.0
2017-05-08,85.0
2017-05-09,85.0
2017-05-10,83.0
2017-05-11,83.0
2017-05-12,84.0
2017-05-13,93.0
2017-05-14,93.0
2017-05-15,84.0
2017-05-16,85.0
2017-05-17,82.0
2017-05-18,88.0
2017-05-19,87.0
2017-05-20,97.0
2017-05-21,99.0
2017-05-22,87.0
2017-05-23,84.0
2017-05-24,85.0
2017-05-25,86.0
2017-05-26,85.0
2017-05-27,90.0
2017-05-28,90.0
2017-05-29,86.0
2017-05-30,85.0
2017-05-31,80.0
2017-06-01,83.0
2017-06-02,84.0
2017-06-03,92.0
