date,carter page
2017-01-01,0.8033707865168539
2017-01-02,0.8033707865168539
2017-01-03,0.0
2017-01-04,0.40168539325842695
2017-01-05,0.40168539325842695
2017-01-06,0.40168539325842695
2017-01-07,0.40168539325842695
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.40168539325842695
2017-01-11,10.845505617977528
2017-01-12,3.6151685393258424
2017-01-13,2.008426966292135
2017-01-14,1.2050561797752808
2017-01-15,0.8033707865168539
2017-01-16,0.8033707865168539
2017-01-17,0.40168539325842695
2017-01-18,0.8033707865168539
2017-01-19,0.0
2017-01-20,1.6067415730337078
2017-01-21,0.8033707865168539
2017-01-22,0.8033707865168539
2017-01-23,0.0
2017-01-24,0.8033707865168539
2017-01-25,0.40168539325842695
2017-01-26,0.0
2017-01-27,0.8033707865168539
2017-01-28,0.40168539325842695
2017-01-29,0.8033707865168539
2017-01-30,0.40168539325842695
2017-01-31,0.40168539325842695
2017-02-01,0.40168539325842695
2017-02-02,0.8033707865168539
2017-02-03,0.40168539325842695
2017-02-04,0.8033707865168539
2017-02-05,0.40168539325842695
2017-02-06,0.40168539325842695
2017-02-07,0.40168539325842695
2017-02-08,0.0
2017-02-09,0.40168539325842695
2017-02-10,0.8033707865168539
2017-02-11,1.2050561797752808
2017-02-12,0.8033707865168539
2017-02-13,0.40168539325842695
2017-02-14,4.418539325842697
2017-02-15,5.623595505617978
2017-02-16,6.828651685393258
2017-02-17,1.2050561797752808
2017-02-18,0.8033707865168539
2017-02-19,0.40168539325842695
2017-02-20,2.4101123595505616
2017-02-21,1.2050561797752808
2017-02-22,0.8033707865168539
2017-02-23,0.40168539325842695
2017-02-24,0.40168539325842695
2017-02-25,0.8033707865168539
2017-02-26,0.40168539325842695
2017-02-27,0.40168539325842695
2017-02-28,1.2050561797752808
2017-03-01,0.20084269662921347
2017-03-02,4.410112359550562
2017-03-03,26.25561797752809
2017-03-04,41.08426966292134
2017-03-05,11.623595505617978
2017-03-06,4.910112359550562
2017-03-07,2.9058988764044944
2017-03-08,2.9058988764044944
2017-03-09,2.205056179775281
2017-03-10,3.807584269662921
2017-03-11,0.901685393258427
2017-03-12,1.1025280898876404
2017-03-13,0.20084269662921347
2017-03-14,0.901685393258427
2017-03-15,0.7008426966292135
2017-03-16,0.20084269662921347
2017-03-17,0.40168539325842695
2017-03-18,0.901685393258427
2017-03-19,0.20084269662921347
2017-03-20,8.61938202247191
2017-03-21,5.110955056179775
2017-03-22,3.106741573033708
2017-03-23,3.807584269662921
2017-03-24,2.205056179775281
2017-03-25,3.606741573033708
2017-03-26,1.803370786516854
2017-03-27,2.004213483146067
2017-03-28,0.901685393258427
2017-03-29,0.7008426966292135
2017-03-30,2.004213483146067
2017-03-31,2.205056179775281
2017-04-01,1.1025280898876404
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,20.0
2017-04-05,5.0
2017-04-06,2.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,3.0
2017-04-12,100.0
2017-04-13,20.0
2017-04-14,12.0
2017-04-15,6.0
2017-04-16,4.0
2017-04-17,6.0
2017-04-18,6.0
2017-04-19,7.0
2017-04-20,5.0
2017-04-21,4.0
2017-04-22,13.0
2017-04-23,3.0
2017-04-24,1.0
2017-04-25,1.0
2017-04-26,1.0
2017-04-27,4.0
2017-04-28,1.0
2017-04-29,1.0
2017-04-30,1.0
2017-05-01,0.0
2017-05-02,1.0
2017-05-03,2.0
2017-05-04,4.0
2017-05-05,7.0
2017-05-06,4.0
2017-05-07,1.0
2017-05-08,2.0
2017-05-09,1.0
2017-05-10,2.0
2017-05-11,2.0
2017-05-12,8.0
2017-05-13,1.0
2017-05-14,2.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,1.0
2017-05-20,2.0
2017-05-21,0.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,2.0
2017-05-25,2.0
2017-05-26,1.0
2017-05-27,1.0
2017-05-28,1.0
2017-05-29,0.0
2017-05-30,2.0
2017-05-31,18.0
2017-06-01,5.0
2017-06-02,1.0
2017-06-03,1.0
