date,hacking
2016-09-22,41.60418342719228
2016-09-23,41.07079646017699
2016-09-24,42.670957361222854
2016-09-25,41.07079646017699
2016-09-26,38.93724859211585
2016-09-27,40.53740949316171
2016-09-28,40.53740949316171
2016-09-29,41.07079646017699
2016-09-30,39.47063555913114
2016-10-01,40.002011263073214
2016-10-02,38.935237329042636
2016-10-03,39.468624296057925
2016-10-04,39.76870474658085
2016-10-05,39.26870474658085
2016-10-06,38.168543845535
2016-10-07,38.435237329042636
2016-10-08,41.83547868061143
2016-10-09,42.0353982300885
2016-10-10,41.0353982300885
2016-10-11,40.76870474658085
2016-10-12,42.83547868061143
2016-10-13,41.5353982300885
2016-10-14,39.23531777956557
2016-10-15,39.502011263073214
2016-10-16,42.30209171359614
2016-10-17,39.76870474658085
2016-10-18,40.76870474658085
2016-10-19,42.56878519710378
2016-10-20,43.83547868061143
2016-10-21,53.16934835076428
2016-10-22,49.06918744971843
2016-10-23,43.86886564762671
2016-10-24,44.63555913113436
2016-10-25,43.13555913113436
2016-10-26,40.80209171359614
2016-10-27,38.70193081255029
2016-10-28,41.0353982300885
2016-10-29,38.968624296057925
2016-10-30,38.168543845535
2016-10-31,39.23531777956557
2016-11-01,43.13555913113436
2016-11-02,42.0
2016-11-03,40.0
2016-11-04,42.0
2016-11-05,42.0
2016-11-06,42.0
2016-11-07,45.0
2016-11-08,39.0
2016-11-09,38.0
2016-11-10,37.0
2016-11-11,37.0
2016-11-12,39.0
2016-11-13,40.0
2016-11-14,38.0
2016-11-15,44.0
2016-11-16,42.0
2016-11-17,43.0
2016-11-18,43.0
2016-11-19,42.0
2016-11-20,42.0
2016-11-21,39.0
2016-11-22,40.0
2016-11-23,45.0
2016-11-24,42.0
2016-11-25,38.0
2016-11-26,42.0
2016-11-27,44.0
2016-11-28,42.0
2016-11-29,43.0
2016-11-30,42.0
2016-12-01,45.0
2016-12-02,40.0
2016-12-03,39.0
2016-12-04,39.0
2016-12-05,38.0
2016-12-06,43.0
2016-12-07,39.0
2016-12-08,40.0
2016-12-09,56.0
2016-12-10,58.0
2016-12-11,65.0
2016-12-12,68.0
2016-12-13,60.0
2016-12-14,53.0
2016-12-15,67.0
2016-12-16,100.0
2016-12-17,98.0
2016-12-18,54.0
2016-12-19,51.0
2016-12-20,47.0
2016-12-21,44.0
2016-12-22,41.0
2016-12-23,41.0
2016-12-24,39.0
2016-12-25,40.0
2016-12-26,37.0
2016-12-27,41.0
2016-12-28,45.0
2016-12-29,56.0
2016-12-30,66.0
2016-12-31,59.0
2017-01-01,57.0
2017-01-02,66.0
2017-01-03,61.0
2017-01-04,58.0
2017-01-05,78.0
2017-01-06,96.0
2017-01-07,99.0
2017-01-08,84.0
2017-01-09,63.0
2017-01-10,57.0
2017-01-11,65.0
2017-01-12,53.0
2017-01-13,48.0
2017-01-14,44.0
2017-01-15,44.0
2017-01-16,44.0
2017-01-17,46.0
2017-01-18,43.0
2017-01-19,43.0
2017-01-20,45.0
2017-01-21,42.0
2017-01-22,42.0
2017-01-23,41.0
2017-01-24,44.0
2017-01-25,45.0
2017-01-26,43.0
2017-01-27,42.0
2017-01-28,41.0
2017-01-29,42.0
2017-01-30,42.0
2017-01-31,45.0
2017-02-01,41.0
2017-02-02,43.0
2017-02-03,45.0
2017-02-04,44.0
2017-02-05,43.0
2017-02-06,39.0
2017-02-07,42.0
2017-02-08,43.0
2017-02-09,41.0
2017-02-10,43.0
2017-02-11,45.0
2017-02-12,39.0
2017-02-13,37.0
2017-02-14,41.0
2017-02-15,43.0
2017-02-16,44.0
2017-02-17,43.0
2017-02-18,43.0
2017-02-19,46.0
2017-02-20,44.0
2017-02-21,42.0
2017-02-22,45.0
2017-02-23,42.0
2017-02-24,42.0
2017-02-25,44.0
2017-02-26,40.0
2017-02-27,42.0
2017-02-28,40.0
2017-03-01,39.65206929740135
2017-03-02,41.6944177093359
2017-03-03,42.84696823869105
2017-03-04,40.80461982675649
2017-03-05,42.8893166506256
2017-03-06,40.6097208854668
2017-03-07,48.12656400384986
2017-03-08,67.74494706448507
2017-03-09,58.88065447545717
2017-03-10,46.62656400384986
2017-03-11,43.541867179980756
2017-03-12,43.541867179980756
2017-03-13,40.65206929740135
2017-03-14,43.23676612127045
2017-03-15,49.21126082771896
2017-03-16,56.643407122232915
2017-03-17,45.8893166506256
2017-03-18,43.3893166506256
2017-03-19,45.779114533205004
2017-03-20,45.73676612127045
2017-03-21,47.12656400384986
2017-03-22,45.43166506256016
2017-03-23,44.8893166506256
2017-03-24,42.34696823869105
2017-03-25,39.80461982675649
2017-03-26,42.3893166506256
2017-03-27,41.4995187680462
2017-03-28,40.9995187680462
2017-03-29,44.73676612127045
2017-03-30,45.43166506256016
2017-03-31,41.34696823869105
2017-04-01,40.4995187680462
2017-04-02,38.91434071222329
2017-04-03,41.693936477382096
2017-04-04,43.778633301251205
2017-04-05,39.609239653512994
2017-04-06,43.083734359961504
2017-04-07,42.3888354186718
2017-04-08,40.304138594802694
2017-04-09,44.473532242540905
2017-04-10,47.253128007699715
2017-04-11,43.083734359961504
2017-04-12,45.86333012512031
2017-04-13,40.999037536092395
2017-04-14,41.693936477382096
2017-04-15,51.42252165543792
2017-04-16,40.304138594802694
2017-04-17,44.473532242540905
2017-04-18,42.3888354186718
2017-04-19,40.999037536092395
2017-04-20,40.999037536092395
2017-04-21,40.999037536092395
2017-04-22,39.609239653512994
2017-04-23,42.3888354186718
2017-04-24,37.52454282964389
2017-04-25,42.3888354186718
2017-04-26,40.304138594802694
2017-04-27,41.693936477382096
2017-04-28,39.609239653512994
2017-04-29,41.693936477382096
2017-04-30,37.52454282964389
2017-05-01,41.693936477382096
2017-05-02,37.52454282964389
2017-05-03,41.693936477382096
2017-05-04,38.21944177093359
2017-05-05,42.3888354186718
2017-05-06,51.42252165543792
2017-05-07,39.609239653512994
2017-05-08,43.083734359961504
2017-05-09,43.778633301251205
2017-05-10,43.083734359961504
2017-05-11,44.473532242540905
2017-05-12,51.42252165543792
2017-05-13,61.84600577478345
2017-05-14,54.89701636188643
2017-05-15,67.40519730510105
2017-05-16,62.54090471607315
2017-05-17,50.72762271414822
2017-05-18,50.72762271414822
2017-05-19,46.55822906641001
2017-05-20,44.473532242540905
2017-05-21,44.473532242540905
2017-05-22,43.083734359961504
2017-05-23,38.91434071222329
2017-05-24,40.999037536092395
2017-05-25,43.083734359961504
2017-05-26,37.52454282964389
2017-05-27,41.693936477382096
2017-05-28,41.693936477382096
2017-05-29,41.693936477382096
2017-05-30,38.91434071222329
2017-05-31,38.91434071222329
2017-06-01,39.609239653512994
2017-06-02,40.999037536092395
2017-06-03,40.304138594802694
