date,hillary clinton hand
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.07339449541284404
2017-03-03,0.7293577981651376
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.07339449541284404
2017-03-09,0.07339449541284404
2017-03-10,0.11467889908256881
2017-03-11,0.08486238532110092
2017-03-12,0.08486238532110092
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.07339449541284404
2017-03-16,0.07339449541284404
2017-03-17,0.07568807339449542
2017-03-18,0.0
2017-03-19,0.08256880733944955
2017-03-20,0.07339449541284404
2017-03-21,0.573394495412844
2017-03-22,0.0
2017-03-23,0.07339449541284404
2017-03-24,0.0779816513761468
2017-03-25,0.0
2017-03-26,0.0871559633027523
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.5
2017-03-30,0.07568807339449542
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.14678899082568808
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.1559633027522936
2017-04-08,0.1743119266055046
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.1559633027522936
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.29357798165137616
2017-04-19,0.0
2017-04-20,0.30275229357798167
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.22477064220183487
2017-04-25,0.14678899082568808
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.1743119266055046
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.14678899082568808
2017-05-04,0.15137614678899083
2017-05-05,0.0
2017-05-06,0.1743119266055046
2017-05-07,0.1743119266055046
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.14678899082568808
2017-05-12,0.1559633027522936
2017-05-13,0.3486238532110092
2017-05-14,0.17889908256880735
2017-05-15,0.0
2017-05-16,0.2981651376146789
2017-05-17,0.15137614678899083
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.26605504587155965
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.3165137614678899
2017-05-26,0.1651376146788991
2017-05-27,0.45412844036697253
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.15137614678899083
2017-05-31,0.30275229357798167
2017-06-01,0.0
2017-06-02,0.1559633027522936
2017-06-03,0.17889908256880735
