date,president obama scandal
2016-09-09,15.406286379511059
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,14.813736903376018
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,17.77648428405122
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,30.220023282887077
2016-09-23,15.406286379511059
2016-09-24,0.0
2016-09-25,17.18393480791618
2016-09-26,29.627473806752036
2016-09-27,14.813736903376018
2016-09-28,21.924330616996507
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,8.59196740395809
2016-10-02,18.79569266589057
2016-10-03,18.0
2016-10-04,0.0
2016-10-05,7.110593713620489
2016-10-06,9.5
2016-10-07,16.90686845168801
2016-10-08,17.18393480791618
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,16.90686845168801
2016-10-12,7.406868451688009
2016-10-13,16.90686845168801
2016-10-14,29.61001164144354
2016-10-15,35.97962747380675
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,16.11059371362049
2016-10-19,9.0
2016-10-20,0.0
2016-10-21,14.813736903376018
2016-10-22,0.0
2016-10-23,18.79569266589057
2016-10-24,23.517462165308498
2016-10-25,9.0
2016-10-26,27.721187427240977
2016-10-27,25.61059371362049
2016-10-28,16.90686845168801
2016-10-29,32.331781140861466
2016-10-30,56.127473806752036
2016-10-31,39.258440046565774
2016-11-01,16.90686845168801
2016-11-02,0.0
2016-11-03,36.0
2016-11-04,19.0
2016-11-05,0.0
2016-11-06,41.0
2016-11-07,0.0
2016-11-08,18.0
2016-11-09,100.0
2016-11-10,45.0
2016-11-11,38.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,18.0
2016-11-15,0.0
2016-11-16,18.0
2016-11-17,0.0
2016-11-18,19.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,27.0
2016-11-24,0.0
2016-11-25,19.0
2016-11-26,0.0
2016-11-27,40.0
2016-11-28,17.0
2016-11-29,18.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,21.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,18.0
2016-12-08,37.0
2016-12-09,19.0
2016-12-10,0.0
2016-12-11,21.0
2016-12-12,18.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,21.0
2016-12-18,0.0
2016-12-19,36.0
2016-12-20,0.0
2016-12-21,19.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,23.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,18.0
2017-01-05,0.0
2017-01-06,19.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,53.0
2017-01-12,35.0
2017-01-13,18.0
2017-01-14,20.0
2017-01-15,20.0
2017-01-16,17.0
2017-01-17,0.0
2017-01-18,17.0
2017-01-19,17.0
2017-01-20,53.0
2017-01-21,30.0
2017-01-22,20.0
2017-01-23,17.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,18.0
2017-01-27,18.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,17.0
2017-01-31,0.0
2017-02-01,17.0
2017-02-02,0.0
2017-02-03,27.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,17.0
2017-02-10,18.0
2017-02-11,0.0
2017-02-12,20.0
2017-02-13,17.0
2017-02-14,17.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,17.0
2017-02-24,0.0
2017-02-25,40.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,26.615384615384613
2017-03-03,18.898190045248867
2017-03-04,0.0
2017-03-05,50.49321266968326
2017-03-06,53.78054298642534
2017-03-07,31.447963800904976
2017-03-08,8.5
2017-03-09,0.0
2017-03-10,18.398190045248867
2017-03-11,10.0
2017-03-12,10.746606334841628
2017-03-13,0.0
2017-03-14,9.615384615384615
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,21.029411764705884
2017-03-19,14.5
2017-03-20,27.73076923076923
2017-03-21,17.832579185520363
2017-03-22,8.5
2017-03-23,0.0
2017-03-24,19.18099547511312
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,9.615384615384615
2017-03-28,0.0
2017-03-29,18.115384615384613
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,38.46153846153846
2017-04-04,0.0
2017-04-05,19.79638009049774
2017-04-06,19.79638009049774
2017-04-07,20.361990950226243
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,19.79638009049774
2017-04-11,0.0
2017-04-12,20.361990950226243
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,19.23076923076923
2017-04-20,19.79638009049774
2017-04-21,20.361990950226243
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,19.23076923076923
2017-04-26,18.665158371040725
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,19.79638009049774
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,19.23076923076923
2017-05-09,0.0
2017-05-10,19.23076923076923
2017-05-11,39.02714932126697
2017-05-12,40.723981900452486
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,19.23076923076923
2017-05-16,19.79638009049774
2017-05-17,0.0
2017-05-18,19.79638009049774
2017-05-19,20.361990950226243
2017-05-20,23.190045248868778
2017-05-21,0.0
2017-05-22,19.23076923076923
2017-05-23,39.02714932126697
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,20.92760180995475
2017-05-27,23.755656108597286
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,19.79638009049774
2017-06-01,0.0
2017-06-02,20.92760180995475
2017-06-03,0.0
