date,hillary supporter
2016-09-18,3.5783817951959547
2016-09-19,3.5783817951959547
2016-09-20,5.683312262958281
2016-09-21,6.3147914032869785
2016-09-22,11.15613147914033
2016-09-23,6.735777496839444
2016-09-24,4.84134007585335
2016-09-25,11.577117572692794
2016-09-26,8.419721871049305
2016-09-27,11.366624525916562
2016-09-28,15.576485461441214
2016-09-29,10.945638432364097
2016-09-30,5.472819216182049
2016-10-01,5.8678887484197215
2016-10-02,4.789190897597978
2016-10-03,5.894121365360304
2016-10-04,6.341656131479141
2016-10-05,6.552149178255373
2016-10-06,3.262958280657396
2016-10-07,4.894437420986094
2016-10-08,6.736409608091025
2016-10-09,10.1570796460177
2016-10-10,12.841024020227561
2016-10-11,9.446586599241467
2016-10-12,11.025600505689003
2016-10-13,9.709860935524652
2016-10-14,11.367572692793932
2016-10-15,10.34134007585335
2016-10-16,12.841024020227561
2016-10-17,11.130530973451329
2016-10-18,13.867256637168142
2016-10-19,12.420037926675095
2016-10-20,18.445954487989887
2016-10-21,9.025600505689003
2016-10-22,6.946902654867257
2016-10-23,7.604614412136536
2016-10-24,5.525916561314792
2016-10-25,13.867256637168142
2016-10-26,15.103982300884956
2016-10-27,13.209544879898862
2016-10-28,15.314475347661189
2016-10-29,18.051201011378005
2016-10-30,12.367572692793932
2016-10-31,18.02465233881163
2016-11-01,10.025600505689003
2016-11-02,19.0
2016-11-03,18.0
2016-11-04,14.0
2016-11-05,15.0
2016-11-06,35.0
2016-11-07,27.0
2016-11-08,40.0
2016-11-09,100.0
2016-11-10,86.0
2016-11-11,69.0
2016-11-12,51.0
2016-11-13,29.0
2016-11-14,23.0
2016-11-15,26.0
2016-11-16,14.0
2016-11-17,11.0
2016-11-18,7.0
2016-11-19,12.0
2016-11-20,7.0
2016-11-21,6.0
2016-11-22,8.0
2016-11-23,4.0
2016-11-24,9.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,7.0
2016-11-28,4.0
2016-11-29,6.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,4.0
2016-12-03,3.0
2016-12-04,4.0
2016-12-05,3.0
2016-12-06,5.0
2016-12-07,4.0
2016-12-08,4.0
2016-12-09,5.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,6.0
2016-12-13,3.0
2016-12-14,4.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,2.0
2016-12-19,4.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,6.0
2016-12-23,4.0
2016-12-24,1.0
2016-12-25,6.0
2016-12-26,2.0
2016-12-27,7.0
2016-12-28,2.0
2016-12-29,3.0
2016-12-30,5.0
2016-12-31,3.0
2017-01-01,5.0
2017-01-02,2.0
2017-01-03,4.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,2.0
2017-01-08,3.0
2017-01-09,6.0
2017-01-10,3.0
2017-01-11,4.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,1.0
2017-01-15,4.0
2017-01-16,2.0
2017-01-17,4.0
2017-01-18,3.0
2017-01-19,4.0
2017-01-20,5.0
2017-01-21,10.0
2017-01-22,7.0
2017-01-23,13.0
2017-01-24,6.0
2017-01-25,2.0
2017-01-26,6.0
2017-01-27,4.0
2017-01-28,3.0
2017-01-29,3.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,2.0
2017-02-02,2.0
2017-02-03,4.0
2017-02-04,8.0
2017-02-05,2.0
2017-02-06,3.0
2017-02-07,1.0
2017-02-08,5.0
2017-02-09,2.0
2017-02-10,3.0
2017-02-11,3.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,1.0
2017-02-15,3.0
2017-02-16,4.0
2017-02-17,4.0
2017-02-18,3.0
2017-02-19,3.0
2017-02-20,2.0
2017-02-21,3.0
2017-02-22,1.0
2017-02-23,3.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,0.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,0.9984177215189873
2017-03-02,1.4984177215189873
2017-03-03,1.0221518987341773
2017-03-04,1.5933544303797469
2017-03-05,2.4003164556962027
2017-03-06,2.2341772151898738
2017-03-07,2.4699367088607596
2017-03-08,1.4984177215189873
2017-03-09,1.259493670886076
2017-03-10,1.5443037974683544
2017-03-11,1.3781645569620253
2017-03-12,1.0696202531645569
2017-03-13,0.5
2017-03-14,1.4984177215189873
2017-03-15,0.9984177215189873
2017-03-16,1.259493670886076
2017-03-17,2.0443037974683547
2017-03-18,1.0696202531645569
2017-03-19,0.569620253164557
2017-03-20,0.5
2017-03-21,1.9968354430379747
2017-03-22,1.7357594936708862
2017-03-23,1.4984177215189873
2017-03-24,1.5221518987341773
2017-03-25,1.0933544303797469
2017-03-26,0.5933544303797469
2017-03-27,1.9968354430379747
2017-03-28,0.9984177215189873
2017-03-29,1.4984177215189873
2017-03-30,2.5443037974683547
2017-03-31,1.0221518987341773
2017-04-01,1.0933544303797469
2017-04-02,3.5601265822784813
2017-04-03,1.9936708860759496
2017-04-04,2.0411392405063293
2017-04-05,0.9968354430379748
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,1.8037974683544304
2017-04-09,1.1867088607594938
2017-04-10,1.0443037974683544
2017-04-11,1.0443037974683544
2017-04-12,1.0443037974683544
2017-04-13,1.0917721518987342
2017-04-14,1.1867088607594938
2017-04-15,0.0
2017-04-16,1.8512658227848102
2017-04-17,1.0917721518987342
2017-04-18,1.518987341772152
2017-04-19,1.9936708860759496
2017-04-20,1.0443037974683544
2017-04-21,1.6139240506329116
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.9968354430379748
2017-04-25,0.0
2017-04-26,0.9968354430379748
2017-04-27,0.0
2017-04-28,3.1329113924050636
2017-04-29,0.0
2017-04-30,1.8512658227848102
2017-05-01,1.6613924050632913
2017-05-02,0.9968354430379748
2017-05-03,0.9968354430379748
2017-05-04,0.9968354430379748
2017-05-05,1.0443037974683544
2017-05-06,4.746835443037975
2017-05-07,0.0
2017-05-08,2.0411392405063293
2017-05-09,2.0411392405063293
2017-05-10,2.0411392405063293
2017-05-11,0.9968354430379748
2017-05-12,3.180379746835443
2017-05-13,1.1867088607594938
2017-05-14,1.2341772151898736
2017-05-15,0.0
2017-05-16,2.5632911392405067
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,1.0443037974683544
2017-05-20,1.1867088607594938
2017-05-21,0.0
2017-05-22,1.518987341772152
2017-05-23,0.9968354430379748
2017-05-24,1.518987341772152
2017-05-25,1.0443037974683544
2017-05-26,1.139240506329114
2017-05-27,1.8512658227848102
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,1.5664556962025318
2017-05-31,2.0411392405063293
2017-06-01,1.0443037974683544
2017-06-02,2.1835443037974684
2017-06-03,1.2341772151898736
