date,trump scam
2016-12-13,9.0
2016-12-14,4.0
2016-12-15,5.0
2016-12-16,0.0
2016-12-17,5.0
2016-12-18,0.0
2016-12-19,1.0
2016-12-20,3.0
2016-12-21,8.0
2016-12-22,6.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,7.0
2016-12-26,3.0
2016-12-27,14.0
2016-12-28,0.0
2016-12-29,8.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,7.0
2017-01-02,0.0
2017-01-03,5.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,7.0
2017-01-08,3.0
2017-01-09,1.0
2017-01-10,5.0
2017-01-11,10.0
2017-01-12,5.0
2017-01-13,4.0
2017-01-14,4.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,5.0
2017-01-18,11.0
2017-01-19,5.0
2017-01-20,21.0
2017-01-21,23.0
2017-01-22,14.0
2017-01-23,14.0
2017-01-24,13.0
2017-01-25,15.0
2017-01-26,9.0
2017-01-27,4.0
2017-01-28,75.0
2017-01-29,33.0
2017-01-30,25.0
2017-01-31,21.0
2017-02-01,10.0
2017-02-02,14.0
2017-02-03,12.0
2017-02-04,6.0
2017-02-05,8.0
2017-02-06,2.0
2017-02-07,5.0
2017-02-08,11.0
2017-02-09,3.0
2017-02-10,5.0
2017-02-11,9.0
2017-02-12,9.0
2017-02-13,11.0
2017-02-14,8.0
2017-02-15,6.0
2017-02-16,4.0
2017-02-17,9.0
2017-02-18,7.0
2017-02-19,4.0
2017-02-20,5.0
2017-02-21,11.0
2017-02-22,2.0
2017-02-23,5.0
2017-02-24,3.0
2017-02-25,7.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,8.0
2017-03-01,7.226612903225806
2017-03-02,8.082258064516129
2017-03-03,3.463709677419355
2017-03-04,4.845161290322581
2017-03-05,4.422580645161291
2017-03-06,5.989516129032258
2017-03-07,8.726612903225806
2017-03-08,1.4483870967741934
2017-03-09,3.396774193548387
2017-03-10,4.252419354838709
2017-03-11,4.066935483870967
2017-03-12,2.6338709677419354
2017-03-13,3.185483870967742
2017-03-14,3.5411290322580644
2017-03-15,3.685483870967742
2017-03-16,6.582258064516129
2017-03-17,4.108064516129032
2017-03-18,3.778225806451613
2017-03-19,1.9225806451612903
2017-03-20,5.675
2017-03-21,3.582258064516129
2017-03-22,7.360483870967742
2017-03-23,5.133870967741935
2017-03-24,6.819354838709677
2017-03-25,4.778225806451613
2017-03-26,3.4225806451612906
2017-03-27,2.778225806451613
2017-03-28,4.726612903225806
2017-03-29,3.989516129032258
2017-03-30,5.700806451612904
2017-03-31,4.252419354838709
2017-04-01,3.4225806451612906
2017-04-02,7.35
2017-04-03,6.164516129032258
2017-04-04,3.793548387096774
2017-04-05,3.082258064516129
2017-04-06,6.401612903225806
2017-04-07,3.3193548387096774
2017-04-08,4.504838709677419
2017-04-09,2.1338709677419354
2017-04-10,5.690322580645161
2017-04-11,3.793548387096774
2017-04-12,0.0
2017-04-13,3.3193548387096774
2017-04-14,2.1338709677419354
2017-04-15,3.082258064516129
2017-04-16,3.793548387096774
2017-04-17,4.030645161290322
2017-04-18,2.370967741935484
2017-04-19,2.370967741935484
2017-04-20,3.082258064516129
2017-04-21,2.608064516129032
2017-04-22,1.4225806451612903
2017-04-23,1.4225806451612903
2017-04-24,3.793548387096774
2017-04-25,3.082258064516129
2017-04-26,6.164516129032258
2017-04-27,5.690322580645161
2017-04-28,4.504838709677419
2017-04-29,2.8451612903225807
2017-04-30,3.793548387096774
2017-05-01,4.030645161290322
2017-05-02,3.793548387096774
2017-05-03,4.979032258064516
2017-05-04,23.70967741935484
2017-05-05,4.504838709677419
2017-05-06,2.8451612903225807
2017-05-07,1.4225806451612903
2017-05-08,6.875806451612903
2017-05-09,19.679032258064517
2017-05-10,3.082258064516129
2017-05-11,7.587096774193548
2017-05-12,3.3193548387096774
2017-05-13,5.216129032258064
2017-05-14,1.4225806451612903
2017-05-15,1.185483870967742
2017-05-16,1.896774193548387
2017-05-17,5.690322580645161
2017-05-18,1.185483870967742
2017-05-19,7.824193548387097
2017-05-20,2.1338709677419354
2017-05-21,7.35
2017-05-22,8.061290322580644
2017-05-23,4.979032258064516
2017-05-24,5.690322580645161
2017-05-25,7.35
2017-05-26,5.453225806451613
2017-05-27,3.082258064516129
2017-05-28,5.453225806451613
2017-05-29,1.896774193548387
2017-05-30,3.793548387096774
2017-05-31,4.504838709677419
2017-06-01,3.3193548387096774
2017-06-02,16.12258064516129
2017-06-03,3.793548387096774
