date,hillary campaign
2016-08-05,9.461187214611872
2016-08-06,8.672754946727549
2016-08-07,10.249619482496195
2016-08-08,9.461187214611872
2016-08-09,10.249619482496195
2016-08-10,8.278538812785389
2016-08-11,6.701674277016743
2016-08-12,7.095890410958904
2016-08-13,6.307458143074581
2016-08-14,5.91324200913242
2016-08-15,7.095890410958904
2016-08-16,6.307458143074581
2016-08-17,7.095890410958904
2016-08-18,7.095890410958904
2016-08-19,6.307458143074581
2016-08-20,6.307458143074581
2016-08-21,7.884322678843226
2016-08-22,7.490106544901065
2016-08-23,7.884322678843226
2016-08-24,6.307458143074581
2016-08-25,8.672754946727549
2016-08-26,7.095890410958904
2016-08-27,5.519025875190258
2016-08-28,5.1248097412480975
2016-08-29,3.942161339421613
2016-08-30,6.307458143074581
2016-08-31,6.701674277016743
2016-09-01,5.91324200913242
2016-09-02,4.730593607305936
2016-09-03,4.730593607305936
2016-09-04,5.519025875190258
2016-09-05,7.095890410958904
2016-09-06,9.461187214611872
2016-09-07,7.490106544901065
2016-09-08,9.855403348554033
2016-09-09,7.884322678843226
2016-09-10,8.278538812785389
2016-09-11,8.278538812785389
2016-09-12,13.403348554033485
2016-09-13,12.220700152207002
2016-09-14,12.614916286149162
2016-09-15,16.557077625570777
2016-09-16,18.52815829528158
2016-09-17,12.614916286149162
2016-09-18,9.461187214611872
2016-09-19,13.009132420091323
2016-09-20,11.432267884322679
2016-09-21,12.614916286149162
2016-09-22,11.82648401826484
2016-09-23,10.249619482496195
2016-09-24,6.701674277016743
2016-09-25,8.278538812785389
2016-09-26,11.82648401826484
2016-09-27,31.931506849315067
2016-09-28,18.52815829528158
2016-09-29,13.403348554033485
2016-09-30,13.797564687975646
2016-10-01,8.033485540334855
2016-10-02,9.139269406392694
2016-10-03,10.91324200913242
2016-10-04,11.124809741248097
2016-10-05,12.216133942161338
2016-10-06,9.821917808219178
2016-10-07,7.8363774733637745
2016-10-08,12.504566210045661
2016-10-09,9.927701674277017
2016-10-10,23.432267884322677
2016-10-11,16.67275494672755
2016-10-12,17.56697108066971
2016-10-13,16.08143074581431
2016-10-14,16.475646879756468
2016-10-15,10.821917808219178
2016-10-16,13.30745814307458
2016-10-17,14.595890410958905
2016-10-18,14.095890410958905
2016-10-19,16.764079147640793
2016-10-20,30.58599695585997
2016-10-21,17.36986301369863
2016-10-22,14.581430745814307
2016-10-23,16.687214611872147
2016-10-24,16.975646879756468
2016-10-25,14.595890410958905
2016-10-26,14.581430745814307
2016-10-27,17.264079147640793
2016-10-28,20.15829528158295
2016-10-29,30.17732115677321
2016-10-30,25.82648401826484
2016-10-31,24.235159817351597
2016-11-01,23.62937595129376
2016-11-02,29.0
2016-11-03,29.0
2016-11-04,26.0
2016-11-05,30.0
2016-11-06,37.0
2016-11-07,44.0
2016-11-08,51.0
2016-11-09,100.0
2016-11-10,36.0
2016-11-11,21.0
2016-11-12,19.0
2016-11-13,16.0
2016-11-14,11.0
2016-11-15,11.0
2016-11-16,9.0
2016-11-17,9.0
2016-11-18,5.0
2016-11-19,4.0
2016-11-20,3.0
2016-11-21,4.0
2016-11-22,3.0
2016-11-23,4.0
2016-11-24,2.0
2016-11-25,4.0
2016-11-26,9.0
2016-11-27,7.0
2016-11-28,3.0
2016-11-29,2.0
2016-11-30,5.0
2016-12-01,3.0
2016-12-02,4.0
2016-12-03,2.0
2016-12-04,4.0
2016-12-05,3.0
2016-12-06,2.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,2.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,3.0
2016-12-13,3.0
2016-12-14,3.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,4.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,2.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,2.0
2017-01-14,2.0
2017-01-15,3.0
2017-01-16,2.0
2017-01-17,1.0
2017-01-18,2.0
2017-01-19,3.0
2017-01-20,5.0
2017-01-21,6.0
2017-01-22,3.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,1.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,1.0
2017-01-29,2.0
2017-01-30,1.0
2017-01-31,2.0
2017-02-01,1.0
2017-02-02,2.0
2017-02-03,2.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,1.0
2017-02-10,2.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,2.0
2017-02-25,1.0
2017-02-26,2.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,1.096774193548387
2017-03-02,1.9946236559139785
2017-03-03,1.2956989247311828
2017-03-04,1.2956989247311828
2017-03-05,1.596774193548387
2017-03-06,1.096774193548387
2017-03-07,1.096774193548387
2017-03-08,0.8978494623655914
2017-03-09,1.2956989247311828
2017-03-10,1.096774193548387
2017-03-11,1.7956989247311828
2017-03-12,1.096774193548387
2017-03-13,2.295698924731183
2017-03-14,1.096774193548387
2017-03-15,0.8978494623655914
2017-03-16,0.8978494623655914
2017-03-17,1.096774193548387
2017-03-18,0.8978494623655914
2017-03-19,0.1989247311827957
2017-03-20,1.096774193548387
2017-03-21,1.7956989247311828
2017-03-22,1.096774193548387
2017-03-23,1.096774193548387
2017-03-24,0.3978494623655914
2017-03-25,0.8978494623655914
2017-03-26,0.3978494623655914
2017-03-27,0.8978494623655914
2017-03-28,0.6989247311827957
2017-03-29,1.096774193548387
2017-03-30,1.2956989247311828
2017-03-31,1.7956989247311828
2017-04-01,1.3978494623655915
2017-04-02,0.7956989247311828
2017-04-03,1.5913978494623655
2017-04-04,0.7956989247311828
2017-04-05,1.193548387096774
2017-04-06,1.193548387096774
2017-04-07,0.7956989247311828
2017-04-08,0.7956989247311828
2017-04-09,1.193548387096774
2017-04-10,1.193548387096774
2017-04-11,0.3978494623655914
2017-04-12,1.193548387096774
2017-04-13,1.989247311827957
2017-04-14,1.193548387096774
2017-04-15,1.193548387096774
2017-04-16,1.193548387096774
2017-04-17,1.5913978494623655
2017-04-18,6.763440860215053
2017-04-19,2.387096774193548
2017-04-20,2.387096774193548
2017-04-21,1.989247311827957
2017-04-22,1.5913978494623655
2017-04-23,1.5913978494623655
2017-04-24,1.5913978494623655
2017-04-25,1.5913978494623655
2017-04-26,1.5913978494623655
2017-04-27,1.193548387096774
2017-04-28,0.7956989247311828
2017-04-29,0.7956989247311828
2017-04-30,0.7956989247311828
2017-05-01,1.193548387096774
2017-05-02,0.7956989247311828
2017-05-03,1.989247311827957
2017-05-04,1.5913978494623655
2017-05-05,0.7956989247311828
2017-05-06,0.7956989247311828
2017-05-07,0.3978494623655914
2017-05-08,1.193548387096774
2017-05-09,1.193548387096774
2017-05-10,1.5913978494623655
2017-05-11,1.193548387096774
2017-05-12,1.193548387096774
2017-05-13,0.3978494623655914
2017-05-14,1.193548387096774
2017-05-15,0.7956989247311828
2017-05-16,39.784946236559136
2017-05-17,1.5913978494623655
2017-05-18,1.5913978494623655
2017-05-19,1.193548387096774
2017-05-20,1.193548387096774
2017-05-21,0.7956989247311828
2017-05-22,0.7956989247311828
2017-05-23,0.7956989247311828
2017-05-24,1.193548387096774
2017-05-25,0.3978494623655914
2017-05-26,0.7956989247311828
2017-05-27,1.193548387096774
2017-05-28,0.7956989247311828
2017-05-29,0.7956989247311828
2017-05-30,0.3978494623655914
2017-05-31,1.5913978494623655
2017-06-01,1.5913978494623655
2017-06-02,1.193548387096774
2017-06-03,0.7956989247311828
