date,putin health
2017-02-15,44.0
2017-02-16,33.0
2017-02-17,11.0
2017-02-18,13.0
2017-02-19,0.0
2017-02-20,22.0
2017-02-21,11.0
2017-02-22,0.0
2017-02-23,11.0
2017-02-24,23.0
2017-02-25,0.0
2017-02-26,13.0
2017-02-27,11.0
2017-02-28,11.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,12.421768707482993
2017-03-05,27.731292517006803
2017-03-06,10.717687074829932
2017-03-07,5.5
2017-03-08,11.0
2017-03-09,13.527210884353742
2017-03-10,22.11904761904762
2017-03-11,0.0
2017-03-12,12.5
2017-03-13,19.027210884353742
2017-03-14,24.054421768707485
2017-03-15,16.336734693877553
2017-03-16,5.5
2017-03-17,8.428571428571429
2017-03-18,0.0
2017-03-19,6.020408163265306
2017-03-20,21.836734693877553
2017-03-21,0.0
2017-03-22,21.336734693877553
2017-03-23,16.336734693877553
2017-03-24,40.18707482993197
2017-03-25,25.843537414965986
2017-03-26,31.86394557823129
2017-03-27,69.6360544217687
2017-03-28,10.717687074829932
2017-03-29,11.119047619047619
2017-03-30,11.119047619047619
2017-03-31,17.11904761904762
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,11.238095238095237
2017-04-04,11.238095238095237
2017-04-05,0.0
2017-04-06,22.476190476190474
2017-04-07,23.27891156462585
2017-04-08,25.687074829931973
2017-04-09,25.687074829931973
2017-04-10,11.238095238095237
2017-04-11,11.238095238095237
2017-04-12,11.238095238095237
2017-04-13,23.27891156462585
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,11.238095238095237
2017-04-19,11.238095238095237
2017-04-20,22.476190476190474
2017-04-21,0.0
2017-04-22,12.843537414965986
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,11.238095238095237
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,12.843537414965986
2017-05-01,12.040816326530612
2017-05-02,16.054421768707485
2017-05-03,11.238095238095237
2017-05-04,21.6734693877551
2017-05-05,23.27891156462585
2017-05-06,0.0
2017-05-07,12.843537414965986
2017-05-08,11.238095238095237
2017-05-09,11.238095238095237
2017-05-10,11.238095238095237
2017-05-11,11.238095238095237
2017-05-12,11.238095238095237
2017-05-13,0.0
2017-05-14,26.489795918367346
2017-05-15,16.857142857142858
2017-05-16,0.0
2017-05-17,11.238095238095237
2017-05-18,16.857142857142858
2017-05-19,11.238095238095237
2017-05-20,12.843537414965986
2017-05-21,12.843537414965986
2017-05-22,0.0
2017-05-23,10.435374149659864
2017-05-24,21.6734693877551
2017-05-25,11.238095238095237
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,12.040816326530612
2017-05-30,11.238095238095237
2017-05-31,0.0
2017-06-01,11.238095238095237
2017-06-02,64.21768707482994
2017-06-03,59.40136054421769
