date,electoral college
2017-05-14,0.014374700527072353
2017-05-15,0.02347867752755151
2017-05-16,0.026832774317201727
2017-05-17,0.029228557738380453
2017-05-18,0.029228557738380453
2017-05-19,0.028749401054144707
2017-05-20,0.015333013895543843
2017-05-21,0.012458073790129373
2017-05-22,0.024436990896023
2017-05-23,0.026832774317201727
2017-05-24,0.02060373742213704
2017-05-25,0.018207954000958315
2017-05-26,0.018207954000958315
2017-05-27,0.012937230474365118
2017-05-28,0.016291327264015335
2017-05-29,0.011499760421657883
2017-05-30,0.013895543842836608
2017-05-31,0.02156205079060853
2017-06-01,0.016770483948251078
2017-06-02,0.019166267369429803
2017-06-03,0.010541447053186392
