date,hillary fraud
2016-11-09,93.0
2016-11-10,49.0
2016-11-11,33.0
2016-11-12,22.0
2016-11-13,36.0
2016-11-14,14.0
2016-11-15,11.0
2016-11-16,8.0
2016-11-17,14.0
2016-11-18,9.0
2016-11-19,13.0
2016-11-20,11.0
2016-11-21,8.0
2016-11-22,10.0
2016-11-23,36.0
2016-11-24,22.0
2016-11-25,12.0
2016-11-26,13.0
2016-11-27,13.0
2016-11-28,25.0
2016-11-29,25.0
2016-11-30,8.0
2016-12-01,13.0
2016-12-02,6.0
2016-12-03,6.0
2016-12-04,0.0
2016-12-05,8.0
2016-12-06,13.0
2016-12-07,16.0
2016-12-08,9.0
2016-12-09,5.0
2016-12-10,11.0
2016-12-11,7.0
2016-12-12,10.0
2016-12-13,6.0
2016-12-14,8.0
2016-12-15,14.0
2016-12-16,14.0
2016-12-17,3.0
2016-12-18,5.0
2016-12-19,7.0
2016-12-20,7.0
2016-12-21,3.0
2016-12-22,6.0
2016-12-23,0.0
2016-12-24,5.0
2016-12-25,7.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,5.0
2016-12-29,3.0
2016-12-30,8.0
2016-12-31,4.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,6.0
2017-01-05,3.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,3.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,4.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,3.0
2017-01-15,0.0
2017-01-16,3.0
2017-01-17,3.0
2017-01-18,4.0
2017-01-19,4.0
2017-01-20,4.0
2017-01-21,3.0
2017-01-22,9.0
2017-01-23,4.0
2017-01-24,11.0
2017-01-25,16.0
2017-01-26,10.0
2017-01-27,13.0
2017-01-28,10.0
2017-01-29,8.0
2017-01-30,5.0
2017-01-31,7.0
2017-02-01,7.0
2017-02-02,3.0
2017-02-03,8.0
2017-02-04,3.0
2017-02-05,6.0
2017-02-06,8.0
2017-02-07,8.0
2017-02-08,5.0
2017-02-09,3.0
2017-02-10,0.0
2017-02-11,8.0
2017-02-12,3.0
2017-02-13,7.0
2017-02-14,3.0
2017-02-15,3.0
2017-02-16,5.0
2017-02-17,3.0
2017-02-18,3.0
2017-02-19,3.0
2017-02-20,0.0
2017-02-21,3.0
2017-02-22,4.0
2017-02-23,4.0
2017-02-24,0.0
2017-02-25,3.0
2017-02-26,0.0
2017-02-27,3.0
2017-02-28,4.0
2017-03-01,2.5
2017-03-02,1.7688000000000001
2017-03-03,3.3224
2017-03-04,0.0
2017-03-05,1.5
2017-03-06,4.984
2017-03-07,1.7152
2017-03-08,4.984
2017-03-09,3.2688
2017-03-10,3.3224
2017-03-11,3.5368
2017-03-12,0.0
2017-03-13,1.5
2017-03-14,0.0
2017-03-15,3.2688
2017-03-16,1.5
2017-03-17,0.0
2017-03-18,1.5
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,5.8952
2017-03-22,3.2152000000000003
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,5.090400000000001
2017-03-26,3.5904000000000003
2017-03-27,3.2688
2017-03-28,4.268800000000001
2017-03-29,0.0
2017-03-30,1.5
2017-03-31,1.5
2017-04-01,0.0
2017-04-02,4.1808000000000005
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,3.5376000000000003
2017-04-06,3.6448
2017-04-07,7.5040000000000004
2017-04-08,4.288
2017-04-09,4.288
2017-04-10,3.6448
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,4.3952
2017-04-17,0.0
2017-04-18,3.5376000000000003
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,3.8592
2017-04-22,0.0
2017-04-23,4.1808000000000005
2017-04-24,3.6448
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,3.7520000000000002
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,3.7520000000000002
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,3.6448
2017-05-09,3.6448
2017-05-10,3.6448
2017-05-11,5.4672
2017-05-12,0.0
2017-05-13,4.288
2017-05-14,8.4688
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,7.1824
2017-05-18,3.6448
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,10.72
2017-05-23,7.075200000000001
2017-05-24,3.6448
2017-05-25,0.0
2017-05-26,3.8592
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,3.6448
2017-05-31,0.0
2017-06-01,3.6448
2017-06-02,3.8592
2017-06-03,4.288
