date,tapp
2016-09-26,21.479713603818613
2016-09-27,23.269689737470166
2016-09-28,17.004773269689736
2016-09-29,21.479713603818613
2016-09-30,17.60143198090692
2016-10-01,17.36157517899761
2016-10-02,14.756563245823388
2016-10-03,20.292362768496417
2016-10-04,20.739856801909305
2016-10-05,17.54653937947494
2016-10-06,17.599045346062052
2016-10-07,14.002386634844868
2016-10-08,15.704057279236276
2016-10-09,12.010739856801909
2016-10-10,16.449880668257755
2016-10-11,17.5381861575179
2016-10-12,15.905727923627683
2016-10-13,22.59069212410501
2016-10-14,21.889021479713605
2016-10-15,15.80071599045346
2016-10-16,15.010739856801909
2016-10-17,29.618138424821
2016-10-18,28.416467780429592
2016-10-19,26.134844868735083
2016-10-20,23.0381861575179
2016-10-21,22.292362768496417
2016-10-22,24.731503579952268
2016-10-23,19.695704057279237
2016-10-24,20.441527446300714
2016-10-25,18.30071599045346
2016-10-26,17.502386634844868
2016-10-27,18.449880668257755
2016-10-28,19.002386634844868
2016-10-29,18.853221957040574
2016-10-30,21.5381861575179
2016-10-31,19.151551312649165
2016-11-01,22.634844868735083
2016-11-02,26.0
2016-11-03,18.0
2016-11-04,21.0
2016-11-05,21.0
2016-11-06,16.0
2016-11-07,19.0
2016-11-08,17.0
2016-11-09,18.0
2016-11-10,13.0
2016-11-11,13.0
2016-11-12,20.0
2016-11-13,19.0
2016-11-14,15.0
2016-11-15,21.0
2016-11-16,26.0
2016-11-17,22.0
2016-11-18,15.0
2016-11-19,13.0
2016-11-20,19.0
2016-11-21,15.0
2016-11-22,21.0
2016-11-23,22.0
2016-11-24,17.0
2016-11-25,19.0
2016-11-26,15.0
2016-11-27,20.0
2016-11-28,26.0
2016-11-29,19.0
2016-11-30,18.0
2016-12-01,16.0
2016-12-02,19.0
2016-12-03,17.0
2016-12-04,26.0
2016-12-05,21.0
2016-12-06,16.0
2016-12-07,19.0
2016-12-08,15.0
2016-12-09,20.0
2016-12-10,20.0
2016-12-11,26.0
2016-12-12,25.0
2016-12-13,16.0
2016-12-14,17.0
2016-12-15,24.0
2016-12-16,28.0
2016-12-17,36.0
2016-12-18,19.0
2016-12-19,53.0
2016-12-20,100.0
2016-12-21,66.0
2016-12-22,24.0
2016-12-23,21.0
2016-12-24,21.0
2016-12-25,14.0
2016-12-26,20.0
2016-12-27,15.0
2016-12-28,24.0
2016-12-29,22.0
2016-12-30,29.0
2016-12-31,11.0
2017-01-01,11.0
2017-01-02,14.0
2017-01-03,14.0
2017-01-04,19.0
2017-01-05,19.0
2017-01-06,13.0
2017-01-07,10.0
2017-01-08,16.0
2017-01-09,17.0
2017-01-10,20.0
2017-01-11,24.0
2017-01-12,18.0
2017-01-13,17.0
2017-01-14,19.0
2017-01-15,13.0
2017-01-16,21.0
2017-01-17,12.0
2017-01-18,20.0
2017-01-19,19.0
2017-01-20,18.0
2017-01-21,12.0
2017-01-22,17.0
2017-01-23,27.0
2017-01-24,24.0
2017-01-25,19.0
2017-01-26,15.0
2017-01-27,15.0
2017-01-28,18.0
2017-01-29,15.0
2017-01-30,16.0
2017-01-31,18.0
2017-02-01,19.0
2017-02-02,18.0
2017-02-03,21.0
2017-02-04,19.0
2017-02-05,17.0
2017-02-06,18.0
2017-02-07,23.0
2017-02-08,23.0
2017-02-09,23.0
2017-02-10,20.0
2017-02-11,17.0
2017-02-12,19.0
2017-02-13,17.0
2017-02-14,17.0
2017-02-15,20.0
2017-02-16,22.0
2017-02-17,24.0
2017-02-18,22.0
2017-02-19,23.0
2017-02-20,22.0
2017-02-21,26.0
2017-02-22,24.0
2017-02-23,28.0
2017-02-24,36.0
2017-02-25,25.0
2017-02-26,31.0
2017-02-27,21.0
2017-02-28,29.0
2017-03-01,23.11441743503772
2017-03-02,21.703269069572507
2017-03-03,22.662615255658004
2017-03-04,68.79505448449288
2017-03-05,58.0360435875943
2017-03-06,42.091785414920366
2017-03-07,31.421626152556577
2017-03-08,31.65507124895222
2017-03-09,26.703269069572507
2017-03-10,28.65507124895222
2017-03-11,20.799664710813076
2017-03-12,18.1219614417435
2017-03-13,27.566219614417435
2017-03-14,29.743922883487006
2017-03-15,37.14752724224644
2017-03-16,25.203269069572507
2017-03-17,29.29212070410729
2017-03-18,18.299664710813076
2017-03-19,21.025565800502932
2017-03-20,22.525565800502932
2017-03-21,25.429170159262362
2017-03-22,29.15507124895222
2017-03-23,25.977367979882647
2017-03-24,20.525565800502932
2017-03-25,14.484911986588433
2017-03-26,20.57376362112322
2017-03-27,23.477367979882647
2017-03-28,27.880972338642078
2017-03-29,20.799664710813076
2017-03-30,18.71081307627829
2017-03-31,18.799664710813076
2017-04-01,15.621961441743503
2017-04-02,14.51802179379715
2017-04-03,23.954735959765294
2017-04-04,23.954735959765294
2017-04-05,21.777032690695723
2017-04-06,24.680637049455154
2017-04-07,19.59932942162615
2017-04-08,18.147527242246436
2017-04-09,18.873428331936292
2017-04-10,19.59932942162615
2017-04-11,19.59932942162615
2017-04-12,19.59932942162615
2017-04-13,21.051131601005867
2017-04-14,17.421626152556577
2017-04-15,11.61441743503772
2017-04-16,28.31014249790444
2017-04-17,23.954735959765294
2017-04-18,22.502933780385582
2017-04-19,23.22883487007544
2017-04-20,23.22883487007544
2017-04-21,15.969823973176863
2017-04-22,15.243922883487006
2017-04-23,17.421626152556577
2017-04-24,15.969823973176863
2017-04-25,25.40653813914501
2017-04-26,18.873428331936292
2017-04-27,20.325230511316008
2017-04-28,17.421626152556577
2017-04-29,18.147527242246436
2017-04-30,19.59932942162615
2017-05-01,21.777032690695723
2017-05-02,23.22883487007544
2017-05-03,19.59932942162615
2017-05-04,18.873428331936292
2017-05-05,20.325230511316008
2017-05-06,15.969823973176863
2017-05-07,16.69572506286672
2017-05-08,22.502933780385582
2017-05-09,21.777032690695723
2017-05-10,21.051131601005867
2017-05-11,17.421626152556577
2017-05-12,18.147527242246436
2017-05-13,13.792120704107292
2017-05-14,10.162615255658004
2017-05-15,18.147527242246436
2017-05-16,23.954735959765294
2017-05-17,15.243922883487006
2017-05-18,18.147527242246436
2017-05-19,17.421626152556577
2017-05-20,19.59932942162615
2017-05-21,12.340318524727577
2017-05-22,19.59932942162615
2017-05-23,26.13243922883487
2017-05-24,16.69572506286672
2017-05-25,21.777032690695723
2017-05-26,20.325230511316008
2017-05-27,16.69572506286672
2017-05-28,32.665549036043586
2017-05-29,23.954735959765294
2017-05-30,33.39145012573344
2017-05-31,23.954735959765294
2017-06-01,21.051131601005867
2017-06-02,18.147527242246436
2017-06-03,16.69572506286672
