date,trump strength
2017-04-10,5.576584507042254
2017-04-11,4.142605633802817
2017-04-12,8.60387323943662
2017-04-13,8.763204225352114
2017-04-14,15.933098591549296
2017-04-15,6.691901408450705
2017-04-16,3.3459507042253525
2017-04-17,10.19718309859155
2017-04-18,2.7086267605633805
2017-04-19,5.417253521126761
2017-04-20,2.7086267605633805
2017-04-21,2.8679577464788735
2017-04-22,4.779929577464789
2017-04-23,4.779929577464789
2017-04-24,4.142605633802817
2017-04-25,8.125880281690142
2017-04-26,0.0
2017-04-27,9.719190140845072
2017-04-28,4.30193661971831
2017-04-29,3.1866197183098595
2017-04-30,9.878521126760564
2017-05-01,3.0272887323943665
2017-05-02,5.417253521126761
2017-05-03,2.7086267605633805
2017-05-04,5.576584507042254
2017-05-05,5.735915492957747
2017-05-06,3.1866197183098595
2017-05-07,3.1866197183098595
2017-05-08,0.0
2017-05-09,2.7086267605633805
2017-05-10,5.417253521126761
2017-05-11,5.417253521126761
2017-05-12,10.037852112676058
2017-05-13,4.779929577464789
2017-05-14,3.3459507042253525
2017-05-15,2.7086267605633805
2017-05-16,2.7086267605633805
2017-05-17,6.851232394366198
2017-05-18,5.576584507042254
2017-05-19,7.169894366197184
2017-05-20,9.878521126760564
2017-05-21,3.3459507042253525
2017-05-22,2.7086267605633805
2017-05-23,5.417253521126761
2017-05-24,4.142605633802817
2017-05-25,10.037852112676058
2017-05-26,3.0272887323943665
2017-05-27,3.3459507042253525
2017-05-28,8.444542253521128
2017-05-29,5.89524647887324
2017-05-30,8.444542253521128
2017-05-31,8.444542253521128
2017-06-01,2.8679577464788735
2017-06-02,7.329225352112677
2017-06-03,8.285211267605634
