date,trump supporter
2017-04-26,1.5982035928143712
2017-04-27,2.3502994011976046
2017-04-28,2.1622754491017964
2017-04-29,2.444311377245509
2017-04-30,3.478443113772455
2017-05-01,3.6664670658682637
2017-05-02,3.2904191616766467
2017-05-03,3.384431137724551
2017-05-04,3.2904191616766467
2017-05-05,5.264670658682634
2017-05-06,3.384431137724551
2017-05-07,2.2562874251497007
2017-05-08,2.068263473053892
2017-05-09,2.91437125748503
2017-05-10,3.9485029940119762
2017-05-11,5.922754491017964
2017-05-12,9.401197604790418
2017-05-13,5.358682634730539
2017-05-14,4.982634730538922
2017-05-15,3.2904191616766467
2017-05-16,3.7604790419161676
2017-05-17,4.982634730538922
2017-05-18,3.2904191616766467
2017-05-19,3.384431137724551
2017-05-20,4.136526946107784
2017-05-21,4.794610778443114
2017-05-22,3.008383233532934
2017-05-23,4.700598802395209
2017-05-24,3.854491017964072
2017-05-25,2.820359281437126
2017-05-26,3.1023952095808385
2017-05-27,3.008383233532934
2017-05-28,3.6664670658682637
2017-05-29,3.478443113772455
2017-05-30,4.136526946107784
2017-05-31,5.82874251497006
2017-06-01,4.136526946107784
2017-06-02,4.136526946107784
2017-06-03,4.04251497005988
