date,hillary clinton conference
2017-01-10,1.0
2017-01-11,5.0
2017-01-12,6.0
2017-01-13,4.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,0.0
2017-01-19,2.0
2017-01-20,4.0
2017-01-21,1.0
2017-01-22,1.0
2017-01-23,1.0
2017-01-24,2.0
2017-01-25,0.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,0.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,0.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,2.0
2017-02-14,2.0
2017-02-15,1.0
2017-02-16,5.0
2017-02-17,8.0
2017-02-18,2.0
2017-02-19,0.0
2017-02-20,1.0
2017-02-21,2.0
2017-02-22,0.0
2017-02-23,1.0
2017-02-24,2.0
2017-02-25,0.0
2017-02-26,4.0
2017-02-27,0.0
2017-02-28,1.0
2017-03-01,0.0
2017-03-02,1.1229235880398671
2017-03-03,0.0
2017-03-04,0.7059800664451827
2017-03-05,0.0
2017-03-06,0.5
2017-03-07,0.0
2017-03-08,1.1229235880398671
2017-03-09,1.1229235880398671
2017-03-10,0.0
2017-03-11,1.2059800664451827
2017-03-12,0.0
2017-03-13,1.6229235880398671
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.6229235880398671
2017-03-17,1.1229235880398671
2017-03-18,0.5
2017-03-19,0.0
2017-03-20,1.6229235880398671
2017-03-21,0.0
2017-03-22,0.5
2017-03-23,1.6229235880398671
2017-03-24,1.1644518272425248
2017-03-25,1.2475083056478407
2017-03-26,0.5
2017-03-27,1.7043189368770764
2017-03-28,1.6229235880398671
2017-03-29,3.5780730897009967
2017-03-30,0.6229235880398671
2017-03-31,1.1644518272425248
2017-04-01,0.0
2017-04-02,1.495016611295681
2017-04-03,1.2458471760797343
2017-04-04,2.4916943521594686
2017-04-05,1.2458471760797343
2017-04-06,2.4916943521594686
2017-04-07,3.903654485049834
2017-04-08,1.495016611295681
2017-04-09,1.495016611295681
2017-04-10,1.2458471760797343
2017-04-11,0.0
2017-04-12,2.574750830564784
2017-04-13,1.3289036544850499
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,1.3289036544850499
2017-04-18,1.2458471760797343
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,1.495016611295681
2017-04-23,1.4119601328903655
2017-04-24,0.0
2017-04-25,1.2458471760797343
2017-04-26,1.2458471760797343
2017-04-27,0.0
2017-04-28,1.3289036544850499
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,1.8272425249169435
2017-05-03,1.2458471760797343
2017-05-04,1.2458471760797343
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,1.910299003322259
2017-05-12,1.3289036544850499
2017-05-13,1.495016611295681
2017-05-14,1.495016611295681
2017-05-15,0.0
2017-05-16,1.2458471760797343
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,2.574750830564784
2017-05-20,1.495016611295681
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,2.574750830564784
2017-05-31,6.312292358803987
2017-06-01,8.305647840531561
2017-06-02,2.6578073089700998
2017-06-03,4.485049833887043
