date,unhealthy
2016-09-04,60.92307692307693
2016-09-05,59.07692307692308
2016-09-06,68.3076923076923
2016-09-07,72.92307692307693
2016-09-08,63.69230769230769
2016-09-09,67.38461538461539
2016-09-10,58.15384615384616
2016-09-11,63.69230769230769
2016-09-12,83.07692307692308
2016-09-13,79.38461538461539
2016-09-14,85.84615384615385
2016-09-15,79.38461538461539
2016-09-16,60.0
2016-09-17,58.15384615384616
2016-09-18,70.15384615384616
2016-09-19,61.84615384615385
2016-09-20,84.0
2016-09-21,85.84615384615385
2016-09-22,73.84615384615385
2016-09-23,60.0
2016-09-24,45.23076923076923
2016-09-25,70.15384615384616
2016-09-26,76.61538461538461
2016-09-27,83.07692307692308
2016-09-28,92.3076923076923
2016-09-29,79.38461538461539
2016-09-30,78.46153846153847
2016-10-01,57.07692307692308
2016-10-02,61.769230769230774
2016-10-03,70.11538461538461
2016-10-04,70.8076923076923
2016-10-05,86.96153846153847
2016-10-06,72.65384615384616
2016-10-07,63.03846153846154
2016-10-08,66.73076923076923
2016-10-09,62.38461538461539
2016-10-10,74.96153846153847
2016-10-11,85.23076923076923
2016-10-12,80.61538461538461
2016-10-13,77.65384615384616
2016-10-14,68.03846153846155
2016-10-15,60.5
2016-10-16,68.23076923076923
2016-10-17,81.42307692307693
2016-10-18,82.0
2016-10-19,86.26923076923077
2016-10-20,74.8076923076923
2016-10-21,63.34615384615385
2016-10-22,48.0
2016-10-23,65.15384615384616
2016-10-24,78.11538461538461
2016-10-25,89.23076923076923
2016-10-26,81.07692307692308
2016-10-27,78.34615384615384
2016-10-28,64.38461538461539
2016-10-29,50.84615384615385
2016-10-30,70.42307692307693
2016-10-31,67.8076923076923
2016-11-01,84.0
2016-11-02,89.0
2016-11-03,89.0
2016-11-04,64.0
2016-11-05,56.0
2016-11-06,67.0
2016-11-07,86.0
2016-11-08,80.0
2016-11-09,59.0
2016-11-10,68.0
2016-11-11,55.0
2016-11-12,52.0
2016-11-13,68.0
2016-11-14,84.0
2016-11-15,88.0
2016-11-16,82.0
2016-11-17,79.0
2016-11-18,64.0
2016-11-19,52.0
2016-11-20,64.0
2016-11-21,76.0
2016-11-22,81.0
2016-11-23,66.0
2016-11-24,58.0
2016-11-25,48.0
2016-11-26,46.0
2016-11-27,66.0
2016-11-28,72.0
2016-11-29,77.0
2016-11-30,81.0
2016-12-01,84.0
2016-12-02,65.0
2016-12-03,65.0
2016-12-04,64.0
2016-12-05,84.0
2016-12-06,80.0
2016-12-07,78.0
2016-12-08,70.0
2016-12-09,59.0
2016-12-10,51.0
2016-12-11,62.0
2016-12-12,76.0
2016-12-13,76.0
2016-12-14,80.0
2016-12-15,65.0
2016-12-16,60.0
2016-12-17,60.0
2016-12-18,58.0
2016-12-19,65.0
2016-12-20,64.0
2016-12-21,55.0
2016-12-22,52.0
2016-12-23,52.0
2016-12-24,40.0
2016-12-25,45.0
2016-12-26,46.0
2016-12-27,55.0
2016-12-28,55.0
2016-12-29,79.0
2016-12-30,57.0
2016-12-31,57.0
2017-01-01,53.0
2017-01-02,67.0
2017-01-03,71.0
2017-01-04,78.0
2017-01-05,76.0
2017-01-06,72.0
2017-01-07,65.0
2017-01-08,79.0
2017-01-09,82.0
2017-01-10,78.0
2017-01-11,81.0
2017-01-12,80.0
2017-01-13,84.0
2017-01-14,70.0
2017-01-15,77.0
2017-01-16,77.0
2017-01-17,90.0
2017-01-18,84.0
2017-01-19,86.0
2017-01-20,69.0
2017-01-21,62.0
2017-01-22,66.0
2017-01-23,80.0
2017-01-24,85.0
2017-01-25,87.0
2017-01-26,81.0
2017-01-27,63.0
2017-01-28,64.0
2017-01-29,68.0
2017-01-30,87.0
2017-01-31,92.0
2017-02-01,91.0
2017-02-02,87.0
2017-02-03,79.0
2017-02-04,62.0
2017-02-05,72.0
2017-02-06,87.0
2017-02-07,86.0
2017-02-08,97.0
2017-02-09,86.0
2017-02-10,80.0
2017-02-11,66.0
2017-02-12,67.0
2017-02-13,76.0
2017-02-14,73.0
2017-02-15,90.0
2017-02-16,95.0
2017-02-17,78.0
2017-02-18,69.0
2017-02-19,81.0
2017-02-20,80.0
2017-02-21,90.0
2017-02-22,91.0
2017-02-23,88.0
2017-02-24,73.0
2017-02-25,68.0
2017-02-26,69.0
2017-02-27,85.0
2017-02-28,100.0
2017-03-01,93.7943837165473
2017-03-02,96.26498303807011
2017-03-03,77.9119864304561
2017-03-04,68.97813795702979
2017-03-05,79.42668676969468
2017-03-06,95.26498303807011
2017-03-07,87.3752355823596
2017-03-08,86.85318507350169
2017-03-09,90.3311345646438
2017-03-10,75.9119864304561
2017-03-11,61.03693931398417
2017-03-12,80.92668676969468
2017-03-13,87.3164342254052
2017-03-14,83.3752355823596
2017-03-15,88.3752355823596
2017-03-16,84.86053524312099
2017-03-17,77.43403693931398
2017-03-18,66.00753863550698
2017-03-19,72.94138710893328
2017-03-20,85.8752355823596
2017-03-21,87.86053524312099
2017-03-22,97.7723332076894
2017-03-23,86.85318507350169
2017-03-24,75.92668676969468
2017-03-25,70.98548812664907
2017-03-26,78.88993592159818
2017-03-27,88.3458349038824
2017-03-28,84.85318507350169
2017-03-29,91.3311345646438
2017-03-30,84.8458349038824
2017-03-31,68.99283829626837
2017-04-01,57.08104033169997
2017-04-02,73.89747455710517
2017-04-03,84.73577082548059
2017-04-04,88.6769694685262
2017-04-05,86.7063701470034
2017-04-06,73.89747455710517
2017-04-07,64.04447794949114
2017-04-08,60.103279306445536
2017-04-09,69.95627591405956
2017-04-10,85.72107048624198
2017-04-11,81.77987184319637
2017-04-12,79.80927252167358
2017-04-13,68.97097625329815
2017-04-14,60.103279306445536
2017-04-15,54.19148134187712
2017-04-16,64.04447794949114
2017-04-17,88.6769694685262
2017-04-18,76.85337353938937
2017-04-19,84.73577082548059
2017-04-20,81.77987184319637
2017-04-21,73.89747455710517
2017-04-22,70.94157557482096
2017-04-23,67.98567659253675
2017-04-24,81.77987184319637
2017-04-25,96.55936675461741
2017-04-26,88.6769694685262
2017-04-27,84.73577082548059
2017-04-28,69.95627591405956
2017-04-29,62.07387862796834
2017-04-30,67.00037693177535
2017-05-01,90.64756879004901
2017-05-02,80.79457218243498
2017-05-03,86.7063701470034
2017-05-04,80.79457218243498
2017-05-05,79.80927252167358
2017-05-06,62.07387862796834
2017-05-07,67.00037693177535
2017-05-08,81.77987184319637
2017-05-09,88.6769694685262
2017-05-10,78.82397286091218
2017-05-11,84.73577082548059
2017-05-12,74.88277421786657
2017-05-13,55.17678100263852
2017-05-14,66.01507727101395
2017-05-15,77.83867320015078
2017-05-16,80.79457218243498
2017-05-17,83.75047116471919
2017-05-18,79.80927252167358
2017-05-19,67.98567659253675
2017-05-20,58.13267998492273
2017-05-21,62.07387862796834
2017-05-22,77.83867320015078
2017-05-23,67.00037693177535
2017-05-24,81.77987184319637
2017-05-25,74.88277421786657
2017-05-26,62.07387862796834
2017-05-27,59.11797964568413
2017-05-28,67.00037693177535
2017-05-29,61.088578967206935
2017-05-30,68.97097625329815
2017-05-31,78.82397286091218
2017-06-01,69.95627591405956
2017-06-02,76.85337353938937
2017-06-03,61.088578967206935
