date,breitbart news
2016-10-31,18.397989575577064
2016-11-01,17.25390915860015
2016-11-02,17.0
2016-11-03,20.0
2016-11-04,22.0
2016-11-05,18.0
2016-11-06,22.0
2016-11-07,22.0
2016-11-08,28.0
2016-11-09,35.0
2016-11-10,20.0
2016-11-11,26.0
2016-11-12,22.0
2016-11-13,34.0
2016-11-14,100.0
2016-11-15,77.0
2016-11-16,52.0
2016-11-17,38.0
2016-11-18,32.0
2016-11-19,26.0
2016-11-20,24.0
2016-11-21,22.0
2016-11-22,29.0
2016-11-23,26.0
2016-11-24,17.0
2016-11-25,16.0
2016-11-26,19.0
2016-11-27,18.0
2016-11-28,19.0
2016-11-29,19.0
2016-11-30,20.0
2016-12-01,23.0
2016-12-02,24.0
2016-12-03,18.0
2016-12-04,20.0
2016-12-05,18.0
2016-12-06,16.0
2016-12-07,16.0
2016-12-08,17.0
2016-12-09,16.0
2016-12-10,15.0
2016-12-11,16.0
2016-12-12,15.0
2016-12-13,16.0
2016-12-14,15.0
2016-12-15,15.0
2016-12-16,15.0
2016-12-17,14.0
2016-12-18,15.0
2016-12-19,18.0
2016-12-20,16.0
2016-12-21,15.0
2016-12-22,15.0
2016-12-23,13.0
2016-12-24,15.0
2016-12-25,15.0
2016-12-26,13.0
2016-12-27,13.0
2016-12-28,14.0
2016-12-29,16.0
2016-12-30,15.0
2016-12-31,16.0
2017-01-01,16.0
2017-01-02,11.0
2017-01-03,13.0
2017-01-04,14.0
2017-01-05,16.0
2017-01-06,21.0
2017-01-07,18.0
2017-01-08,17.0
2017-01-09,17.0
2017-01-10,14.0
2017-01-11,21.0
2017-01-12,19.0
2017-01-13,18.0
2017-01-14,14.0
2017-01-15,15.0
2017-01-16,15.0
2017-01-17,15.0
2017-01-18,15.0
2017-01-19,16.0
2017-01-20,22.0
2017-01-21,22.0
2017-01-22,26.0
2017-01-23,21.0
2017-01-24,21.0
2017-01-25,20.0
2017-01-26,22.0
2017-01-27,26.0
2017-01-28,22.0
2017-01-29,34.0
2017-01-30,41.0
2017-01-31,37.0
2017-02-01,26.0
2017-02-02,51.0
2017-02-03,33.0
2017-02-04,25.0
2017-02-05,20.0
2017-02-06,21.0
2017-02-07,23.0
2017-02-08,20.0
2017-02-09,19.0
2017-02-10,19.0
2017-02-11,19.0
2017-02-12,16.0
2017-02-13,17.0
2017-02-14,21.0
2017-02-15,22.0
2017-02-16,22.0
2017-02-17,20.0
2017-02-18,17.0
2017-02-19,19.0
2017-02-20,20.0
2017-02-21,31.0
2017-02-22,27.0
2017-02-23,19.0
2017-02-24,27.0
2017-02-25,28.0
2017-02-26,20.0
2017-02-27,18.0
2017-02-28,20.0
2017-03-01,22.193735498839906
2017-03-02,18.280742459396752
2017-03-03,18.280742459396752
2017-03-04,26.493039443155453
2017-03-05,35.561484918793504
2017-03-06,33.890951276102086
2017-03-07,26.04988399071926
2017-03-08,23.50812064965197
2017-03-09,18.40951276102088
2017-03-10,18.280742459396752
2017-03-11,18.595127610208817
2017-03-12,17.352668213457076
2017-03-13,20.151972157772622
2017-03-14,17.780742459396752
2017-03-15,18.595127610208817
2017-03-16,16.66705336426914
2017-03-17,19.966357308584687
2017-03-18,16.295823665893273
2017-03-19,15.424593967517401
2017-03-20,19.837587006960554
2017-03-21,20.708816705336424
2017-03-22,20.52320185614849
2017-03-23,20.76566125290023
2017-03-24,21.1368909512761
2017-03-25,21.080046403712295
2017-03-26,18.095127610208817
2017-03-27,16.53828306264501
2017-03-28,15.795823665893272
2017-03-29,14.924593967517401
2017-03-30,15.610208816705336
2017-03-31,16.66705336426914
2017-04-01,16.53828306264501
2017-04-02,15.220417633410673
2017-04-03,14.849187935034802
2017-04-04,18.561484918793504
2017-04-05,21.902552204176335
2017-04-06,18.190255220417633
2017-04-07,23.387470997679813
2017-04-08,18.190255220417633
2017-04-09,17.447795823665892
2017-04-10,16.33410672853828
2017-04-11,14.849187935034802
2017-04-12,16.33410672853828
2017-04-13,19.303944315545245
2017-04-14,17.07656612529002
2017-04-15,15.591647331786543
2017-04-16,15.591647331786543
2017-04-17,15.962877030162412
2017-04-18,13.735498839907192
2017-04-19,16.33410672853828
2017-04-20,14.849187935034802
2017-04-21,14.477958236658932
2017-04-22,12.250580046403712
2017-04-23,13.735498839907192
2017-04-24,14.849187935034802
2017-04-25,14.849187935034802
2017-04-26,14.106728538283061
2017-04-27,14.477958236658932
2017-04-28,14.849187935034802
2017-04-29,15.962877030162412
2017-04-30,13.364269141531322
2017-05-01,16.33410672853828
2017-05-02,16.33410672853828
2017-05-03,12.621809744779583
2017-05-04,16.33410672853828
2017-05-05,15.220417633410673
2017-05-06,15.220417633410673
2017-05-07,15.962877030162412
2017-05-08,14.477958236658932
2017-05-09,17.07656612529002
2017-05-10,18.932714617169374
2017-05-11,17.07656612529002
2017-05-12,13.735498839907192
2017-05-13,14.849187935034802
2017-05-14,14.849187935034802
2017-05-15,15.220417633410673
2017-05-16,18.932714617169374
2017-05-17,20.417633410672853
2017-05-18,19.67517401392111
2017-05-19,15.962877030162412
2017-05-20,15.962877030162412
2017-05-21,16.33410672853828
2017-05-22,16.33410672853828
2017-05-23,20.046403712296982
2017-05-24,17.819025522041763
2017-05-25,16.70533642691415
2017-05-26,15.220417633410673
2017-05-27,15.220417633410673
2017-05-28,16.33410672853828
2017-05-29,13.735498839907192
2017-05-30,16.70533642691415
2017-05-31,17.07656612529002
2017-06-01,20.788863109048723
2017-06-02,19.67517401392111
2017-06-03,17.447795823665892
