date,fool
2016-09-30,5.254068806293467
2016-10-01,6.136112615437236
2016-10-02,5.914109708129062
2016-10-03,5.267595865161707
2016-10-04,5.803108254474974
2016-10-05,5.378597318815794
2016-10-06,6.0251111617831485
2016-10-07,6.099112130885874
2016-10-08,5.988110677231786
2016-10-09,6.210113584539961
2016-10-10,5.803108254474974
2016-10-11,5.914109708129062
2016-10-12,6.062111646334511
2016-10-13,5.341596834264432
2016-10-14,5.840108739026337
2016-10-15,5.988110677231786
2016-10-16,5.840108739026337
2016-10-17,5.045592957853533
2016-10-18,6.0251111617831485
2016-10-19,5.803108254474974
2016-10-20,5.877109223577699
2016-10-21,6.099112130885874
2016-10-22,5.914109708129062
2016-10-23,5.803108254474974
2016-10-24,5.452598287918519
2016-10-25,5.877109223577699
2016-10-26,5.914109708129062
2016-10-27,5.840108739026337
2016-10-28,5.840108739026337
2016-10-29,5.193594896058983
2016-10-30,5.877109223577699
2016-10-31,5.618105831718162
2016-11-01,5.655106316269524
2016-11-02,5.982142857142858
2016-11-03,5.982142857142858
2016-11-04,5.982142857142858
2016-11-05,5.982142857142858
2016-11-06,5.982142857142858
2016-11-07,4.9851190476190474
2016-11-08,5.982142857142858
2016-11-09,5.982142857142858
2016-11-10,5.982142857142858
2016-11-11,5.982142857142858
2016-11-12,5.982142857142858
2016-11-13,5.982142857142858
2016-11-14,5.982142857142858
2016-11-15,5.982142857142858
2016-11-16,5.982142857142858
2016-11-17,5.982142857142858
2016-11-18,5.982142857142858
2016-11-19,5.982142857142858
2016-11-20,5.982142857142858
2016-11-21,4.9851190476190474
2016-11-22,5.982142857142858
2016-11-23,5.982142857142858
2016-11-24,4.9851190476190474
2016-11-25,4.9851190476190474
2016-11-26,5.982142857142858
2016-11-27,5.982142857142858
2016-11-28,5.982142857142858
2016-11-29,5.982142857142858
2016-11-30,5.982142857142858
2016-12-01,5.982142857142858
2016-12-02,5.982142857142858
2016-12-03,5.982142857142858
2016-12-04,6.979166666666667
2016-12-05,5.982142857142858
2016-12-06,5.982142857142858
2016-12-07,5.982142857142858
2016-12-08,5.982142857142858
2016-12-09,5.982142857142858
2016-12-10,4.9851190476190474
2016-12-11,5.982142857142858
2016-12-12,4.9851190476190474
2016-12-13,5.982142857142858
2016-12-14,5.982142857142858
2016-12-15,4.9851190476190474
2016-12-16,4.9851190476190474
2016-12-17,5.982142857142858
2016-12-18,5.982142857142858
2016-12-19,4.9851190476190474
2016-12-20,5.982142857142858
2016-12-21,5.982142857142858
2016-12-22,5.982142857142858
2016-12-23,5.982142857142858
2016-12-24,5.982142857142858
2016-12-25,5.982142857142858
2016-12-26,9.970238095238095
2016-12-27,5.982142857142858
2016-12-28,6.979166666666667
2016-12-29,5.982142857142858
2016-12-30,6.979166666666667
2016-12-31,6.979166666666667
2017-01-01,5.982142857142858
2017-01-02,5.982142857142858
2017-01-03,5.982142857142858
2017-01-04,5.982142857142858
2017-01-05,6.979166666666667
2017-01-06,5.982142857142858
2017-01-07,6.979166666666667
2017-01-08,5.982142857142858
2017-01-09,5.982142857142858
2017-01-10,5.982142857142858
2017-01-11,5.982142857142858
2017-01-12,5.982142857142858
2017-01-13,5.982142857142858
2017-01-14,5.982142857142858
2017-01-15,5.982142857142858
2017-01-16,5.982142857142858
2017-01-17,5.982142857142858
2017-01-18,5.982142857142858
2017-01-19,6.979166666666667
2017-01-20,6.979166666666667
2017-01-21,5.982142857142858
2017-01-22,6.979166666666667
2017-01-23,5.982142857142858
2017-01-24,5.982142857142858
2017-01-25,5.982142857142858
2017-01-26,5.982142857142858
2017-01-27,5.982142857142858
2017-01-28,5.982142857142858
2017-01-29,5.982142857142858
2017-01-30,5.982142857142858
2017-01-31,5.982142857142858
2017-02-01,5.982142857142858
2017-02-02,5.982142857142858
2017-02-03,5.982142857142858
2017-02-04,5.982142857142858
2017-02-05,5.982142857142858
2017-02-06,5.982142857142858
2017-02-07,5.982142857142858
2017-02-08,5.982142857142858
2017-02-09,5.982142857142858
2017-02-10,5.982142857142858
2017-02-11,5.982142857142858
2017-02-12,5.982142857142858
2017-02-13,5.982142857142858
2017-02-14,5.982142857142858
2017-02-15,5.982142857142858
2017-02-16,5.982142857142858
2017-02-17,6.979166666666667
2017-02-18,5.982142857142858
2017-02-19,5.982142857142858
2017-02-20,5.982142857142858
2017-02-21,5.982142857142858
2017-02-22,5.982142857142858
2017-02-23,5.982142857142858
2017-02-24,6.979166666666667
2017-02-25,7.976190476190476
2017-02-26,6.979166666666667
2017-02-27,6.979166666666667
2017-02-28,5.982142857142858
2017-03-01,5.991071428571429
2017-03-02,5.991071428571429
2017-03-03,6.489583333333334
2017-03-04,5.991071428571429
2017-03-05,6.489583333333334
2017-03-06,5.491071428571429
2017-03-07,6.489583333333334
2017-03-08,5.991071428571429
2017-03-09,5.991071428571429
2017-03-10,6.489583333333334
2017-03-11,5.991071428571429
2017-03-12,5.991071428571429
2017-03-13,5.492559523809524
2017-03-14,5.991071428571429
2017-03-15,5.991071428571429
2017-03-16,5.991071428571429
2017-03-17,5.991071428571429
2017-03-18,5.991071428571429
2017-03-19,5.991071428571429
2017-03-20,6.489583333333334
2017-03-21,6.989583333333334
2017-03-22,5.991071428571429
2017-03-23,6.491071428571429
2017-03-24,6.989583333333334
2017-03-25,6.989583333333334
2017-03-26,7.988095238095238
2017-03-27,7.489583333333334
2017-03-28,7.489583333333334
2017-03-29,7.988095238095238
2017-03-30,11.982142857142858
2017-03-31,37.44494047619048
2017-04-01,99.85119047619048
2017-04-02,20.0
2017-04-03,10.0
2017-04-04,10.0
2017-04-05,9.0
2017-04-06,8.0
2017-04-07,8.0
2017-04-08,7.0
2017-04-09,8.0
2017-04-10,7.0
2017-04-11,7.0
2017-04-12,7.0
2017-04-13,7.0
2017-04-14,7.0
2017-04-15,7.0
2017-04-16,7.0
2017-04-17,6.0
2017-04-18,6.0
2017-04-19,6.0
2017-04-20,7.0
2017-04-21,9.0
2017-04-22,7.0
2017-04-23,7.0
2017-04-24,6.0
2017-04-25,6.0
2017-04-26,6.0
2017-04-27,6.0
2017-04-28,6.0
2017-04-29,6.0
2017-04-30,6.0
2017-05-01,6.0
2017-05-02,6.0
2017-05-03,6.0
2017-05-04,6.0
2017-05-05,6.0
2017-05-06,6.0
2017-05-07,6.0
2017-05-08,6.0
2017-05-09,6.0
2017-05-10,6.0
2017-05-11,6.0
2017-05-12,6.0
2017-05-13,6.0
2017-05-14,6.0
2017-05-15,6.0
2017-05-16,6.0
2017-05-17,6.0
2017-05-18,5.0
2017-05-19,6.0
2017-05-20,6.0
2017-05-21,6.0
2017-05-22,6.0
2017-05-23,6.0
2017-05-24,6.0
2017-05-25,6.0
2017-05-26,6.0
2017-05-27,6.0
2017-05-28,7.0
2017-05-29,5.0
2017-05-30,6.0
2017-05-31,6.0
2017-06-01,6.0
2017-06-02,6.0
2017-06-03,6.0
