date,president obama health
2016-07-15,0.0
2016-07-16,16.834042553191487
2016-07-17,0.0
2016-07-18,29.276595744680847
2016-07-19,0.0
2016-07-20,14.638297872340424
2016-07-21,0.0
2016-07-22,14.638297872340424
2016-07-23,0.0
2016-07-24,16.834042553191487
2016-07-25,14.638297872340424
2016-07-26,14.638297872340424
2016-07-27,28.544680851063827
2016-07-28,73.19148936170212
2016-07-29,15.370212765957445
2016-07-30,17.56595744680851
2016-07-31,16.834042553191487
2016-08-01,14.638297872340424
2016-08-02,0.0
2016-08-03,36.59574468085106
2016-08-04,14.638297872340424
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,16.834042553191487
2016-08-08,43.182978723404254
2016-08-09,14.638297872340424
2016-08-10,29.276595744680847
2016-08-11,14.638297872340424
2016-08-12,14.638297872340424
2016-08-13,16.834042553191487
2016-08-14,0.0
2016-08-15,15.370212765957445
2016-08-16,43.182978723404254
2016-08-17,28.544680851063827
2016-08-18,14.638297872340424
2016-08-19,14.638297872340424
2016-08-20,16.834042553191487
2016-08-21,0.0
2016-08-22,28.544680851063827
2016-08-23,14.638297872340424
2016-08-24,0.0
2016-08-25,14.638297872340424
2016-08-26,37.32765957446808
2016-08-27,0.0
2016-08-28,16.834042553191487
2016-08-29,13.906382978723403
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,14.638297872340424
2016-09-03,16.834042553191487
2016-09-04,16.102127659574467
2016-09-05,0.0
2016-09-06,13.906382978723403
2016-09-07,13.906382978723403
2016-09-08,28.544680851063827
2016-09-09,21.225531914893615
2016-09-10,32.93617021276596
2016-09-11,0.0
2016-09-12,35.13191489361702
2016-09-13,27.812765957446807
2016-09-14,0.0
2016-09-15,57.089361702127654
2016-09-16,14.638297872340424
2016-09-17,16.102127659574467
2016-09-18,39.52340425531914
2016-09-19,13.174468085106382
2016-09-20,20.493617021276595
2016-09-21,0.0
2016-09-22,13.906382978723403
2016-09-23,0.0
2016-09-24,16.102127659574467
2016-09-25,16.102127659574467
2016-09-26,13.906382978723403
2016-09-27,13.174468085106382
2016-09-28,13.906382978723403
2016-09-29,13.906382978723403
2016-09-30,14.638297872340424
2016-10-01,8.051063829787234
2016-10-02,0.0
2016-10-03,21.246808510638296
2016-10-04,17.58723404255319
2016-10-05,36.62765957446808
2016-10-06,11.0
2016-10-07,11.5
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,19.04042553191489
2016-10-11,6.953191489361702
2016-10-12,26.359574468085103
2016-10-13,48.49361702127659
2016-10-14,12.953191489361702
2016-10-15,14.185106382978724
2016-10-16,7.685106382978723
2016-10-17,5.5
2016-10-18,12.087234042553192
2016-10-19,12.087234042553192
2016-10-20,19.04042553191489
2016-10-21,15.453191489361702
2016-10-22,20.685106382978724
2016-10-23,14.185106382978724
2016-10-24,27.834042553191487
2016-10-25,29.174468085106383
2016-10-26,8.0
2016-10-27,31.127659574468083
2016-10-28,18.4531914893617
2016-10-29,28.736170212765956
2016-10-30,0.0
2016-10-31,11.0
2016-11-01,20.9531914893617
2016-11-02,11.0
2016-11-03,11.0
2016-11-04,22.0
2016-11-05,13.0
2016-11-06,37.0
2016-11-07,21.0
2016-11-08,21.0
2016-11-09,100.0
2016-11-10,43.0
2016-11-11,23.0
2016-11-12,25.0
2016-11-13,50.0
2016-11-14,11.0
2016-11-15,27.0
2016-11-16,0.0
2016-11-17,44.0
2016-11-18,45.0
2016-11-19,12.0
2016-11-20,25.0
2016-11-21,11.0
2016-11-22,16.0
2016-11-23,11.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,12.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,16.0
2016-11-30,11.0
2016-12-01,22.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,12.0
2016-12-05,11.0
2016-12-06,21.0
2016-12-07,11.0
2016-12-08,11.0
2016-12-09,12.0
2016-12-10,28.0
2016-12-11,0.0
2016-12-12,11.0
2016-12-13,11.0
2016-12-14,21.0
2016-12-15,16.0
2016-12-16,17.0
2016-12-17,13.0
2016-12-18,0.0
2016-12-19,22.0
2016-12-20,22.0
2016-12-21,0.0
2016-12-22,23.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,12.0
2016-12-27,11.0
2016-12-28,0.0
2016-12-29,12.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,20.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,11.0
2017-01-05,33.0
2017-01-06,11.0
2017-01-07,0.0
2017-01-08,12.0
2017-01-09,41.0
2017-01-10,31.0
2017-01-11,53.0
2017-01-12,42.0
2017-01-13,22.0
2017-01-14,12.0
2017-01-15,24.0
2017-01-16,31.0
2017-01-17,10.0
2017-01-18,10.0
2017-01-19,16.0
2017-01-20,48.0
2017-01-21,54.0
2017-01-22,36.0
2017-01-23,36.0
2017-01-24,36.0
2017-01-25,21.0
2017-01-26,16.0
2017-01-27,0.0
2017-01-28,25.0
2017-01-29,24.0
2017-01-30,21.0
2017-01-31,26.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,43.0
2017-02-04,12.0
2017-02-05,12.0
2017-02-06,15.0
2017-02-07,31.0
2017-02-08,21.0
2017-02-09,21.0
2017-02-10,11.0
2017-02-11,12.0
2017-02-12,12.0
2017-02-13,10.0
2017-02-14,21.0
2017-02-15,10.0
2017-02-16,21.0
2017-02-17,22.0
2017-02-18,24.0
2017-02-19,24.0
2017-02-20,10.0
2017-02-21,10.0
2017-02-22,10.0
2017-02-23,10.0
2017-02-24,22.0
2017-02-25,24.0
2017-02-26,12.0
2017-02-27,21.0
2017-02-28,26.0
2017-03-01,23.01690024732069
2017-03-02,7.5
2017-03-03,5.5
2017-03-04,6.0
2017-03-05,0.0
2017-03-06,5.0
2017-03-07,11.159109645507007
2017-03-08,25.29843363561418
2017-03-09,14.33800494641385
2017-03-10,23.414262159934047
2017-03-11,13.351195383347072
2017-03-12,18.652514427040394
2017-03-13,16.83800494641385
2017-03-14,11.159109645507007
2017-03-15,11.159109645507007
2017-03-16,5.0
2017-03-17,25.169414674361086
2017-03-18,13.152514427040394
2017-03-19,7.152514427040395
2017-03-20,16.15910964550701
2017-03-21,11.159109645507007
2017-03-22,24.818219291014014
2017-03-23,11.357790601813685
2017-03-24,28.934047815333884
2017-03-25,23.12613355317395
2017-03-26,0.0
2017-03-27,28.477328936521022
2017-03-28,38.97732893652102
2017-03-29,23.21558120362737
2017-03-30,11.857790601813685
2017-03-31,12.056471558120363
2017-04-01,9.0
2017-04-02,0.0
2017-04-03,12.71558120362737
2017-04-04,12.71558120362737
2017-04-05,0.0
2017-04-06,12.71558120362737
2017-04-07,39.73619126133553
2017-04-08,0.0
2017-04-09,15.099752679307501
2017-04-10,0.0
2017-04-11,13.112943116240725
2017-04-12,26.623248145094806
2017-04-13,13.51030502885408
2017-04-14,14.702390766694146
2017-04-15,15.497114591920857
2017-04-16,0.0
2017-04-17,20.26545754328112
2017-04-18,12.318219291014014
2017-04-19,12.318219291014014
2017-04-20,12.71558120362737
2017-04-21,0.0
2017-04-22,22.252267106347897
2017-04-23,14.702390766694146
2017-04-24,25.43116240725474
2017-04-25,12.71558120362737
2017-04-26,18.6760098928277
2017-04-27,0.0
2017-04-28,13.112943116240725
2017-04-29,22.252267106347897
2017-04-30,0.0
2017-05-01,13.907666941467435
2017-05-02,12.71558120362737
2017-05-03,0.0
2017-05-04,37.749381698268756
2017-05-05,26.22588623248145
2017-05-06,15.099752679307501
2017-05-07,14.702390766694146
2017-05-08,12.71558120362737
2017-05-09,12.71558120362737
2017-05-10,25.43116240725474
2017-05-11,31.788953009068422
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,19.073371805441056
2017-05-16,0.0
2017-05-17,12.71558120362737
2017-05-18,38.54410552349546
2017-05-19,0.0
2017-05-20,15.099752679307501
2017-05-21,0.0
2017-05-22,12.71558120362737
2017-05-23,12.71558120362737
2017-05-24,12.71558120362737
2017-05-25,19.868095630667764
2017-05-26,13.907666941467435
2017-05-27,15.497114591920857
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,13.112943116240725
2017-05-31,12.71558120362737
2017-06-01,13.112943116240725
2017-06-02,13.51030502885408
2017-06-03,0.0
