date,obama intelligence
2016-07-10,0.0
2016-07-11,3.2623239436619715
2016-07-12,2.1109154929577465
2016-07-13,8.63556338028169
2016-07-14,3.2623239436619715
2016-07-15,3.454225352112676
2016-07-16,2.494718309859155
2016-07-17,0.0
2016-07-18,2.3028169014084505
2016-07-19,4.413732394366197
2016-07-20,5.565140845070422
2016-07-21,4.413732394366197
2016-07-22,6.716549295774648
2016-07-23,2.494718309859155
2016-07-24,2.494718309859155
2016-07-25,2.1109154929577465
2016-07-26,6.524647887323943
2016-07-27,3.2623239436619715
2016-07-28,6.716549295774648
2016-07-29,2.3028169014084505
2016-07-30,3.8380281690140845
2016-07-31,0.0
2016-08-01,2.1109154929577465
2016-08-02,2.1109154929577465
2016-08-03,3.2623239436619715
2016-08-04,2.3028169014084505
2016-08-05,0.0
2016-08-06,2.686619718309859
2016-08-07,2.686619718309859
2016-08-08,2.1109154929577465
2016-08-09,2.1109154929577465
2016-08-10,2.1109154929577465
2016-08-11,0.0
2016-08-12,6.716549295774648
2016-08-13,5.181338028169014
2016-08-14,2.686619718309859
2016-08-15,0.0
2016-08-16,2.1109154929577465
2016-08-17,2.1109154929577465
2016-08-18,3.2623239436619715
2016-08-19,6.908450704225352
2016-08-20,0.0
2016-08-21,3.8380281690140845
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,2.1109154929577465
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,2.494718309859155
2016-08-29,0.0
2016-08-30,2.1109154929577465
2016-08-31,0.0
2016-09-01,3.2623239436619715
2016-09-02,2.3028169014084505
2016-09-03,2.494718309859155
2016-09-04,4.98943661971831
2016-09-05,5.373239436619718
2016-09-06,2.1109154929577465
2016-09-07,2.1109154929577465
2016-09-08,7.484154929577465
2016-09-09,4.413732394366197
2016-09-10,2.494718309859155
2016-09-11,2.494718309859155
2016-09-12,2.1109154929577465
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,4.221830985915493
2016-09-16,2.1109154929577465
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,4.029929577464789
2016-09-20,2.1109154929577465
2016-09-21,2.1109154929577465
2016-09-22,2.1109154929577465
2016-09-23,2.1109154929577465
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,4.029929577464789
2016-09-27,2.1109154929577465
2016-09-28,2.1109154929577465
2016-09-29,2.1109154929577465
2016-09-30,2.1109154929577465
2016-10-01,3.32306338028169
2016-10-02,3.8028169014084505
2016-10-03,4.514964788732394
2016-10-04,2.535211267605634
2016-10-05,2.535211267605634
2016-10-06,2.055457746478873
2016-10-07,3.055457746478873
2016-10-08,2.7473591549295775
2016-10-09,2.651408450704225
2016-10-10,1.0
2016-10-11,2.055457746478873
2016-10-12,1.0554577464788732
2016-10-13,3.590669014084507
2016-10-14,3.631161971830986
2016-10-15,2.651408450704225
2016-10-16,2.651408450704225
2016-10-17,5.494718309859155
2016-10-18,3.9744718309859155
2016-10-19,6.035211267605634
2016-10-20,8.050176056338028
2016-10-21,3.035211267605634
2016-10-22,4.398767605633802
2016-10-23,4.80281690140845
2016-10-24,5.014964788732394
2016-10-25,3.5149647887323945
2016-10-26,5.555457746478873
2016-10-27,3.5149647887323945
2016-10-28,1.0554577464788732
2016-10-29,2.651408450704225
2016-10-30,4.974471830985916
2016-10-31,3.0704225352112675
2016-11-01,0.0
2016-11-02,5.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,3.0
2016-11-06,5.0
2016-11-07,2.0
2016-11-08,2.0
2016-11-09,6.0
2016-11-10,11.0
2016-11-11,0.0
2016-11-12,5.0
2016-11-13,4.0
2016-11-14,2.0
2016-11-15,7.0
2016-11-16,4.0
2016-11-17,7.0
2016-11-18,3.0
2016-11-19,4.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,2.0
2016-11-23,4.0
2016-11-24,14.0
2016-11-25,12.0
2016-11-26,5.0
2016-11-27,5.0
2016-11-28,10.0
2016-11-29,6.0
2016-11-30,2.0
2016-12-01,4.0
2016-12-02,7.0
2016-12-03,8.0
2016-12-04,10.0
2016-12-05,3.0
2016-12-06,10.0
2016-12-07,4.0
2016-12-08,8.0
2016-12-09,34.0
2016-12-10,13.0
2016-12-11,52.0
2016-12-12,100.0
2016-12-13,73.0
2016-12-14,61.0
2016-12-15,28.0
2016-12-16,19.0
2016-12-17,5.0
2016-12-18,10.0
2016-12-19,9.0
2016-12-20,6.0
2016-12-21,11.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,4.0
2016-12-25,3.0
2016-12-26,5.0
2016-12-27,5.0
2016-12-28,4.0
2016-12-29,6.0
2016-12-30,7.0
2016-12-31,12.0
2017-01-01,3.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,36.0
2017-01-05,5.0
2017-01-06,30.0
2017-01-07,21.0
2017-01-08,19.0
2017-01-09,10.0
2017-01-10,8.0
2017-01-11,36.0
2017-01-12,11.0
2017-01-13,6.0
2017-01-14,12.0
2017-01-15,5.0
2017-01-16,6.0
2017-01-17,3.0
2017-01-18,8.0
2017-01-19,5.0
2017-01-20,7.0
2017-01-21,10.0
2017-01-22,12.0
2017-01-23,4.0
2017-01-24,5.0
2017-01-25,0.0
2017-01-26,2.0
2017-01-27,7.0
2017-01-28,5.0
2017-01-29,15.0
2017-01-30,9.0
2017-01-31,9.0
2017-02-01,5.0
2017-02-02,3.0
2017-02-03,7.0
2017-02-04,2.0
2017-02-05,0.0
2017-02-06,2.0
2017-02-07,6.0
2017-02-08,5.0
2017-02-09,2.0
2017-02-10,4.0
2017-02-11,4.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,7.0
2017-02-15,18.0
2017-02-16,23.0
2017-02-17,8.0
2017-02-18,11.0
2017-02-19,9.0
2017-02-20,6.0
2017-02-21,2.0
2017-02-22,3.0
2017-02-23,4.0
2017-02-24,7.0
2017-02-25,0.0
2017-02-26,4.0
2017-02-27,4.0
2017-02-28,2.0
2017-03-01,5.450892857142857
2017-03-02,52.232142857142854
2017-03-03,16.03125
2017-03-04,13.125
2017-03-05,14.763392857142858
2017-03-06,16.714285714285715
2017-03-07,14.629464285714285
2017-03-08,11.174107142857142
2017-03-09,6.584821428571428
2017-03-10,3.1785714285714284
2017-03-11,4.540178571428571
2017-03-12,4.950892857142857
2017-03-13,6.178571428571429
2017-03-14,11.174107142857142
2017-03-15,13.174107142857142
2017-03-16,9.129464285714285
2017-03-17,10.991071428571427
2017-03-18,6.450892857142857
2017-03-19,5.950892857142857
2017-03-20,12.763392857142858
2017-03-21,7.718749999999999
2017-03-22,11.491071428571427
2017-03-23,15.758928571428571
2017-03-24,14.714285714285714
2017-03-25,8.857142857142858
2017-03-26,5.950892857142857
2017-03-27,3.0892857142857144
2017-03-28,6.540178571428571
2017-03-29,20.303571428571427
2017-03-30,12.21875
2017-03-31,5.723214285714286
2017-04-01,14.446428571428571
2017-04-02,8.714285714285714
2017-04-03,5.991071428571428
2017-04-04,15.794642857142856
2017-04-05,5.446428571428571
2017-04-06,2.1785714285714284
2017-04-07,4.357142857142857
2017-04-08,4.9017857142857135
2017-04-09,5.991071428571428
2017-04-10,4.357142857142857
2017-04-11,4.357142857142857
2017-04-12,4.357142857142857
2017-04-13,2.1785714285714284
2017-04-14,9.803571428571427
2017-04-15,2.7232142857142856
2017-04-16,3.8124999999999996
2017-04-17,0.0
2017-04-18,4.9017857142857135
2017-04-19,2.1785714285714284
2017-04-20,2.1785714285714284
2017-04-21,2.1785714285714284
2017-04-22,0.0
2017-04-23,2.1785714285714284
2017-04-24,2.1785714285714284
2017-04-25,4.357142857142857
2017-04-26,3.8124999999999996
2017-04-27,4.357142857142857
2017-04-28,2.1785714285714284
2017-04-29,2.7232142857142856
2017-04-30,0.0
2017-05-01,4.357142857142857
2017-05-02,2.1785714285714284
2017-05-03,2.1785714285714284
2017-05-04,5.991071428571428
2017-05-05,2.1785714285714284
2017-05-06,2.1785714285714284
2017-05-07,7.080357142857142
2017-05-08,4.357142857142857
2017-05-09,4.357142857142857
2017-05-10,12.526785714285714
2017-05-11,6.535714285714285
2017-05-12,4.357142857142857
2017-05-13,4.9017857142857135
2017-05-14,4.9017857142857135
2017-05-15,2.1785714285714284
2017-05-16,10.348214285714285
2017-05-17,23.96428571428571
2017-05-18,10.348214285714285
2017-05-19,8.714285714285714
2017-05-20,4.9017857142857135
2017-05-21,2.7232142857142856
2017-05-22,2.1785714285714284
2017-05-23,5.991071428571428
2017-05-24,3.2678571428571423
2017-05-25,3.2678571428571423
2017-05-26,2.1785714285714284
2017-05-27,4.9017857142857135
2017-05-28,2.7232142857142856
2017-05-29,4.357142857142857
2017-05-30,4.357142857142857
2017-05-31,4.357142857142857
2017-06-01,3.2678571428571423
2017-06-02,4.357142857142857
2017-06-03,2.7232142857142856
