date,trump traitor
2017-01-23,14.0
2017-01-24,14.0
2017-01-25,21.0
2017-01-26,58.0
2017-01-27,22.0
2017-01-28,25.0
2017-01-29,41.0
2017-01-30,21.0
2017-01-31,29.0
2017-02-01,14.0
2017-02-02,21.0
2017-02-03,7.0
2017-02-04,0.0
2017-02-05,8.0
2017-02-06,7.0
2017-02-07,7.0
2017-02-08,0.0
2017-02-09,7.0
2017-02-10,7.0
2017-02-11,25.0
2017-02-12,24.0
2017-02-13,14.0
2017-02-14,28.0
2017-02-15,100.0
2017-02-16,64.0
2017-02-17,37.0
2017-02-18,17.0
2017-02-19,25.0
2017-02-20,14.0
2017-02-21,7.0
2017-02-22,21.0
2017-02-23,7.0
2017-02-24,7.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,7.0
2017-03-01,7.8425
2017-03-02,17.7375
2017-03-03,16.546875
2017-03-04,10.51375
2017-03-05,17.770625000000003
2017-03-06,17.375625
2017-03-07,14.842500000000001
2017-03-08,11.823125
2017-03-09,15.685
2017-03-10,15.441875
2017-03-11,10.51375
2017-03-12,6.51375
2017-03-13,8.323125
2017-03-14,2.895
2017-03-15,16.29
2017-03-16,9.29
2017-03-17,23.546875
2017-03-18,17.06625
2017-03-19,4.0
2017-03-20,26.665625
2017-03-21,41.38375
2017-03-22,30.14625
2017-03-23,54.798125
2017-03-24,16.546875
2017-03-25,42.008125
2017-03-26,10.51375
2017-03-27,16.29
2017-03-28,9.29
2017-03-29,27.5275
2017-03-30,20.29
2017-03-31,19.441875
2017-04-01,20.08
2017-04-02,16.64625
2017-04-03,14.475
2017-04-04,17.37
2017-04-05,8.685
2017-04-06,5.79
2017-04-07,15.19875
2017-04-08,34.01625
2017-04-09,34.74
2017-04-10,11.58
2017-04-11,5.79
2017-04-12,5.79
2017-04-13,12.30375
2017-04-14,10.1325
2017-04-15,10.85625
2017-04-16,7.2375
2017-04-17,6.51375
2017-04-18,0.0
2017-04-19,17.37
2017-04-20,0.0
2017-04-21,5.79
2017-04-22,6.51375
2017-04-23,10.1325
2017-04-24,0.0
2017-04-25,5.79
2017-04-26,5.79
2017-04-27,11.58
2017-04-28,5.79
2017-04-29,6.51375
2017-04-30,10.1325
2017-05-01,6.51375
2017-05-02,5.79
2017-05-03,5.79
2017-05-04,5.79
2017-05-05,5.79
2017-05-06,6.51375
2017-05-07,0.0
2017-05-08,5.79
2017-05-09,23.16
2017-05-10,23.16
2017-05-11,20.265
2017-05-12,18.09375
2017-05-13,16.64625
2017-05-14,7.2375
2017-05-15,17.37
2017-05-16,72.375
2017-05-17,40.53
2017-05-18,44.14875
2017-05-19,12.30375
2017-05-20,27.5025
2017-05-21,17.37
2017-05-22,17.37
2017-05-23,8.685
2017-05-24,20.265
2017-05-25,9.40875
2017-05-26,12.30375
2017-05-27,20.98875
2017-05-28,10.85625
2017-05-29,21.7125
2017-05-30,11.58
2017-05-31,8.685
2017-06-01,23.88375
2017-06-02,15.19875
2017-06-03,7.2375
