date,hillary protest
2016-10-19,0.44475138121546964
2016-10-20,11.527624309392266
2016-10-21,4.1602209944751385
2016-10-22,1.0082872928176796
2016-10-23,1.0082872928176796
2016-10-24,2.8259668508287294
2016-10-25,2.651933701657459
2016-10-26,1.5
2016-10-27,3.0966850828729284
2016-10-28,8.709944751381215
2016-10-29,2.9613259668508287
2016-10-30,3.4613259668508287
2016-10-31,5.820441988950277
2016-11-01,5.1602209944751385
2016-11-02,10.0
2016-11-03,4.0
2016-11-04,2.0
2016-11-05,3.0
2016-11-06,9.0
2016-11-07,6.0
2016-11-08,7.0
2016-11-09,55.0
2016-11-10,100.0
2016-11-11,67.0
2016-11-12,52.0
2016-11-13,43.0
2016-11-14,28.0
2016-11-15,15.0
2016-11-16,11.0
2016-11-17,11.0
2016-11-18,8.0
2016-11-19,6.0
2016-11-20,0.0
2016-11-21,6.0
2016-11-22,4.0
2016-11-23,4.0
2016-11-24,2.0
2016-11-25,0.0
2016-11-26,1.0
2016-11-27,2.0
2016-11-28,6.0
2016-11-29,3.0
2016-11-30,0.0
2016-12-01,3.0
2016-12-02,4.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,1.0
2016-12-06,3.0
2016-12-07,0.0
2016-12-08,1.0
2016-12-09,0.0
2016-12-10,1.0
2016-12-11,0.0
2016-12-12,1.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,3.0
2016-12-16,0.0
2016-12-17,1.0
2016-12-18,3.0
2016-12-19,0.0
2016-12-20,4.0
2016-12-21,0.0
2016-12-22,2.0
2016-12-23,1.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,1.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,1.0
2017-01-14,3.0
2017-01-15,2.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,3.0
2017-01-20,19.0
2017-01-21,22.0
2017-01-22,12.0
2017-01-23,7.0
2017-01-24,3.0
2017-01-25,2.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,3.0
2017-01-29,6.0
2017-01-30,7.0
2017-01-31,1.0
2017-02-01,2.0
2017-02-02,2.0
2017-02-03,3.0
2017-02-04,4.0
2017-02-05,2.0
2017-02-06,0.0
2017-02-07,1.0
2017-02-08,0.0
2017-02-09,2.0
2017-02-10,0.0
2017-02-11,2.0
2017-02-12,0.0
2017-02-13,1.0
2017-02-14,0.0
2017-02-15,1.0
2017-02-16,0.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,2.0
2017-02-22,1.0
2017-02-23,0.0
2017-02-24,2.0
2017-02-25,0.0
2017-02-26,1.0
2017-02-27,0.0
2017-02-28,1.0
2017-03-01,0.25491573033707865
2017-03-02,1.0021067415730336
2017-03-03,0.0
2017-03-04,0.5870786516853932
2017-03-05,0.5
2017-03-06,1.49438202247191
2017-03-07,0.0
2017-03-08,1.3707865168539326
2017-03-09,0.25491573033707865
2017-03-10,0.5
2017-03-11,0.2935393258426966
2017-03-12,0.0
2017-03-13,0.7549157303370786
2017-03-14,0.5021067415730337
2017-03-15,0.0
2017-03-16,0.24719101123595505
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.785814606741573
2017-03-20,0.25491573033707865
2017-03-21,0.0
2017-03-22,0.24719101123595505
2017-03-23,0.7549157303370786
2017-03-24,0.0
2017-03-25,0.3012640449438202
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.8939606741573034
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.5407303370786517
2017-04-08,0.0
2017-04-09,0.6179775280898876
2017-04-10,0.5252808988764045
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.5407303370786517
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.6179775280898876
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.6025280898876404
2017-04-23,0.0
2017-04-24,0.5098314606741573
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.5098314606741573
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.6179775280898876
2017-05-01,1.127808988764045
2017-05-02,0.5098314606741573
2017-05-03,0.5098314606741573
2017-05-04,1.5140449438202246
2017-05-05,0.5407303370786517
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.5098314606741573
2017-05-11,0.5098314606741573
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,1.544943820224719
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.5252808988764045
2017-05-19,0.0
2017-05-20,0.6179775280898876
2017-05-21,0.0
2017-05-22,0.5098314606741573
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.6179775280898876
2017-05-28,0.6179775280898876
2017-05-29,0.5407303370786517
2017-05-30,0.0
2017-05-31,1.050561797752809
2017-06-01,0.0
2017-06-02,1.0814606741573034
2017-06-03,0.0
