date,hillary clinton travel
2017-01-10,3.1783783783783788
2017-01-11,0.0
2017-01-12,3.1783783783783788
2017-01-13,3.7081081081081084
2017-01-14,3.7081081081081084
2017-01-15,0.0
2017-01-16,3.1783783783783788
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,3.1783783783783788
2017-01-20,3.1783783783783788
2017-01-21,11.654054054054054
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,3.1783783783783788
2017-01-27,0.0
2017-01-28,3.7081081081081084
2017-01-29,3.7081081081081084
2017-01-30,8.475675675675676
2017-01-31,11.654054054054054
2017-02-01,8.475675675675676
2017-02-02,6.3567567567567576
2017-02-03,3.1783783783783788
2017-02-04,15.362162162162162
2017-02-05,9.535135135135135
2017-02-06,3.1783783783783788
2017-02-07,6.3567567567567576
2017-02-08,6.3567567567567576
2017-02-09,6.886486486486487
2017-02-10,5.297297297297297
2017-02-11,3.7081081081081084
2017-02-12,7.416216216216217
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,10.594594594594595
2017-02-18,7.9459459459459465
2017-02-19,3.7081081081081084
2017-02-20,4.767567567567568
2017-02-21,3.1783783783783788
2017-02-22,3.1783783783783788
2017-02-23,0.0
2017-02-24,3.7081081081081084
2017-02-25,0.0
2017-02-26,5.827027027027027
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,1.5
2017-03-02,0.0
2017-03-03,5.08918918918919
2017-03-04,5.708108108108108
2017-03-05,6.708108108108108
2017-03-06,3.0891891891891894
2017-03-07,4.678378378378379
2017-03-08,4.678378378378379
2017-03-09,1.5
2017-03-10,2.0
2017-03-11,2.0
2017-03-12,0.0
2017-03-13,1.5
2017-03-14,1.5891891891891894
2017-03-15,1.5
2017-03-16,3.0891891891891894
2017-03-17,5.08918918918919
2017-03-18,3.7081081081081084
2017-03-19,5.854054054054054
2017-03-20,3.0891891891891894
2017-03-21,1.5891891891891894
2017-03-22,4.678378378378379
2017-03-23,3.0891891891891894
2017-03-24,3.854054054054054
2017-03-25,3.854054054054054
2017-03-26,0.0
2017-03-27,1.5
2017-03-28,4.678378378378379
2017-03-29,3.0891891891891894
2017-03-30,0.0
2017-03-31,5.443243243243243
2017-04-01,3.854054054054054
2017-04-02,4.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,4.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,4.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,7.0
2017-04-18,0.0
2017-04-19,3.0
2017-04-20,7.0
2017-04-21,0.0
2017-04-22,4.0
2017-04-23,4.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,3.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,5.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,4.0
2017-05-08,4.0
2017-05-09,3.0
2017-05-10,3.0
2017-05-11,0.0
2017-05-12,7.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,23.0
2017-05-16,100.0
2017-05-17,3.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,8.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,3.0
2017-05-24,4.0
2017-05-25,4.0
2017-05-26,11.0
2017-05-27,4.0
2017-05-28,0.0
2017-05-29,4.0
2017-05-30,0.0
2017-05-31,4.0
2017-06-01,0.0
2017-06-02,15.0
2017-06-03,8.0
