date,cake
2017-04-03,52.01908396946565
2017-04-04,53.782442748091604
2017-04-05,53.782442748091604
2017-04-06,54.664122137404576
2017-04-07,57.30916030534351
2017-04-08,63.480916030534345
2017-04-09,63.480916030534345
2017-04-10,57.30916030534351
2017-04-11,56.42748091603053
2017-04-12,61.717557251908396
2017-04-13,65.2442748091603
2017-04-14,75.82442748091603
2017-04-15,88.16793893129771
2017-04-16,74.06106870229007
2017-04-17,52.900763358778626
2017-04-18,49.37404580152672
2017-04-19,52.01908396946565
2017-04-20,53.782442748091604
2017-04-21,54.664122137404576
2017-04-22,63.480916030534345
2017-04-23,59.07251908396946
2017-04-24,52.900763358778626
2017-04-25,52.900763358778626
2017-04-26,52.900763358778626
2017-04-27,53.782442748091604
2017-04-28,55.545801526717554
2017-04-29,67.88931297709924
2017-04-30,69.6526717557252
2017-05-01,61.717557251908396
2017-05-02,53.782442748091604
2017-05-03,53.782442748091604
2017-05-04,56.42748091603053
2017-05-05,58.19083969465649
2017-05-06,65.2442748091603
2017-05-07,63.480916030534345
2017-05-08,56.42748091603053
2017-05-09,55.545801526717554
2017-05-10,56.42748091603053
2017-05-11,56.42748091603053
2017-05-12,60.83587786259542
2017-05-13,73.1793893129771
2017-05-14,69.6526717557252
2017-05-15,52.900763358778626
2017-05-16,52.01908396946565
2017-05-17,52.900763358778626
2017-05-18,52.900763358778626
2017-05-19,56.42748091603053
2017-05-20,66.12595419847328
2017-05-21,60.83587786259542
2017-05-22,51.13740458015267
2017-05-23,51.13740458015267
2017-05-24,52.900763358778626
2017-05-25,53.782442748091604
2017-05-26,53.782442748091604
2017-05-27,61.717557251908396
2017-05-28,60.83587786259542
2017-05-29,55.545801526717554
2017-05-30,52.900763358778626
2017-05-31,52.900763358778626
2017-06-01,52.900763358778626
2017-06-02,55.545801526717554
2017-06-03,60.83587786259542
