date,campaign
2016-09-13,32.88037713612257
2016-09-14,31.450795521508546
2016-09-15,31.450795521508546
2016-09-16,31.450795521508546
2016-09-17,24.302887448438423
2016-09-18,25.017678255745434
2016-09-19,30.02121390689452
2016-09-20,30.73600471420153
2016-09-21,30.02121390689452
2016-09-22,30.73600471420153
2016-09-23,32.88037713612257
2016-09-24,22.873305833824396
2016-09-25,25.017678255745434
2016-09-26,32.16558632881556
2016-09-27,43.60223924572776
2016-09-28,34.3099587507366
2016-09-29,33.59516794342958
2016-09-30,30.02121390689452
2016-10-01,25.00883912787272
2016-10-02,25.50883912787272
2016-10-03,32.44018856806129
2016-10-04,33.297583971714786
2016-10-05,35.012374779021805
2016-10-06,32.082793164407775
2016-10-07,29.153211549793753
2016-10-08,30.510606953447258
2016-10-09,32.94018856806129
2016-10-10,45.01591043017089
2016-10-11,38.79935179728933
2016-10-12,41.728933411903355
2016-10-13,40.37153800824986
2016-10-14,36.227165586328816
2016-10-15,27.43842074248674
2016-10-16,28.795816146140247
2016-10-17,37.79935179728933
2016-10-18,39.29935179728933
2016-10-19,50.01767825574544
2016-10-20,71.73954036535062
2016-10-21,52.08986446670595
2016-10-22,38.656747200942846
2016-10-23,35.512374779021805
2016-10-24,41.58632881555687
2016-10-25,42.08632881555687
2016-10-26,40.014142604596344
2016-10-27,40.156747200942846
2016-10-28,40.014142604596344
2016-10-29,33.797583971714786
2016-10-30,32.94018856806129
2016-10-31,40.87153800824986
2016-11-01,42.08632881555687
2016-11-02,44.0
2016-11-03,44.0
2016-11-04,47.0
2016-11-05,37.0
2016-11-06,44.0
2016-11-07,58.0
2016-11-08,68.0
2016-11-09,100.0
2016-11-10,59.0
2016-11-11,45.0
2016-11-12,36.0
2016-11-13,33.0
2016-11-14,36.0
2016-11-15,35.0
2016-11-16,33.0
2016-11-17,32.0
2016-11-18,29.0
2016-11-19,21.0
2016-11-20,22.0
2016-11-21,27.0
2016-11-22,28.0
2016-11-23,26.0
2016-11-24,22.0
2016-11-25,23.0
2016-11-26,22.0
2016-11-27,24.0
2016-11-28,28.0
2016-11-29,28.0
2016-11-30,28.0
2016-12-01,28.0
2016-12-02,27.0
2016-12-03,18.0
2016-12-04,21.0
2016-12-05,26.0
2016-12-06,28.0
2016-12-07,26.0
2016-12-08,26.0
2016-12-09,25.0
2016-12-10,19.0
2016-12-11,20.0
2016-12-12,24.0
2016-12-13,26.0
2016-12-14,25.0
2016-12-15,25.0
2016-12-16,22.0
2016-12-17,17.0
2016-12-18,19.0
2016-12-19,21.0
2016-12-20,21.0
2016-12-21,20.0
2016-12-22,19.0
2016-12-23,17.0
2016-12-24,14.0
2016-12-25,16.0
2016-12-26,18.0
2016-12-27,18.0
2016-12-28,18.0
2016-12-29,19.0
2016-12-30,18.0
2016-12-31,15.0
2017-01-01,15.0
2017-01-02,17.0
2017-01-03,21.0
2017-01-04,21.0
2017-01-05,22.0
2017-01-06,21.0
2017-01-07,17.0
2017-01-08,18.0
2017-01-09,23.0
2017-01-10,24.0
2017-01-11,24.0
2017-01-12,24.0
2017-01-13,22.0
2017-01-14,18.0
2017-01-15,18.0
2017-01-16,21.0
2017-01-17,25.0
2017-01-18,25.0
2017-01-19,26.0
2017-01-20,28.0
2017-01-21,22.0
2017-01-22,24.0
2017-01-23,27.0
2017-01-24,27.0
2017-01-25,24.0
2017-01-26,25.0
2017-01-27,23.0
2017-01-28,17.0
2017-01-29,20.0
2017-01-30,26.0
2017-01-31,29.0
2017-02-01,26.0
2017-02-02,26.0
2017-02-03,25.0
2017-02-04,19.0
2017-02-05,20.0
2017-02-06,25.0
2017-02-07,27.0
2017-02-08,26.0
2017-02-09,26.0
2017-02-10,25.0
2017-02-11,19.0
2017-02-12,21.0
2017-02-13,25.0
2017-02-14,26.0
2017-02-15,34.0
2017-02-16,28.0
2017-02-17,26.0
2017-02-18,21.0
2017-02-19,23.0
2017-02-20,25.0
2017-02-21,27.0
2017-02-22,27.0
2017-02-23,26.0
2017-02-24,25.0
2017-02-25,19.0
2017-02-26,20.0
2017-02-27,25.0
2017-02-28,28.0
2017-03-01,27.166594920361604
2017-03-02,28.14894532931554
2017-03-03,25.04111063280241
2017-03-04,17.843090830822213
2017-03-05,21.29014205768403
2017-03-06,30.935213086526044
2017-03-07,26.50581145071029
2017-03-08,26.02346104175635
2017-03-09,26.52346104175635
2017-03-10,22.737193284545846
2017-03-11,16.36074042186827
2017-03-12,18.003874300473527
2017-03-13,25.04111063280241
2017-03-14,24.880327163151097
2017-03-15,25.362677572105035
2017-03-16,24.380327163151097
2017-03-17,21.611708996986657
2017-03-18,16.69995695221696
2017-03-19,17.6823073611709
2017-03-20,25.684244511407663
2017-03-21,26.184244511407663
2017-03-22,26.02346104175635
2017-03-23,25.845027981058976
2017-03-24,23.254842875591905
2017-03-25,16.039173482565648
2017-03-26,18.003874300473527
2017-03-27,24.880327163151097
2017-03-28,24.219543693499787
2017-03-29,26.02346104175635
2017-03-30,25.380327163151097
2017-03-31,25.70189410245372
2017-04-01,17.521523891519585
2017-04-02,17.3646147223418
2017-04-03,25.403788204907446
2017-04-04,24.43908738699957
2017-04-05,24.760654326302195
2017-04-06,24.117520447696943
2017-04-07,21.22341799397331
2017-04-08,15.435213086526044
2017-04-09,17.3646147223418
2017-04-10,23.474386569091692
2017-04-11,24.760654326302195
2017-04-12,32.15669393026259
2017-04-13,24.760654326302195
2017-04-14,19.937150236762808
2017-04-15,15.435213086526044
2017-04-16,16.078346965131296
2017-04-17,21.544984933275938
2017-04-18,26.368489022815325
2017-04-19,25.082221265604822
2017-04-20,24.43908738699957
2017-04-21,21.86655187257856
2017-04-22,16.721480843736547
2017-04-23,18.97244941885493
2017-04-24,25.725355144210074
2017-04-25,25.082221265604822
2017-04-26,23.79595350839432
2017-04-27,25.725355144210074
2017-04-28,20.901851054670686
2017-04-29,17.3646147223418
2017-04-30,18.329315540249677
2017-05-01,24.760654326302195
2017-05-02,26.0469220835127
2017-05-03,26.690055962117953
2017-05-04,24.760654326302195
2017-05-05,21.544984933275938
2017-05-06,20.901851054670686
2017-05-07,18.329315540249677
2017-05-08,25.403788204907446
2017-05-09,25.403788204907446
2017-05-10,26.0469220835127
2017-05-11,27.333189840723204
2017-05-12,22.83125269048644
2017-05-13,16.721480843736547
2017-05-14,15.75678002582867
2017-05-15,23.474386569091692
2017-05-16,28.941024537236334
2017-05-17,23.79595350839432
2017-05-18,23.79595350839432
2017-05-19,22.18811881188119
2017-05-20,15.435213086526044
2017-05-21,17.686181661644426
2017-05-22,22.18811881188119
2017-05-23,22.83125269048644
2017-05-24,23.474386569091692
2017-05-25,22.509685751183813
2017-05-26,21.544984933275938
2017-05-27,15.113646147223418
2017-05-28,14.792079207920793
2017-05-29,18.97244941885493
2017-05-30,21.544984933275938
2017-05-31,23.152819629789064
2017-06-01,22.18811881188119
2017-06-02,21.22341799397331
2017-06-03,16.078346965131296
