date,donald trump supporter
2017-04-21,0.0
2017-04-22,2.214
2017-04-23,0.0
2017-04-24,1.968
2017-04-25,1.8860000000000001
2017-04-26,3.7720000000000002
2017-04-27,1.968
2017-04-28,1.968
2017-04-29,2.2960000000000003
2017-04-30,0.0
2017-05-01,3.198
2017-05-02,0.0
2017-05-03,2.87
2017-05-04,0.0
2017-05-05,5.904
2017-05-06,4.51
2017-05-07,3.362
2017-05-08,1.8860000000000001
2017-05-09,1.968
2017-05-10,1.968
2017-05-11,3.854
2017-05-12,5.002
2017-05-13,3.362
2017-05-14,4.5920000000000005
2017-05-15,1.8860000000000001
2017-05-16,2.87
2017-05-17,2.87
2017-05-18,0.0
2017-05-19,1.968
2017-05-20,2.2960000000000003
2017-05-21,4.5920000000000005
2017-05-22,1.8860000000000001
2017-05-23,1.8860000000000001
2017-05-24,1.968
2017-05-25,4.018
2017-05-26,0.0
2017-05-27,2.378
2017-05-28,2.378
2017-05-29,8.200000000000001
2017-05-30,1.968
2017-05-31,1.968
2017-06-01,3.936
2017-06-02,4.1000000000000005
2017-06-03,3.444
