date,cuck
2017-02-23,27.50753768844221
2017-02-24,24.271356783919597
2017-02-25,25.08040201005025
2017-02-26,25.08040201005025
2017-02-27,27.50753768844221
2017-02-28,25.889447236180903
2017-03-01,23.6356783919598
2017-03-02,22.92211055276382
2017-03-03,23.826633165829143
2017-03-04,27.65829145728643
2017-03-05,24.731155778894472
2017-03-06,20.613065326633166
2017-03-07,24.540201005025125
2017-03-08,21.826633165829143
2017-03-09,23.231155778894472
2017-03-10,25.6356783919598
2017-03-11,26.44472361809045
2017-03-12,25.753768844221106
2017-03-13,23.731155778894472
2017-03-14,24.231155778894472
2017-03-15,22.731155778894472
2017-03-16,21.92211055276382
2017-03-17,23.326633165829143
2017-03-18,26.94472361809045
2017-03-19,34.48994974874372
2017-03-20,28.967336683417084
2017-03-21,24.540201005025125
2017-03-22,25.849246231155778
2017-03-23,24.6356783919598
2017-03-24,27.1356783919598
2017-03-25,29.467336683417084
2017-03-26,28.967336683417084
2017-03-27,23.326633165829143
2017-03-28,25.849246231155778
2017-03-29,22.326633165829143
2017-03-30,27.467336683417084
2017-03-31,22.826633165829143
2017-04-01,25.44472361809045
2017-04-02,25.0
2017-04-03,23.0
2017-04-04,27.0
2017-04-05,26.0
2017-04-06,78.0
2017-04-07,100.0
2017-04-08,63.0
2017-04-09,46.0
2017-04-10,32.0
2017-04-11,30.0
2017-04-12,28.0
2017-04-13,28.0
2017-04-14,32.0
2017-04-15,28.0
2017-04-16,29.0
2017-04-17,26.0
2017-04-18,25.0
2017-04-19,23.0
2017-04-20,26.0
2017-04-21,26.0
2017-04-22,26.0
2017-04-23,28.0
2017-04-24,27.0
2017-04-25,27.0
2017-04-26,25.0
2017-04-27,25.0
2017-04-28,27.0
2017-04-29,25.0
2017-04-30,27.0
2017-05-01,30.0
2017-05-02,25.0
2017-05-03,24.0
2017-05-04,24.0
2017-05-05,24.0
2017-05-06,26.0
2017-05-07,28.0
2017-05-08,26.0
2017-05-09,25.0
2017-05-10,23.0
2017-05-11,24.0
2017-05-12,25.0
2017-05-13,24.0
2017-05-14,24.0
2017-05-15,22.0
2017-05-16,22.0
2017-05-17,24.0
2017-05-18,24.0
2017-05-19,24.0
2017-05-20,22.0
2017-05-21,27.0
2017-05-22,25.0
2017-05-23,25.0
2017-05-24,24.0
2017-05-25,24.0
2017-05-26,28.0
2017-05-27,25.0
2017-05-28,26.0
2017-05-29,26.0
2017-05-30,23.0
2017-05-31,26.0
2017-06-01,23.0
2017-06-02,28.0
2017-06-03,29.0
