date,obama travel
2017-01-06,1.0
2017-01-07,0.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,3.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,0.0
2017-01-17,2.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,4.0
2017-01-21,4.0
2017-01-22,2.0
2017-01-23,2.0
2017-01-24,0.0
2017-01-25,2.0
2017-01-26,0.0
2017-01-27,1.0
2017-01-28,2.0
2017-01-29,28.0
2017-01-30,69.0
2017-01-31,100.0
2017-02-01,36.0
2017-02-02,14.0
2017-02-03,13.0
2017-02-04,18.0
2017-02-05,14.0
2017-02-06,10.0
2017-02-07,12.0
2017-02-08,10.0
2017-02-09,9.0
2017-02-10,17.0
2017-02-11,6.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,3.0
2017-02-18,6.0
2017-02-19,6.0
2017-02-20,9.0
2017-02-21,5.0
2017-02-22,7.0
2017-02-23,3.0
2017-02-24,5.0
2017-02-25,4.0
2017-02-26,2.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,1.467948717948718
2017-03-02,1.1381118881118881
2017-03-03,2.4784382284382285
2017-03-04,1.850815850815851
2017-03-05,3.1486013986013988
2017-03-06,4.7972027972027975
2017-03-07,3.201631701631702
2017-03-08,1.2657342657342658
2017-03-09,1.435897435897436
2017-03-10,1.850815850815851
2017-03-11,1.4254079254079255
2017-03-12,1.435897435897436
2017-03-13,1.1381118881118881
2017-03-14,0.7657342657342658
2017-03-15,1.2657342657342658
2017-03-16,6.733100233100233
2017-03-17,4.382284382284382
2017-03-18,4.424825174825175
2017-03-19,4.541958041958042
2017-03-20,3.201631701631702
2017-03-21,2.574009324009324
2017-03-22,2.020979020979021
2017-03-23,2.5314685314685317
2017-03-24,2.6486013986013988
2017-03-25,1.8082750582750582
2017-03-26,1.8933566433566433
2017-03-27,1.3082750582750582
2017-03-28,1.350815850815851
2017-03-29,1.5530303030303032
2017-03-30,1.6806526806526807
2017-03-31,1.0530303030303032
2017-04-01,0.6276223776223776
2017-04-02,0.9358974358974359
2017-04-03,1.1060606060606062
2017-04-04,1.2762237762237763
2017-04-05,0.7657342657342658
2017-04-06,1.2762237762237763
2017-04-07,2.2972027972027975
2017-04-08,1.6165501165501166
2017-04-09,1.7016317016317017
2017-04-10,2.2121212121212124
2017-04-11,8.508158508158509
2017-04-12,1.7016317016317017
2017-04-13,2.4673659673659674
2017-04-14,2.1270396270396272
2017-04-15,1.8717948717948718
2017-04-16,1.5314685314685317
2017-04-17,1.7016317016317017
2017-04-18,0.9358974358974359
2017-04-19,1.7016317016317017
2017-04-20,1.1060606060606062
2017-04-21,1.191142191142191
2017-04-22,0.6806526806526807
2017-04-23,0.5955710955710956
2017-04-24,1.191142191142191
2017-04-25,0.5104895104895105
2017-04-26,1.1060606060606062
2017-04-27,0.5955710955710956
2017-04-28,0.8508158508158509
2017-04-29,0.9358974358974359
2017-04-30,0.5104895104895105
2017-05-01,0.9358974358974359
2017-05-02,0.5104895104895105
2017-05-03,0.5955710955710956
2017-05-04,0.9358974358974359
2017-05-05,1.191142191142191
2017-05-06,0.5955710955710956
2017-05-07,0.42540792540792544
2017-05-08,6.296037296037296
2017-05-09,1.2762237762237763
2017-05-10,0.7657342657342658
2017-05-11,0.5955710955710956
2017-05-12,0.5104895104895105
2017-05-13,0.5955710955710956
2017-05-14,0.42540792540792544
2017-05-15,0.8508158508158509
2017-05-16,0.34032634032634035
2017-05-17,0.5104895104895105
2017-05-18,0.42540792540792544
2017-05-19,0.8508158508158509
2017-05-20,0.6806526806526807
2017-05-21,1.1060606060606062
2017-05-22,0.9358974358974359
2017-05-23,0.8508158508158509
2017-05-24,1.020979020979021
2017-05-25,2.2972027972027975
2017-05-26,1.8717948717948718
2017-05-27,1.020979020979021
2017-05-28,1.2762237762237763
2017-05-29,0.5955710955710956
2017-05-30,1.020979020979021
2017-05-31,0.8508158508158509
2017-06-01,0.8508158508158509
2017-06-02,1.191142191142191
2017-06-03,0.5104895104895105
