date,trump supporters
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,5.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,4.0
2017-01-01,4.0
2017-01-02,3.0
2017-01-03,4.0
2017-01-04,3.0
2017-01-05,5.0
2017-01-06,5.0
2017-01-07,5.0
2017-01-08,4.0
2017-01-09,7.0
2017-01-10,6.0
2017-01-11,7.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,5.0
2017-01-15,6.0
2017-01-16,5.0
2017-01-17,7.0
2017-01-18,6.0
2017-01-19,8.0
2017-01-20,16.0
2017-01-21,20.0
2017-01-22,20.0
2017-01-23,14.0
2017-01-24,12.0
2017-01-25,11.0
2017-01-26,11.0
2017-01-27,11.0
2017-01-28,11.0
2017-01-29,18.0
2017-01-30,18.0
2017-01-31,18.0
2017-02-01,11.0
2017-02-02,10.0
2017-02-03,10.0
2017-02-04,10.0
2017-02-05,11.0
2017-02-06,11.0
2017-02-07,8.0
2017-02-08,7.0
2017-02-09,6.0
2017-02-10,9.0
2017-02-11,8.0
2017-02-12,6.0
2017-02-13,7.0
2017-02-14,6.0
2017-02-15,6.0
2017-02-16,6.0
2017-02-17,11.0
2017-02-18,9.0
2017-02-19,10.0
2017-02-20,10.0
2017-02-21,7.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,5.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,6.0
2017-02-28,5.0
2017-03-01,4.392002335084646
2017-03-02,3.109165207238762
2017-03-03,3.022183304144775
2017-03-04,5.43549328663164
2017-03-05,8.718622300058378
2017-03-06,7.8490951546993575
2017-03-07,5.109457092819614
2017-03-08,4.892002335084646
2017-03-09,3.8266199649737302
2017-03-10,3.8266199649737302
2017-03-11,3.8701109165207237
2017-03-12,3.8701109165207237
2017-03-13,3.5005837711617045
2017-03-14,3.413601868067717
2017-03-15,3.022183304144775
2017-03-16,5.674839462930532
2017-03-17,5.283420899007589
2017-03-18,5.696438995913601
2017-03-19,5.870402802101577
2017-03-20,4.848511383537653
2017-03-21,4.587565674255692
2017-03-22,5.065966141272622
2017-03-23,4.544074722708698
2017-03-24,4.544074722708698
2017-03-25,6.109457092819614
2017-03-26,8.349095154699357
2017-03-27,4.805020431990659
2017-03-28,2.9786923525977818
2017-03-29,3.283129013426737
2017-03-30,3.8050204319906595
2017-03-31,2.9352014010507883
2017-04-01,2.7612375948628136
2017-04-02,3.479276123759486
2017-04-03,2.348511383537653
2017-04-04,3.392294220665499
2017-04-05,2.957384705195563
2017-04-06,3.392294220665499
2017-04-07,5.0449503794512545
2017-04-08,2.870402802101576
2017-04-09,3.0443666082895504
2017-04-10,3.2183304144775247
2017-04-11,2.6964389959136015
2017-04-12,2.087565674255692
2017-04-13,3.6532399299474605
2017-04-14,3.392294220665499
2017-04-15,3.1313485113835373
2017-04-16,4.784004670169293
2017-04-17,5.740805604203152
2017-04-18,2.957384705195563
2017-04-19,2.5224751897256272
2017-04-20,3.1313485113835373
2017-04-21,3.2183304144775247
2017-04-22,1.739638061879743
2017-04-23,1.3047285464098073
2017-04-24,2.6964389959136015
2017-04-25,2.6964389959136015
2017-04-26,3.2183304144775247
2017-04-27,2.6964389959136015
2017-04-28,2.4354932866316403
2017-04-29,2.870402802101576
2017-04-30,2.4354932866316403
2017-05-01,2.6094570928196146
2017-05-02,2.087565674255692
2017-05-03,1.739638061879743
2017-05-04,3.8272037361354347
2017-05-05,5.479859894921191
2017-05-06,2.870402802101576
2017-05-07,2.870402802101576
2017-05-08,2.783420899007589
2017-05-09,2.5224751897256272
2017-05-10,4.697022767075306
2017-05-11,4.870986573263281
2017-05-12,4.3490951546993575
2017-05-13,3.566258026853473
2017-05-14,2.261529480443666
2017-05-15,2.6094570928196146
2017-05-16,4.001167542323409
2017-05-17,7.393461762988908
2017-05-18,5.305896088733216
2017-05-19,4.784004670169293
2017-05-20,3.2183304144775247
2017-05-21,2.348511383537653
2017-05-22,2.870402802101576
2017-05-23,2.6094570928196146
2017-05-24,3.2183304144775247
2017-05-25,2.783420899007589
2017-05-26,2.261529480443666
2017-05-27,2.957384705195563
2017-05-28,2.6094570928196146
2017-05-29,2.0005837711617045
2017-05-30,2.5224751897256272
2017-05-31,4.523058960887332
2017-06-01,3.479276123759486
2017-06-02,4.957968476357268
2017-06-03,3.6532399299474605
