date,trump crime
2017-05-21,12.979557069846678
2017-05-22,11.613287904599659
2017-05-23,8.197614991482112
2017-05-24,8.197614991482112
2017-05-25,8.197614991482112
2017-05-26,7.514480408858603
2017-05-27,6.8313458262350935
2017-05-28,9.56388415672913
2017-05-29,5.465076660988075
2017-05-30,8.880749574105621
2017-05-31,16.395229982964224
2017-06-01,11.613287904599659
2017-06-02,6.8313458262350935
2017-06-03,8.197614991482112
