date,alfa bank
2016-09-05,24.134421243774096
2016-09-06,26.720252091321317
2016-09-07,21.54859039622687
2016-09-08,25.858308475472242
2016-09-09,21.54859039622687
2016-09-10,17.238872316981496
2016-09-11,17.238872316981496
2016-09-12,27.582195707170392
2016-09-13,33.61580101811391
2016-09-14,24.996364859623167
2016-09-15,34.47774463396299
2016-09-16,31.029970170566692
2016-09-17,18.10081593283057
2016-09-18,11.205267006037973
2016-09-19,27.582195707170392
2016-09-20,26.720252091321317
2016-09-21,18.10081593283057
2016-09-22,28.444139323019467
2016-09-23,19.824703164528717
2016-09-24,24.996364859623167
2016-09-25,18.962759548679646
2016-09-26,24.996364859623167
2016-09-27,27.582195707170392
2016-09-28,31.89191378641577
2016-09-29,27.582195707170392
2016-09-30,39.649406329057435
2016-10-01,21.468761477809856
2016-10-02,11.356576720684602
2016-10-03,29.468871321522847
2016-10-04,31.96339458264538
2016-10-05,26.925824600186047
2016-10-06,26.93156393418989
2016-10-07,26.68894663311857
2016-10-08,18.59178986897705
2016-10-09,12.503921763815422
2016-10-10,28.46135732503098
2016-10-11,23.04707832886521
2016-10-12,23.192648709508003
2016-10-13,20.509770941532253
2016-10-14,17.778369713342236
2016-10-15,17.104780604346377
2016-10-16,13.559959220521552
2016-10-17,23.526573597004013
2016-10-18,26.355021745622555
2016-10-19,25.78421889105907
2016-10-20,28.849545006745092
2016-10-21,22.42775201408746
2016-10-22,20.412724021103724
2016-10-23,14.087977948874618
2016-10-24,29.086422973812574
2016-10-25,22.616106520940676
2016-10-26,20.030275673393454
2016-10-27,26.257974825194033
2016-10-28,23.95754540492855
2016-10-29,20.843695829028263
2016-10-30,13.99093102844609
2016-10-31,38.57354208215623
2016-11-01,85.77225965680707
2016-11-02,34.52365930599369
2016-11-03,31.646687697160885
2016-11-04,23.974763406940063
2016-11-05,19.179810725552052
2016-11-06,11.50788643533123
2016-11-07,33.56466876971609
2016-11-08,25.89274447949527
2016-11-09,23.01577287066246
2016-11-10,22.05678233438486
2016-11-11,27.810725552050474
2016-11-12,21.097791798107256
2016-11-13,14.384858044164039
2016-11-14,26.85173501577287
2016-11-15,28.769716088328078
2016-11-16,22.05678233438486
2016-11-17,34.52365930599369
2016-11-18,23.01577287066246
2016-11-19,20.138801261829652
2016-11-20,10.548895899053628
2016-11-21,24.933753943217667
2016-11-22,28.769716088328078
2016-11-23,27.810725552050474
2016-11-24,23.974763406940063
2016-11-25,21.097791798107256
2016-11-26,19.179810725552052
2016-11-27,18.22082018927445
2016-11-28,25.89274447949527
2016-11-29,34.52365930599369
2016-11-30,32.60567823343849
2016-12-01,32.60567823343849
2016-12-02,31.646687697160885
2016-12-03,23.01577287066246
2016-12-04,15.343848580441641
2016-12-05,30.687697160883282
2016-12-06,25.89274447949527
2016-12-07,31.646687697160885
2016-12-08,23.01577287066246
2016-12-09,23.01577287066246
2016-12-10,16.302839116719245
2016-12-11,12.466876971608833
2016-12-12,34.52365930599369
2016-12-13,33.56466876971609
2016-12-14,31.646687697160885
2016-12-15,23.974763406940063
2016-12-16,30.687697160883282
2016-12-17,22.05678233438486
2016-12-18,13.425867507886435
2016-12-19,26.85173501577287
2016-12-20,27.810725552050474
2016-12-21,37.4006309148265
2016-12-22,32.60567823343849
2016-12-23,30.687697160883282
2016-12-24,22.05678233438486
2016-12-25,14.384858044164039
2016-12-26,32.60567823343849
2016-12-27,39.31861198738171
2016-12-28,27.810725552050474
2016-12-29,29.728706624605678
2016-12-30,25.89274447949527
2016-12-31,23.01577287066246
2017-01-01,12.466876971608833
2017-01-02,19.179810725552052
2017-01-03,24.933753943217667
2017-01-04,21.097791798107256
2017-01-05,21.097791798107256
2017-01-06,23.01577287066246
2017-01-07,13.425867507886435
2017-01-08,13.425867507886435
2017-01-09,22.05678233438486
2017-01-10,24.933753943217667
2017-01-11,28.769716088328078
2017-01-12,21.097791798107256
2017-01-13,26.85173501577287
2017-01-14,20.138801261829652
2017-01-15,20.138801261829652
2017-01-16,23.01577287066246
2017-01-17,24.933753943217667
2017-01-18,27.810725552050474
2017-01-19,28.769716088328078
2017-01-20,26.85173501577287
2017-01-21,15.343848580441641
2017-01-22,16.302839116719245
2017-01-23,31.646687697160885
2017-01-24,13.425867507886435
2017-01-25,34.52365930599369
2017-01-26,14.384858044164039
2017-01-27,27.810725552050474
2017-01-28,15.343848580441641
2017-01-29,16.302839116719245
2017-01-30,29.728706624605678
2017-01-31,23.974763406940063
2017-02-01,33.56466876971609
2017-02-02,23.01577287066246
2017-02-03,22.05678233438486
2017-02-04,11.50788643533123
2017-02-05,16.302839116719245
2017-02-06,36.4416403785489
2017-02-07,29.728706624605678
2017-02-08,27.810725552050474
2017-02-09,18.22082018927445
2017-02-10,27.810725552050474
2017-02-11,20.138801261829652
2017-02-12,9.589905362776026
2017-02-13,34.52365930599369
2017-02-14,28.769716088328078
2017-02-15,28.769716088328078
2017-02-16,19.179810725552052
2017-02-17,26.85173501577287
2017-02-18,17.261829652996845
2017-02-19,17.261829652996845
2017-02-20,25.89274447949527
2017-02-21,24.933753943217667
2017-02-22,27.810725552050474
2017-02-23,25.89274447949527
2017-02-24,14.384858044164039
2017-02-25,22.05678233438486
2017-02-26,12.466876971608833
2017-02-27,21.097791798107256
2017-02-28,30.687697160883282
2017-03-01,36.200315457413254
2017-03-02,31.782334384858046
2017-03-03,20.569400630914828
2017-03-04,15.733438485804417
2017-03-05,25.446372239747635
2017-03-06,27.86435331230284
2017-03-07,24.405362776025235
2017-03-08,28.34384858044164
2017-03-09,40.17981072555205
2017-03-10,97.94952681388013
2017-03-11,25.946372239747635
2017-03-12,13.253943217665615
2017-03-13,28.36435331230284
2017-03-14,26.946372239747635
2017-03-15,26.446372239747635
2017-03-16,26.36435331230284
2017-03-17,33.261829652996845
2017-03-18,28.425867507886437
2017-03-19,17.110410094637224
2017-03-20,26.466876971608833
2017-03-21,24.50788643533123
2017-03-22,27.86435331230284
2017-03-23,28.405362776025235
2017-03-24,27.405362776025235
2017-03-25,18.610410094637224
2017-03-26,12.712933753943219
2017-03-27,28.86435331230284
2017-03-28,32.30283911671924
2017-03-29,29.88485804416404
2017-03-30,27.905362776025235
2017-03-31,28.925867507886437
2017-04-01,23.548895899053626
2017-04-02,20.0
2017-04-03,35.0
2017-04-04,36.0
2017-04-05,29.0
2017-04-06,31.0
2017-04-07,27.0
2017-04-08,19.0
2017-04-09,16.0
2017-04-10,31.0
2017-04-11,20.0
2017-04-12,29.0
2017-04-13,26.0
2017-04-14,25.0
2017-04-15,20.0
2017-04-16,15.0
2017-04-17,28.0
2017-04-18,26.0
2017-04-19,26.0
2017-04-20,24.0
2017-04-21,28.0
2017-04-22,20.0
2017-04-23,20.0
2017-04-24,26.0
2017-04-25,27.0
2017-04-26,22.0
2017-04-27,31.0
2017-04-28,29.0
2017-04-29,19.0
2017-04-30,10.0
2017-05-01,13.0
2017-05-02,26.0
2017-05-03,27.0
2017-05-04,27.0
2017-05-05,29.0
2017-05-06,13.0
2017-05-07,15.0
2017-05-08,30.0
2017-05-09,23.0
2017-05-10,30.0
2017-05-11,22.0
2017-05-12,26.0
2017-05-13,15.0
2017-05-14,19.0
2017-05-15,27.0
2017-05-16,33.0
2017-05-17,18.0
2017-05-18,23.0
2017-05-19,28.0
2017-05-20,20.0
2017-05-21,13.0
2017-05-22,20.0
2017-05-23,23.0
2017-05-24,24.0
2017-05-25,23.0
2017-05-26,24.0
2017-05-27,16.0
2017-05-28,21.0
2017-05-29,21.0
2017-05-30,27.0
2017-05-31,26.0
2017-06-01,29.0
2017-06-02,29.0
2017-06-03,19.0
