date,job search
2016-12-28,61.120658135283364
2016-12-29,56.55941499085923
2016-12-30,52.910420475319924
2016-12-31,35.57769652650823
2017-01-01,42.875685557586834
2017-01-02,66.59414990859231
2017-01-03,91.22486288848263
2017-01-04,83.92687385740402
2017-01-05,82.10237659963437
2017-01-06,72.06764168190128
2017-01-07,54.734917733089574
2017-01-08,58.38391224862888
2017-01-09,83.0146252285192
2017-01-10,83.0146252285192
2017-01-11,82.10237659963437
2017-01-12,83.0146252285192
2017-01-13,68.41864716636196
2017-01-14,51.9981718464351
2017-01-15,55.6471663619744
2017-01-16,82.10237659963437
2017-01-17,83.92687385740402
2017-01-18,83.92687385740402
2017-01-19,80.27787934186472
2017-01-20,60.20840950639853
2017-01-21,51.085923217550274
2017-01-22,51.9981718464351
2017-01-23,84.83912248628884
2017-01-24,82.10237659963437
2017-01-25,78.45338208409505
2017-01-26,72.06764168190128
2017-01-27,66.59414990859231
2017-01-28,50.17367458866544
2017-01-29,52.910420475319924
2017-01-30,82.10237659963437
2017-01-31,86.6636197440585
2017-02-01,74.80438756855575
2017-02-02,80.27787934186472
2017-02-03,67.50639853747714
2017-02-04,48.34917733089579
2017-02-05,51.9981718464351
2017-02-06,72.9798903107861
2017-02-07,79.36563071297988
2017-02-08,78.45338208409505
2017-02-09,70.24314442413163
2017-02-10,64.76965265082266
2017-02-11,50.17367458866544
2017-02-12,52.910420475319924
2017-02-13,75.71663619744058
2017-02-14,69.3308957952468
2017-02-15,74.80438756855575
2017-02-16,73.89213893967093
2017-02-17,66.59414990859231
2017-02-18,48.34917733089579
2017-02-19,54.734917733089574
2017-02-20,70.24314442413163
2017-02-21,76.6288848263254
2017-02-22,73.89213893967093
2017-02-23,67.50639853747714
2017-02-24,60.20840950639853
2017-02-25,49.26142595978062
2017-02-26,47.43692870201097
2017-02-27,81.19012797074954
2017-02-28,73.89213893967093
2017-03-01,72.7104022854387
2017-03-02,72.31883548098487
2017-03-03,62.676370991792695
2017-03-04,46.58360859041816
2017-03-05,54.40227944592775
2017-03-06,75.31592227985485
2017-03-07,78.3130090787248
2017-03-08,72.5146188832118
2017-03-09,74.14333273875452
2017-03-10,57.20358284257081
2017-03-11,46.71413085856945
2017-03-12,48.86423016263022
2017-03-13,71.53710912025133
2017-03-14,71.08098480580892
2017-03-15,75.05558136763935
2017-03-16,66.71622868769877
2017-03-17,58.310911249595485
2017-03-18,49.05930994077008
2017-03-19,50.94906833261537
2017-03-20,77.66180498614256
2017-03-21,74.07807160467888
2017-03-22,68.99614663582378
2017-03-23,62.93671190400819
2017-03-24,60.78731622403447
2017-03-25,47.951981533745396
2017-03-26,49.58069538928813
2017-03-27,73.2310841098697
2017-03-28,74.20859387283016
2017-03-29,66.97656959991426
2017-03-30,66.58570641954749
2017-03-31,57.529184888861934
2017-04-01,42.0230690700811
2017-04-02,48.46703436547983
2017-04-03,69.57364610528558
2017-04-04,70.35537246601912
2017-04-05,68.01019338381847
2017-04-06,65.66501430161784
2017-04-07,56.284297972815295
2017-04-08,46.121855283279196
2017-04-09,51.59393980841402
2017-04-10,72.70055154821975
2017-04-11,68.79191974455202
2017-04-12,69.57364610528558
2017-04-13,63.31983521941721
2017-04-14,49.24876072621338
2017-04-15,41.43149711887792
2017-04-16,40.64977075814438
2017-04-17,64.8832879408843
2017-04-18,71.9188251874862
2017-04-19,70.35537246601912
2017-04-20,64.10156158015074
2017-04-21,60.97465613721657
2017-04-22,44.55840256181211
2017-04-23,46.121855283279196
2017-04-24,66.44674066235139
2017-04-25,71.13709882675266
2017-04-26,69.57364610528558
2017-04-27,69.57364610528558
2017-04-28,54.7208452513482
2017-04-29,37.5228653152102
2017-04-30,45.34012892254565
2017-05-01,68.79191974455202
2017-05-02,72.70055154821975
2017-05-03,69.57364610528558
2017-05-04,63.31983521941721
2017-05-05,60.19292977648302
2017-05-06,42.21322347961147
2017-05-07,42.994949840345015
2017-05-08,70.35537246601912
2017-05-09,72.70055154821975
2017-05-10,67.22846702308493
2017-05-11,61.75638249795011
2017-05-12,53.15739252988111
2017-05-13,44.55840256181211
2017-05-14,44.55840256181211
2017-05-15,75.0457306304204
2017-05-16,69.57364610528558
2017-05-17,67.22846702308493
2017-05-18,70.35537246601912
2017-05-19,56.284297972815295
2017-05-20,50.03048708694693
2017-05-21,48.46703436547983
2017-05-22,68.01019338381847
2017-05-23,66.44674066235139
2017-05-24,68.79191974455202
2017-05-25,64.8832879408843
2017-05-26,53.93911889061466
2017-05-27,42.21322347961147
2017-05-28,42.994949840345015
2017-05-29,50.81221344768047
2017-05-30,67.22846702308493
2017-05-31,68.79191974455202
2017-06-01,57.84775069428238
2017-06-02,55.502571612081745
2017-06-03,39.086318036677284
