date,clinton email server
2016-08-21,4.0
2016-08-22,9.0
2016-08-23,9.0
2016-08-24,10.0
2016-08-25,4.0
2016-08-26,16.0
2016-08-27,6.0
2016-08-28,8.0
2016-08-29,10.0
2016-08-30,7.0
2016-08-31,3.0
2016-09-01,5.0
2016-09-02,12.0
2016-09-03,16.0
2016-09-04,16.0
2016-09-05,5.0
2016-09-06,13.0
2016-09-07,5.0
2016-09-08,29.0
2016-09-09,10.0
2016-09-10,6.0
2016-09-11,4.0
2016-09-12,10.0
2016-09-13,10.0
2016-09-14,15.0
2016-09-15,5.0
2016-09-16,7.0
2016-09-17,8.0
2016-09-18,10.0
2016-09-19,5.0
2016-09-20,5.0
2016-09-21,3.0
2016-09-22,15.0
2016-09-23,10.0
2016-09-24,16.0
2016-09-25,8.0
2016-09-26,17.0
2016-09-27,34.0
2016-09-28,8.0
2016-09-29,15.0
2016-09-30,7.0
2016-10-01,9.730123180291153
2016-10-02,11.230123180291153
2016-10-03,5.774356103023516
2016-10-04,10.548712206047032
2016-10-05,4.774356103023516
2016-10-06,14.18589025755879
2016-10-07,10.911534154535275
2016-10-08,6.865061590145577
2016-10-09,20.960246360582307
2016-10-10,39.055431131019034
2016-10-11,21.460246360582307
2016-10-12,23.506718924972006
2016-10-13,22.141657334826427
2016-10-14,11.139417693169094
2016-10-15,12.77659574468085
2016-10-16,15.095184770436731
2016-10-17,11.411534154535275
2016-10-18,18.048712206047032
2016-10-19,7.911534154535275
2016-10-20,20.141657334826427
2016-10-21,10.774356103023516
2016-10-22,2.0
2016-10-23,12.230123180291153
2016-10-24,9.548712206047032
2016-10-25,10.592945128779395
2016-10-26,17.141657334826427
2016-10-27,16.50447928331467
2016-10-28,87.92945128779395
2016-10-29,79.65509518477043
2016-10-30,56.378499440089584
2016-10-31,69.24356103023516
2016-11-01,61.33202687569989
2016-11-02,42.56662933930571
2016-11-03,46.65957446808511
2016-11-04,35.1993281075028
2016-11-05,17.190369540873462
2016-11-06,44.203807390817474
2016-11-07,35.1993281075028
2016-11-08,28.65061590145577
2016-11-09,49.11534154535275
2016-11-10,32.74356103023516
2016-11-11,15.553191489361703
2016-11-12,9.82306830907055
2016-11-13,14.734602463605825
2016-11-14,6.548712206047033
2016-11-15,8.18589025755879
2016-11-16,6.548712206047033
2016-11-17,6.548712206047033
2016-11-18,3.2743561030235164
2016-11-19,4.092945128779395
2016-11-20,4.092945128779395
2016-11-21,0.0
2016-11-22,13.097424412094066
2016-11-23,3.2743561030235164
2016-11-24,3.2743561030235164
2016-11-25,4.911534154535275
2016-11-26,4.092945128779395
2016-11-27,3.2743561030235164
2016-11-28,6.548712206047033
2016-11-29,3.2743561030235164
2016-11-30,3.2743561030235164
2016-12-01,0.0
2016-12-02,3.2743561030235164
2016-12-03,4.092945128779395
2016-12-04,3.2743561030235164
2016-12-05,0.0
2016-12-06,3.2743561030235164
2016-12-07,3.2743561030235164
2016-12-08,6.548712206047033
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,4.092945128779395
2016-12-12,0.0
2016-12-13,4.911534154535275
2016-12-14,3.2743561030235164
2016-12-15,0.0
2016-12-16,3.2743561030235164
2016-12-17,4.092945128779395
2016-12-18,7.367301231802912
2016-12-19,3.2743561030235164
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,3.2743561030235164
2016-12-23,3.2743561030235164
2016-12-24,12.278835386338187
2016-12-25,0.0
2016-12-26,7.367301231802912
2016-12-27,3.2743561030235164
2016-12-28,3.2743561030235164
2016-12-29,6.548712206047033
2016-12-30,3.2743561030235164
2016-12-31,8.18589025755879
2017-01-01,4.092945128779395
2017-01-02,0.0
2017-01-03,3.2743561030235164
2017-01-04,3.2743561030235164
2017-01-05,3.2743561030235164
2017-01-06,3.2743561030235164
2017-01-07,5.730123180291153
2017-01-08,5.730123180291153
2017-01-09,3.2743561030235164
2017-01-10,3.2743561030235164
2017-01-11,4.911534154535275
2017-01-12,3.2743561030235164
2017-01-13,3.2743561030235164
2017-01-14,3.2743561030235164
2017-01-15,3.2743561030235164
2017-01-16,3.2743561030235164
2017-01-17,3.2743561030235164
2017-01-18,3.2743561030235164
2017-01-19,0.0
2017-01-20,0.0
2017-01-21,0.0
2017-01-22,3.2743561030235164
2017-01-23,3.2743561030235164
2017-01-24,0.0
2017-01-25,6.548712206047033
2017-01-26,9.82306830907055
2017-01-27,8.18589025755879
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,3.2743561030235164
2017-01-31,3.2743561030235164
2017-02-01,3.2743561030235164
2017-02-02,3.2743561030235164
2017-02-03,3.2743561030235164
2017-02-04,5.730123180291153
2017-02-05,3.2743561030235164
2017-02-06,0.0
2017-02-07,3.2743561030235164
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,9.82306830907055
2017-02-15,4.911534154535275
2017-02-16,10.641657334826428
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,6.548712206047033
2017-02-25,3.2743561030235164
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,3.025760737284204
2017-03-02,0.0
2017-03-03,13.079667600255544
2017-03-04,6.950903994189564
2017-03-05,3.2708047406558123
2017-03-06,5.642226961690469
2017-03-07,0.0
2017-03-08,1.6371780515117582
2017-03-09,1.4702640202296484
2017-03-10,4.577706091971055
2017-03-11,0.0
2017-03-12,1.6336266891440538
2017-03-13,0.0
2017-03-14,1.6371780515117582
2017-03-15,0.0
2017-03-16,3.025760737284204
2017-03-17,3.1074420717414064
2017-03-18,1.6371780515117582
2017-03-19,0.0
2017-03-20,3.025760737284204
2017-03-21,3.025760737284204
2017-03-22,1.3885826857724457
2017-03-23,1.6371780515117582
2017-03-24,1.6371780515117582
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,3.025760737284204
2017-03-28,0.0
2017-03-29,3.1074420717414064
2017-03-30,1.4702640202296484
2017-03-31,6.296565477940016
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,5.881056080918594
2017-04-04,4.247429391774539
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,3.4306160472025127
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,2.940528040459297
2017-04-12,0.0
2017-04-13,3.1038907093737023
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,2.7771653715448914
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,3.4306160472025127
2017-04-30,0.0
2017-05-01,3.1038907093737023
2017-05-02,0.0
2017-05-03,4.247429391774539
2017-05-04,2.940528040459297
2017-05-05,2.940528040459297
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,2.940528040459297
2017-05-10,8.658221452463485
2017-05-11,2.940528040459297
2017-05-12,0.0
2017-05-13,3.4306160472025127
2017-05-14,0.0
2017-05-15,2.940528040459297
2017-05-16,4.247429391774539
2017-05-17,11.598749492922781
2017-05-18,4.410792060688945
2017-05-19,3.1038907093737023
2017-05-20,3.4306160472025127
2017-05-21,3.4306160472025127
2017-05-22,8.82158412137789
2017-05-23,2.940528040459297
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,7.024594763319431
2017-05-29,0.0
2017-05-30,2.940528040459297
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,3.1038907093737023
2017-06-03,0.0
